fid,id,left,top,right,bottom,codearondo,NOM_CHF,CODE_DEPT,NOM_DEPT,numcant,CODE_EPCI,NOM_EPCI,INSEE_COM,NOM_COMM,STATUT,POPULATION,CODE_DEPT_2,NOM_DEPT_2,codearondo_2,longitude,latitude
"1937","1937",618861.72591274,5480061.79565943,623861.72591274,5485061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04163",REVEST-DU-BION,Commune simple,0.5,"04",ALPES-DE-HAUTE-PROVENCE,"404",618861.72591274,5480061.79565943
"1938","1938",618861.72591274,5475061.79565943,623861.72591274,5480061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04163",REVEST-DU-BION,Commune simple,0.5,"04",ALPES-DE-HAUTE-PROVENCE,"404",618861.72591274,5475061.79565943
"1939","1939",618861.72591274,5470061.79565943,623861.72591274,5475061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04208",SIMIANE-LA-ROTONDE,Commune simple,0.6,"04",ALPES-DE-HAUTE-PROVENCE,"404",618861.72591274,5470061.79565943
"1940","1940",618861.72591274,5465061.79565943,623861.72591274,5470061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04208",SIMIANE-LA-ROTONDE,Commune simple,0.6,"04",ALPES-DE-HAUTE-PROVENCE,"404",618861.72591274,5465061.79565943
"1941","1941",618861.72591274,5460061.79565943,623861.72591274,5465061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04208",SIMIANE-LA-ROTONDE,Commune simple,0.6,"04",ALPES-DE-HAUTE-PROVENCE,"404",618861.72591274,5460061.79565943
"1942","1942",618861.72591274,5455061.79565943,623861.72591274,5460061.79565943,"184",APT,"84",VAUCLUSE,"8401","200040624",CC Pays d'Apt-Luberon,"84144",VIENS,Commune simple,0.6,"84",VAUCLUSE,"184",618861.72591274,5455061.79565943
"1943","1943",618861.72591274,5450061.79565943,623861.72591274,5455061.79565943,"184",APT,"84",VAUCLUSE,"8401","200040624",CC Pays d'Apt-Luberon,"84144",VIENS,Commune simple,0.6,"84",VAUCLUSE,"184",618861.72591274,5450061.79565943
"1944","1944",618861.72591274,5445061.79565943,623861.72591274,5450061.79565943,"184",APT,"84",VAUCLUSE,"8401","200040624",CC Pays d'Apt-Luberon,"84144",VIENS,Commune simple,0.6,"84",VAUCLUSE,"184",618861.72591274,5445061.79565943
"1945","1945",618861.72591274,5440061.79565943,623861.72591274,5445061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200040624",CC Pays d'Apt-Luberon,"04045",CERESTE,Commune simple,1.2,"04",ALPES-DE-HAUTE-PROVENCE,"404",618861.72591274,5440061.79565943
"1946","1946",618861.72591274,5435061.79565943,623861.72591274,5440061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84090",PEYPIN-D'AIGUES,Commune simple,0.6,"84",VAUCLUSE,"184",618861.72591274,5435061.79565943
"1947","1947",618861.72591274,5430061.79565943,623861.72591274,5435061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84052",GRAMBOIS,Commune simple,1.2,"84",VAUCLUSE,"184",618861.72591274,5430061.79565943
"1948","1948",618861.72591274,5425061.79565943,623861.72591274,5430061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84133",LA TOUR-D'AIGUES,Commune simple,3.9,"84",VAUCLUSE,"184",618861.72591274,5425061.79565943
"1949","1949",618861.72591274,5420061.79565943,623861.72591274,5425061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84133",LA TOUR-D'AIGUES,Commune simple,3.9,"84",VAUCLUSE,"184",618861.72591274,5420061.79565943
"1950","1950",618861.72591274,5415061.79565943,623861.72591274,5420061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","200054807",Métropole d'Aix-Marseille-Provence,"84089",PERTUIS,Chef-lieu canton,18.6,"84",VAUCLUSE,"184",618861.72591274,5415061.79565943
"1951","1951",618861.72591274,5410061.79565943,623861.72591274,5415061.79565943,"113",PEYROLLES-EN-PROVENCE,"13",BOUCHES-DU-RHONE,"1327","200054807",Métropole d'Aix-Marseille-Provence,"13074",PEYROLLES-EN-PROVENCE,Chef-lieu canton,4.2,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5410061.79565943
"1952","1952",618861.72591274,5405061.79565943,623861.72591274,5410061.79565943,"113",PEYROLLES-EN-PROVENCE,"13",BOUCHES-DU-RHONE,"1327","200054807",Métropole d'Aix-Marseille-Provence,"13074",PEYROLLES-EN-PROVENCE,Chef-lieu canton,4.2,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5405061.79565943
"1953","1953",618861.72591274,5400061.79565943,623861.72591274,5405061.79565943,"113",,"13",BOUCHES-DU-RHONE,"1301","200054807",Métropole d'Aix-Marseille-Provence,"13111",VAUVENARGUES,Commune simple,0.9,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5400061.79565943
"1954","1954",618861.72591274,5395061.79565943,623861.72591274,5400061.79565943,"113",,"13",BOUCHES-DU-RHONE,"1301","200054807",Métropole d'Aix-Marseille-Provence,"13111",VAUVENARGUES,Commune simple,0.9,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5395061.79565943
"1955","1955",618861.72591274,5390061.79565943,623861.72591274,5395061.79565943,"113",TRETS,"13",BOUCHES-DU-RHONE,"1334","200054807",Métropole d'Aix-Marseille-Provence,"13090",SAINT-ANTONIN-SUR-BAYON,Commune simple,0.1,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5390061.79565943
"1956","1956",618861.72591274,5385061.79565943,623861.72591274,5390061.79565943,"113",TRETS,"13",BOUCHES-DU-RHONE,"1334","200054807",Métropole d'Aix-Marseille-Provence,"13040",FUVEAU,Commune simple,8.7,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5385061.79565943
"1957","1957",618861.72591274,5380061.79565943,623861.72591274,5385061.79565943,"113",TRETS,"13",BOUCHES-DU-RHONE,"1334","200054807",Métropole d'Aix-Marseille-Provence,"13040",FUVEAU,Commune simple,8.7,"13",BOUCHES-DU-RHONE,"113",618861.72591274,5380061.79565943
"1958","1958",618861.72591274,5375061.79565943,623861.72591274,5380061.79565943,"313",ROQUEVAIRE,"13",BOUCHES-DU-RHONE,"1329","200054807",Métropole d'Aix-Marseille-Provence,"13046",GREASQUE,Commune simple,3.8,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5375061.79565943
"1959","1959",618861.72591274,5370061.79565943,623861.72591274,5375061.79565943,"313",ROQUEVAIRE,"13",BOUCHES-DU-RHONE,"1329","200054807",Métropole d'Aix-Marseille-Provence,"13073",PEYPIN,Commune simple,5.3,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5370061.79565943
"1960","1960",618861.72591274,5365061.79565943,623861.72591274,5370061.79565943,"313",ROQUEVAIRE,"13",BOUCHES-DU-RHONE,"1329","200054807",Métropole d'Aix-Marseille-Provence,"13086",ROQUEVAIRE,Chef-lieu canton,8.3,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5365061.79565943
"1961","1961",618861.72591274,5360061.79565943,623861.72591274,5365061.79565943,"313",AUBAGNE,"13",BOUCHES-DU-RHONE,"1394","200054807",Métropole d'Aix-Marseille-Provence,"13005",AUBAGNE,Chef-lieu canton,44.7,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5360061.79565943
"1962","1962",618861.72591274,5355061.79565943,623861.72591274,5360061.79565943,"313",AUBAGNE,"13",BOUCHES-DU-RHONE,"1394","200054807",Métropole d'Aix-Marseille-Provence,"13005",AUBAGNE,Chef-lieu canton,44.7,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5355061.79565943
"1963","1963",618861.72591274,5350061.79565943,623861.72591274,5355061.79565943,"313",,"13",BOUCHES-DU-RHONE,"1354","200054807",Métropole d'Aix-Marseille-Provence,"13085",ROQUEFORT-LA-BEDOULE,Commune simple,5,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5350061.79565943
"1964","1964",618861.72591274,5345061.79565943,623861.72591274,5350061.79565943,"313",,"13",BOUCHES-DU-RHONE,"1354","200054807",Métropole d'Aix-Marseille-Provence,"13022",CASSIS,Commune simple,7.8,"13",BOUCHES-DU-RHONE,"313",618861.72591274,5345061.79565943
"1991","1991",623861.72591274,5550061.79565943,628861.72591274,5555061.79565943,"205",ASPRES-SUR-BUECH,"05",HAUTES-ALPES,"0503","200067445",CC Buëch-Dévoluy,"05019",LA BEAUME,Commune simple,0.2,"05",HAUTES-ALPES,"205",623861.72591274,5550061.79565943
"1994","1994",623861.72591274,5535061.79565943,628861.72591274,5540061.79565943,"205",SERRES,"05",HAUTES-ALPES,"0522","200068765",CC du Sisteronais-Buëch,"05048",L'EPINE,Commune simple,0.2,"05",HAUTES-ALPES,"205",623861.72591274,5535061.79565943
"1995","1995",623861.72591274,5530061.79565943,628861.72591274,5535061.79565943,"205",SERRES,"05",HAUTES-ALPES,"0522","200068765",CC du Sisteronais-Buëch,"05048",L'EPINE,Commune simple,0.2,"05",HAUTES-ALPES,"205",623861.72591274,5530061.79565943
"1996","1996",623861.72591274,5525061.79565943,628861.72591274,5530061.79565943,"205",ROSANS,"05",HAUTES-ALPES,"0517","200068765",CC du Sisteronais-Buëch,"05086",MONTJAY,Commune simple,0.1,"05",HAUTES-ALPES,"205",623861.72591274,5525061.79565943
"1997","1997",623861.72591274,5520061.79565943,628861.72591274,5525061.79565943,"205",ROSANS,"05",HAUTES-ALPES,"0517","200068765",CC du Sisteronais-Buëch,"05086",MONTJAY,Commune simple,0.1,"05",HAUTES-ALPES,"205",623861.72591274,5520061.79565943
"2002","2002",623861.72591274,5495061.79565943,628861.72591274,5500061.79565943,"404",NOYERS-SUR-JABRON,"04",ALPES-DE-HAUTE-PROVENCE,"0418","200071033",CC Jabron-Lure-Vançon-Durance,"04140",LES OMERGUES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5495061.79565943
"2003","2003",623861.72591274,5490061.79565943,628861.72591274,5495061.79565943,"404",NOYERS-SUR-JABRON,"04",ALPES-DE-HAUTE-PROVENCE,"0418","200071033",CC Jabron-Lure-Vançon-Durance,"04140",LES OMERGUES,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5490061.79565943
"2004","2004",623861.72591274,5485061.79565943,628861.72591274,5490061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04159",REDORTIERS,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5485061.79565943
"2005","2005",623861.72591274,5480061.79565943,628861.72591274,5485061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04159",REDORTIERS,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5480061.79565943
"2006","2006",623861.72591274,5475061.79565943,628861.72591274,5480061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04159",REDORTIERS,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5475061.79565943
"2007","2007",623861.72591274,5470061.79565943,628861.72591274,5475061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04132",MONTSALIER,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5470061.79565943
"2008","2008",623861.72591274,5465061.79565943,628861.72591274,5470061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04132",MONTSALIER,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5465061.79565943
"2009","2009",623861.72591274,5460061.79565943,628861.72591274,5465061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04208",SIMIANE-LA-ROTONDE,Commune simple,0.6,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5460061.79565943
"2010","2010",623861.72591274,5455061.79565943,628861.72591274,5460061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200071025",CC Haute-Provence-Pays de Banon,"04142",OPPEDETTE,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5455061.79565943
"2011","2011",623861.72591274,5450061.79565943,628861.72591274,5455061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200071025",CC Haute-Provence-Pays de Banon,"04175",SAINTE-CROIX-A-LAUZE,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5450061.79565943
"2012","2012",623861.72591274,5445061.79565943,628861.72591274,5450061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200040624",CC Pays d'Apt-Luberon,"04045",CERESTE,Commune simple,1.2,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5445061.79565943
"2013","2013",623861.72591274,5440061.79565943,628861.72591274,5445061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200040624",CC Pays d'Apt-Luberon,"04045",CERESTE,Commune simple,1.2,"04",ALPES-DE-HAUTE-PROVENCE,"404",623861.72591274,5440061.79565943
"2014","2014",623861.72591274,5435061.79565943,628861.72591274,5440061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84151",VITROLLES-EN-LUBERON,Commune simple,0.2,"84",VAUCLUSE,"184",623861.72591274,5435061.79565943
"2015","2015",623861.72591274,5430061.79565943,628861.72591274,5435061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84052",GRAMBOIS,Commune simple,1.2,"84",VAUCLUSE,"184",623861.72591274,5430061.79565943
"2016","2016",623861.72591274,5425061.79565943,628861.72591274,5430061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84052",GRAMBOIS,Commune simple,1.2,"84",VAUCLUSE,"184",623861.72591274,5425061.79565943
"2017","2017",623861.72591274,5420061.79565943,628861.72591274,5425061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84076",MIRABEAU,Commune simple,1.1,"84",VAUCLUSE,"184",623861.72591274,5420061.79565943
"2018","2018",623861.72591274,5415061.79565943,628861.72591274,5420061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","200054807",Métropole d'Aix-Marseille-Provence,"84089",PERTUIS,Chef-lieu canton,18.6,"84",VAUCLUSE,"184",623861.72591274,5415061.79565943
"2019","2019",623861.72591274,5410061.79565943,628861.72591274,5415061.79565943,"113",PEYROLLES-EN-PROVENCE,"13",BOUCHES-DU-RHONE,"1327","200054807",Métropole d'Aix-Marseille-Provence,"13074",PEYROLLES-EN-PROVENCE,Chef-lieu canton,4.2,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5410061.79565943
"2020","2020",623861.72591274,5405061.79565943,628861.72591274,5410061.79565943,"113",PEYROLLES-EN-PROVENCE,"13",BOUCHES-DU-RHONE,"1327","200054807",Métropole d'Aix-Marseille-Provence,"13048",JOUQUES,Commune simple,3.9,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5405061.79565943
"2021","2021",623861.72591274,5400061.79565943,628861.72591274,5405061.79565943,"113",,"13",BOUCHES-DU-RHONE,"1301","200054807",Métropole d'Aix-Marseille-Provence,"13111",VAUVENARGUES,Commune simple,0.9,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5400061.79565943
"2022","2022",623861.72591274,5395061.79565943,628861.72591274,5400061.79565943,"113",,"13",BOUCHES-DU-RHONE,"1301","200054807",Métropole d'Aix-Marseille-Provence,"13111",VAUVENARGUES,Commune simple,0.9,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5395061.79565943
"2023","2023",623861.72591274,5390061.79565943,628861.72591274,5395061.79565943,"113",TRETS,"13",BOUCHES-DU-RHONE,"1334","200054807",Métropole d'Aix-Marseille-Provence,"13090",SAINT-ANTONIN-SUR-BAYON,Commune simple,0.1,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5390061.79565943
"2024","2024",623861.72591274,5385061.79565943,628861.72591274,5390061.79565943,"113",TRETS,"13",BOUCHES-DU-RHONE,"1334","200054807",Métropole d'Aix-Marseille-Provence,"13087",ROUSSET,Commune simple,4.1,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5385061.79565943
"2025","2025",623861.72591274,5380061.79565943,628861.72591274,5385061.79565943,"113",TRETS,"13",BOUCHES-DU-RHONE,"1334","200054807",Métropole d'Aix-Marseille-Provence,"13072",PEYNIER,Commune simple,3,"13",BOUCHES-DU-RHONE,"113",623861.72591274,5380061.79565943
"2026","2026",623861.72591274,5375061.79565943,628861.72591274,5380061.79565943,"313",ROQUEVAIRE,"13",BOUCHES-DU-RHONE,"1329","200054807",Métropole d'Aix-Marseille-Provence,"13013",BELCODENE,Commune simple,1.7,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5375061.79565943
"2027","2027",623861.72591274,5370061.79565943,628861.72591274,5375061.79565943,"313",ROQUEVAIRE,"13",BOUCHES-DU-RHONE,"1329","200054807",Métropole d'Aix-Marseille-Provence,"13031",LA DESTROUSSE,Commune simple,2.7,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5370061.79565943
"2028","2028",623861.72591274,5365061.79565943,628861.72591274,5370061.79565943,"313",ROQUEVAIRE,"13",BOUCHES-DU-RHONE,"1329","200054807",Métropole d'Aix-Marseille-Provence,"13086",ROQUEVAIRE,Chef-lieu canton,8.3,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5365061.79565943
"2029","2029",623861.72591274,5360061.79565943,628861.72591274,5365061.79565943,"313",AUBAGNE,"13",BOUCHES-DU-RHONE,"1394","200054807",Métropole d'Aix-Marseille-Provence,"13005",AUBAGNE,Chef-lieu canton,44.7,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5360061.79565943
"2030","2030",623861.72591274,5355061.79565943,628861.72591274,5360061.79565943,"313",AUBAGNE,"13",BOUCHES-DU-RHONE,"1394","200054807",Métropole d'Aix-Marseille-Provence,"13005",AUBAGNE,Chef-lieu canton,44.7,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5355061.79565943
"2031","2031",623861.72591274,5350061.79565943,628861.72591274,5355061.79565943,"313",,"13",BOUCHES-DU-RHONE,"1354","200054807",Métropole d'Aix-Marseille-Provence,"13085",ROQUEFORT-LA-BEDOULE,Commune simple,5,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5350061.79565943
"2032","2032",623861.72591274,5345061.79565943,628861.72591274,5350061.79565943,"313",LA CIOTAT,"13",BOUCHES-DU-RHONE,"1308","200054807",Métropole d'Aix-Marseille-Provence,"13023",CEYRESTE,Commune simple,4.1,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5345061.79565943
"2033","2033",623861.72591274,5340061.79565943,628861.72591274,5345061.79565943,"313",LA CIOTAT,"13",BOUCHES-DU-RHONE,"1308","200054807",Métropole d'Aix-Marseille-Provence,"13028",LA CIOTAT,Chef-lieu canton,32.1,"13",BOUCHES-DU-RHONE,"313",623861.72591274,5340061.79565943
"2056","2056",628861.72591274,5565061.79565943,633861.72591274,5570061.79565943,"205",ASPRES-SUR-BUECH,"05",HAUTES-ALPES,"0503","200067445",CC Buëch-Dévoluy,"05146",SAINT-JULIEN-EN-BEAUCHENE,Commune simple,0.1,"05",HAUTES-ALPES,"205",628861.72591274,5565061.79565943
"2057","2057",628861.72591274,5560061.79565943,633861.72591274,5565061.79565943,"205",ASPRES-SUR-BUECH,"05",HAUTES-ALPES,"0503","200067445",CC Buëch-Dévoluy,"05080",MONTBRAND,Commune simple,0.1,"05",HAUTES-ALPES,"205",628861.72591274,5560061.79565943
"2058","2058",628861.72591274,5555061.79565943,633861.72591274,5560061.79565943,"205",ASPRES-SUR-BUECH,"05",HAUTES-ALPES,"0503","200067445",CC Buëch-Dévoluy,"05080",MONTBRAND,Commune simple,0.1,"05",HAUTES-ALPES,"205",628861.72591274,5555061.79565943
"2059","2059",628861.72591274,5550061.79565943,633861.72591274,5555061.79565943,"205",ASPRES-SUR-BUECH,"05",HAUTES-ALPES,"0503","200067445",CC Buëch-Dévoluy,"05019",LA BEAUME,Commune simple,0.2,"05",HAUTES-ALPES,"205",628861.72591274,5550061.79565943
"2061","2061",628861.72591274,5540061.79565943,633861.72591274,5545061.79565943,"205",SERRES,"05",HAUTES-ALPES,"0522","200068765",CC du Sisteronais-Buëch,"05102",LA PIARRE,Commune simple,0.1,"05",HAUTES-ALPES,"205",628861.72591274,5540061.79565943
"2062","2062",628861.72591274,5535061.79565943,633861.72591274,5540061.79565943,"205",SERRES,"05",HAUTES-ALPES,"0522","200068765",CC du Sisteronais-Buëch,"05167",SIGOTTIER,Commune simple,0.1,"05",HAUTES-ALPES,"205",628861.72591274,5535061.79565943
"2063","2063",628861.72591274,5530061.79565943,633861.72591274,5535061.79565943,"205",SERRES,"05",HAUTES-ALPES,"0522","200068765",CC du Sisteronais-Buëch,"05081",MONTCLUS,Commune simple,0,"05",HAUTES-ALPES,"205",628861.72591274,5530061.79565943
"2064","2064",628861.72591274,5525061.79565943,633861.72591274,5530061.79565943,"205",ROSANS,"05",HAUTES-ALPES,"0517","200068765",CC du Sisteronais-Buëch,"05033",CHANOUSSE,Commune simple,0,"05",HAUTES-ALPES,"205",628861.72591274,5525061.79565943
"2065","2065",628861.72591274,5520061.79565943,633861.72591274,5525061.79565943,"205",ROSANS,"05",HAUTES-ALPES,"0517","200068765",CC du Sisteronais-Buëch,"05033",CHANOUSSE,Commune simple,0,"05",HAUTES-ALPES,"205",628861.72591274,5520061.79565943
"2066","2066",628861.72591274,5515061.79565943,633861.72591274,5520061.79565943,"205",ORPIERRE,"05",HAUTES-ALPES,"0515","200068765",CC du Sisteronais-Buëch,"05051",ETOILE-SAINT-CYRICE,Commune simple,0,"05",HAUTES-ALPES,"205",628861.72591274,5515061.79565943
"2067","2067",628861.72591274,5510061.79565943,633861.72591274,5515061.79565943,"205",ORPIERRE,"05",HAUTES-ALPES,"0515","200068765",CC du Sisteronais-Buëch,"05135",SAINTE-COLOMBE,Commune simple,0.1,"05",HAUTES-ALPES,"205",628861.72591274,5510061.79565943
"2072","2072",628861.72591274,5485061.79565943,633861.72591274,5490061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04169",LA ROCHEGIRON,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5485061.79565943
"2073","2073",628861.72591274,5480061.79565943,633861.72591274,5485061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04169",LA ROCHEGIRON,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5480061.79565943
"2074","2074",628861.72591274,5475061.79565943,633861.72591274,5480061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04018",BANON,Chef-lieu canton,1.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5475061.79565943
"2075","2075",628861.72591274,5470061.79565943,633861.72591274,5475061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04018",BANON,Chef-lieu canton,1.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5470061.79565943
"2076","2076",628861.72591274,5465061.79565943,633861.72591274,5470061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04018",BANON,Chef-lieu canton,1.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5465061.79565943
"2077","2077",628861.72591274,5460061.79565943,633861.72591274,5465061.79565943,"404",BANON,"04",ALPES-DE-HAUTE-PROVENCE,"0403","200071025",CC Haute-Provence-Pays de Banon,"04162",REVEST-DES-BROUSSES,Commune simple,0.2,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5460061.79565943
"2078","2078",628861.72591274,5455061.79565943,633861.72591274,5460061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200071025",CC Haute-Provence-Pays de Banon,"04227",VACHERES,Commune simple,0.3,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5455061.79565943
"2079","2079",628861.72591274,5450061.79565943,633861.72591274,5455061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200071025",CC Haute-Provence-Pays de Banon,"04160",REILLANNE,Chef-lieu canton,1.5,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5450061.79565943
"2080","2080",628861.72591274,5445061.79565943,633861.72591274,5450061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200071025",CC Haute-Provence-Pays de Banon,"04160",REILLANNE,Chef-lieu canton,1.5,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5445061.79565943
"2081","2081",628861.72591274,5440061.79565943,633861.72591274,5445061.79565943,"404",REILLANNE,"04",ALPES-DE-HAUTE-PROVENCE,"0420","200071025",CC Haute-Provence-Pays de Banon,"04129",MONTJUSTIN,Commune simple,0.1,"04",ALPES-DE-HAUTE-PROVENCE,"404",628861.72591274,5440061.79565943
"2082","2082",628861.72591274,5435061.79565943,633861.72591274,5440061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84009",LA BASTIDE-DES-JOURDANS,Commune simple,1.2,"84",VAUCLUSE,"184",628861.72591274,5435061.79565943
"2083","2083",628861.72591274,5430061.79565943,633861.72591274,5435061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84052",GRAMBOIS,Commune simple,1.2,"84",VAUCLUSE,"184",628861.72591274,5430061.79565943
"2084","2084",628861.72591274,5425061.79565943,633861.72591274,5430061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84014",BEAUMONT-DE-PERTUIS,Commune simple,1,"84",VAUCLUSE,"184",628861.72591274,5425061.79565943
"2085","2085",628861.72591274,5420061.79565943,633861.72591274,5425061.79565943,"184",PERTUIS,"84",VAUCLUSE,"8419","248400285",CC Territoriale Sud-Luberon,"84076",MIRABEAU,Commune simple,1.1,"84",VAUCLUSE,"184",628861.72591274,5420061.79565943
"2086","2086",628861.72591274,5415061.79565943,633861.72591274,5420061.79565943,"113",PEYROLLES-EN-PROVENCE,"13",BOUCHES-DU-RHONE,"1327","200054807",Métropole d'Aix-Marseille-Provence,"13048",JOUQUES,Commune simple,3.9,"13",BOUCHES-DU-RHONE,"113",628861.72591274,5415061.79565943
