customer weight coord_x coord_y id_grid5km fid x_LAMB93 y_LAMB93
510 3.0 3963668.0897807637 2385096.2782011866 509 1857 899938.8484037246 6378869.189206291
511 79.0 3963466.05532227 2381546.224127425 510 1858 900052.2215218195 6375310.031417419
512 17.0 3963263.987395834 2377994.3004948525 511 1859 900165.6585004675 6371748.868834209
513 117.0 3963061.88614891 2374440.507755431 512 1860 900279.1593751751 6368185.700342002
514 19.0 3962859.751729221 2370884.8463645442 513 1861 900392.7241814684 6364620.5248255115
515 41.0 3961241.4999672556 2342372.3395611746 514 1869 901303.5484386246 6336026.733778529
516 31.5 3961039.073684394 2338799.8813650156 515 1870 901417.6902311601 6332443.444752301
517 52.0 3960836.6157207275 2335225.55926002 516 1871 901531.8963116417 6328858.13751446
518 35.0 3960634.1262269276 2331649.373739435 517 1872 901646.1667158151 6325270.810942822
519 30.0 3960431.6053539338 2328071.3252999857 518 1873 901760.5014794468 6321681.463914562
520 30.0 3960229.053252952 2324491.4144418556 519 1874 901874.900638323 6318090.0953062335
521 87.0 3960026.470075459 2320909.6416687123 520 1875 901989.3642282501 6314496.703993751
522 340.0 3959823.855973198 2317326.0074877017 521 1876 902103.8922850547 6310901.288852405
523 254.5 3959621.2110981825 2313740.5124094775 522 1877 902218.4848445833 6307303.848756846
524 10.0 3959418.5356026916 2310153.1569481567 523 1878 902333.1419427029 6303704.382581097
525 2150.5 3959215.8296392756 2306563.941621384 524 1879 902447.8636153004 6300102.889198548
526 430.5 3959013.093360753 2302972.866950287 525 1880 902562.649898283 6296499.367481953
527 8837.0 3958810.3269202085 2299379.9334594957 526 1881 902677.5008275779 6292893.816303437
528 8437.5 3958607.530470998 2295785.141677173 527 1882 902792.4164391329 6289286.234534482
529 3289.0 3958404.704166745 2292188.4921349757 528 1883 902907.3967689156 6285676.621045943
530 114.0 3958201.848161341 2288589.985368092 529 1884 903022.4418529139 6282064.974708038
531 50.0 3957998.962608948 2284989.621915238 530 1885 903137.5517271365 6278451.294390347
532 764.5 3957796.047663994 2281387.402318648 531 1886 903252.7264276113 6274835.578961819
533 1544.0 3957593.103481178 2277783.3271240923 532 1887 903367.9659903875 6271217.82729076
534 3240.5 3957390.1302154665 2274177.396880889 533 1888 903483.2704515341 6267598.038244844
535 1865.5 3957187.128022095 2270569.612141896 534 1889 903598.6398471404 6263976.210691104
536 4854.0 3956984.0970565686 2266959.9734635153 535 1890 903714.0742133162 6260352.343495936
537 1020.0 3956781.0374746593 2263348.4814056903 536 1891 903829.5735861915 6256726.435525098
538 740.5 3956577.94943241 2259735.1365319537 537 1892 903945.1380019167 6253098.485643715
539 3839.0 3956374.83308613 2256119.9394093542 538 1893 904060.7674966626 6249468.492716259
540 17893.0 3956171.6885924004 2252502.8906085496 539 1894 904176.4621066202 6245836.455606579
541 236.0 3955968.516108068 2248883.9907037346 540 1895 904292.221868001 6242202.373177867
542 4408.0 3955765.3157902514 2245263.2402726985 541 1896 904408.0468170373 6238566.2442926895
543 22.0 3967041.3579914104 2381332.6338922707 542 1926 903624.576882502 6375424.841991179
544 84.0 3966841.312123476 2377780.613711731 543 1927 903740.0395182294 6371863.744509792
545 38.0 3966641.233270326 2374226.724445818 544 1928 903855.5671910157 6368300.64115608
546 11.0 3966441.121578206 2370670.9665500405 545 1929 903971.1599370211 6364735.530814774
547 12.0 3965039.43258259 2345728.3786251964 546 1936 904782.1342509526 6339723.468959317
548 105.0 3964839.0634754007 2342157.6885000174 547 1937 904898.2488869308 6336142.262492582
549 294.0 3964638.6628573937 2338585.1339989533 548 1938 905014.4289224878 6332559.038972674
550 13.0 3964438.230877468 2335010.715611896 549 1939 905130.674393988 6328973.797278047
551 156.5 3964237.767684788 2331434.433832218 550 1940 905246.9853378155 6325386.536286539
552 253.5 3964037.2734287847 2327856.2891567703 551 1941 905363.3617903756 6321797.254875344
553 27.0 3963836.748259154 2324276.282085861 552 1942 905479.8037880933 6318205.951921038
554 466.5 3963636.192325858 2320694.4131232845 553 1943 905596.3113674147 6314612.626299555
555 79.5 3963435.6057791235 2317110.682776312 554 1944 905712.8845648058 6311017.276886206
556 779.0 3963234.9887694437 2313525.091555722 555 1945 905829.5234167535 6307419.902555664
557 5.0 3963034.341447578 2309937.6399757587 556 1946 905946.2279597652 6303820.50218197
558 1281.5 3962833.66396455 2306348.328554193 557 1947 906062.9982303686 6300219.074638535
559 1209.5 3962632.956471652 2302757.157812277 558 1948 906179.8342651122 6296615.618798135
560 3351.0 3962432.219120438 2299164.1282747686 559 1949 906296.7361005647 6293010.133532913
561 218.5 3962231.452062733 2295569.240469957 560 1950 906413.7037733156 6289402.617714374
562 2459.0 3962030.6554506226 2291972.4949296247 561 1951 906530.7373199752 6285793.070213394
563 79.0 3961829.8294364624 2288373.8921890883 562 1952 906647.8367771738 6282181.489900211
564 5.0 3961628.9741728716 2284773.4327871893 563 1953 906765.002181563 6278567.875644423
565 445.5 3961428.089812737 2281171.1172662904 564 1954 906882.2335698144 6274952.226315003
566 322.5 3961227.1765092094 2277566.9461722868 565 1955 906999.5309786204 6271334.540780278
567 1669.5 3961026.234415708 2273960.920054627 566 1956 907116.8944446945 6267714.817907941
568 9051.5 3960825.2636859166 2270353.039466294 567 1957 907234.3240047705 6264093.0565650435
569 3497.0 3960624.2644737847 2266743.3049638174 568 1958 907351.8196956029 6260469.255618007
570 8331.0 3960423.236933529 2263131.717107269 569 1959 907469.3815539668 6256843.413932608
571 1342.0 3960222.181219632 2259518.2764603095 570 1960 907587.0096166581 6253215.5303739915
572 3014.5 3960021.097486841 2255902.9835901163 571 1961 907704.7039204936 6249585.603806653
573 36197.5 3959819.985890172 2252285.8390674726 572 1962 907822.4645023106 6245953.633094457
574 9745.5 3959618.8465849045 2248666.843466704 573 1963 907940.2913989675 6242319.6171006225
575 2640.0 3959417.6797265857 2245045.997365726 574 1964 908058.1846473429 6238683.554687734
576 66.0 3971210.6798954 2391766.3200793974 575 1991 906844.7982924528 6386212.754403517
577 1.0 3970616.8059304073 2381121.191700966 576 1994 907196.8663582151 6375541.684588516
578 183.0 3970418.7821608363 2377569.0759449042 577 1995 907314.3546136628 6371980.653361186
579 20.0 3970220.725741273 2374015.0911247307 578 1996 907431.9090471474 6368417.61629885
580 86.0 3970022.636816486 2370459.2376960767 579 1997 907549.5296954637 6364852.572286261
581 1.0 3969031.7096995274 2352651.9576122686 580 2002 908138.6274487937 6346997.208892159
582 141.0 3968833.42879827 2349084.9022927554 581 2003 908256.6461599525 6343420.099722869
583 8.0 3968635.116412529 2345515.981650163 582 2004 908374.7313440869 6339840.975779076
584 10.0 3968436.772689175 2341945.196167604 583 2005 908492.883038157 6336259.835940524
585 40.0 3968238.3977753413 2338372.546331651 584 2006 908611.1012791442 6332676.679086327
586 159.5 3968039.9918184243 2334798.032632321 585 2007 908729.3861040506 6329091.504094958
587 119.5 3967841.554966083 2331221.6555631105 586 2008 908847.7375498986 6325504.309844279
588 46.5 3967643.087366239 2327643.415620993 587 2009 908966.155653732 6321915.095211501
589 80.0 3967444.5891670776 2324063.313306403 588 2010 909084.6404526152 6318323.859073224
590 85.0 3967246.060517046 2320481.349123257 589 2011 909203.1919836336 6314730.6003054
591 68.5 3967047.5015648548 2316897.523578952 590 2012 909321.8102838927 6311135.317783363
592 260.5 3966848.9124594787 2313311.8371843905 591 2013 909440.4953905197 6307538.010381807
593 337.0 3966650.2933501536 2309724.290453941 592 2014 909559.2473406625 6303938.676974792
594 1110.5 3966451.6443863804 2306134.8839055 593 2015 909678.0661714897 6300337.316435753
595 293.5 3966252.965717922 2302543.6180604445 594 2016 909796.9519201905 6296733.927637486
596 91.0 3966054.257494804 2298950.4934436576 595 2017 909915.9046239756 6293128.509452153
597 6.0 3965855.5198673164 2295355.510583553 596 2018 910034.9243200765 6289521.060751282
598 3659.5 3965656.752986012 2291758.6700120396 597 2019 910154.0110457453 6285911.580405769
599 193.5 3965457.957001706 2288159.972264558 598 2020 910273.1648382554 6282300.067285873
600 6.0 3965259.1320654787 2284559.417880076 599 2021 910392.3857349011 6278686.520261214
601 505.0 3965060.278328671 2280957.007401082 600 2022 910511.6737729973 6275070.938200786
602 32.0 3964861.3959428906 2277352.7413735986 601 2023 910631.0289898806 6271453.319972936
603 5205.0 3964662.485060005 2273746.6203471976 602 2024 910750.451422908 6267833.664445376
604 1621.5 3964463.5458321474 2270138.64487499 603 2025 910869.941109458 6264211.970485185
605 2657.5 3964264.5784117137 2266528.8155136313 604 2026 910989.4980869298 6260588.236958801
606 7234.0 3964065.5829513622 2262917.13282332 605 2027 911109.122392744 6256962.462732022
607 6986.0 3963866.559604017 2259303.5973678427 606 2028 911228.8140643415 6253334.646670014
608 5862.0 3963667.508522863 2255688.2097145026 607 2029 911348.5731391854 6249704.787637292
609 4968.5 3963468.4298613505 2252070.9704342117 608 2030 911468.3996547592 6246072.884497747
610 3013.5 3963269.3237731913 2248451.880101421 609 2031 911588.2936485677 6242438.936114614
611 2696.5 3963070.1904123626 2244830.939294175 610 2032 911708.2551581367 6238802.941350501
612 37549.5 3962871.0299331043 2241208.1485940875 611 2033 911828.2842210133 6235164.8990673665
613 2.0 3975367.720857034 2402185.8847565185 612 2056 910053.4173756501 6396984.282733931
614 4.0 3975171.9161088155 2398644.8980356106 613 2057 910172.5280836843 6393435.330310401
615 24.0 3974976.0781914704 2395102.0396086783 614 2058 910291.7058865759 6389884.378768058
616 86.0 3974780.207246734 2391557.309911046 615 2059 910410.9508216287 6386331.426995424
617 75.5 3974388.3668433293 2384462.238462005 616 2061 910649.6422375375 6379219.518310246
618 10.0 3974192.397669431 2380911.897598234 617 2062 910769.0887931054 6375660.559171628
619 32.0 3973996.3960376806 2377359.6872390686 618 2063 910888.6026302588 6372099.595350566
620 7.0 3973800.362091112 2373805.6078368407 619 2064 911008.1837864055 6368536.625732466
621 32.5 3973604.2959730187 2370249.6598473 620 2065 911127.8322989754 6364971.649202101
622 46.0 3973408.1978269536 2366691.843729626 621 2066 911247.5482054187 6361404.664643621
623 67.5 3973212.0677967295 2363132.159946399 622 2067 911367.3315432067 6357835.670940557
624 14.0 3972034.626134323 2341734.8626083815 623 2073 912087.44972922 6336379.454084315
625 103.5 3971838.2769635823 2338162.1184075335 624 2074 912207.7061373865 6332796.365055198
626 648.5 3971641.897068544 2334587.5103656948 625 2075 912328.0302774266 6329211.25792711
627 44.5 3971445.4865953606 2331011.038976486 626 2076 912448.4221870012 6325624.131577934
628 188.5 3971249.0456904466 2327432.7047370034 627 2077 912568.8819037926 6322034.984884905
629 171.0 3971052.574500475 2323852.5081478036 628 2078 912689.4094655043 6318443.816724639
630 19.0 3970856.0731723793 2320270.4497129275 629 2079 912810.0049098608 6314850.625973114
631 1443.5 3970659.541853353 2316686.5299398936 630 2080 912930.6682746077 6311255.411505682
632 34.0 3970462.9806908513 2313100.749339729 631 2081 913051.3995975123 6307658.17219706
633 100.5 3970266.389832589 2309513.1084269257 632 2082 913172.1989163627 6304058.90692133
634 596.0 3970069.7694265405 2305923.6077195015 633 2083 913293.0662689682 6300457.6145519465
635 24.0 3969873.1196209425 2302332.24773896 634 2084 913414.0016931597 6296854.293961726
636 1127.5 3969676.4405642906 2298739.0290103056 635 2085 913535.005226789 6293248.944022856
637 35.5 3969479.732405341 2295143.9520620788 636 2086 913656.0769077296 6289641.563606882
638 2240.5 3969282.995293112 2291547.0174263096 637 2087 913777.2167738759 6286032.151584723
639 619.0 3969086.22937688 2287948.225638566 638 2088 913898.4248631438 6282420.706826659
640 9.0 3968889.434806184 2284347.577237938 639 2089 914019.7012134708 6278807.228202332
641 60.0 3968692.6117308224 2280745.072767038 640 2090 914141.0458628151 6275191.714580758
642 1151.5 3968495.7603008547 2277140.7127720146 641 2091 914262.4588491567 6271574.164830301
643 671.5 3968298.880666601 2273534.497802563 642 2092 914383.9402104971 6267954.577818701
644 3113.0 3968101.9729786427 2269926.4284119206 643 2093 914505.4899848589 6264332.952413053
645 171.5 3967905.037387821 2266316.505156867 644 2094 914627.1082102862 6260709.287479819
646 7425.5 3967708.074045237 2262704.7285977253 645 2095 914748.7949248448 6257083.581884819
647 1989.0 3967511.083102255 2259091.0992984083 646 2096 914870.5501666211 6253455.834493239
648 22.0 3967314.064710498 2255475.617826345 647 2097 914992.3739737241 6249826.044169619
649 218.5 3967117.01902185 2251858.2847525706 648 2098 915114.2663842833 6246194.209777865
650 177.5 3966919.9461884564 2248239.1006516647 649 2099 915236.2274364505 6242560.330181237
651 4543.0 3966722.846362723 2244618.0661017946 650 2100 915358.2571683982 6238924.404242367
652 12.0 3978931.328985041 2401979.301001653 651 2124 913613.4422798278 6397104.778723376
653 108.0 3978737.5443720785 2398438.220527553 652 2125 913734.5716985893 6393555.894627049
654 42.0 3978543.726933919 2394895.2683675447 653 2126 913855.7693493444 6390005.011450398
655 40.0 3978349.876810837 2391350.4449570714 654 2127 913977.0352700292 6386452.128081966
656 165.0 3978155.9941433663 2387803.750734992 655 2128 914098.3694986012 6382897.243409671
657 93.0 3977962.0790722943 2384255.1861435305 656 2129 914219.7720730385 6379340.356320809
658 40.0 3977768.1317386683 2380704.7516283398 657 2130 914341.243031341 6375781.465702051
659 1093.5 3977574.1522837905 2377152.447638468 658 2131 914462.7824115298 6372220.570439446
660 42.0 3977380.1408492215 2373598.2746263654 659 2132 914584.3902516472 6368657.669418419
661 153.5 3977186.097576777 2370042.233047903 660 2133 914706.0665897569 6365092.761523766
662 227.0 3976992.022608532 2366484.3233623807 661 2134 914827.8114639443 6361525.845639658
663 11.0 3976797.916086817 2362924.5460324977 662 2135 914949.6249123153 6357956.920649649
664 41.0 3976603.7781542204 2359362.901524405 663 2136 915071.506972998 6354385.985436654
665 37.0 3976409.6089535877 2355799.3903076774 664 2137 915193.4576841417 6350813.03888297
666 67.5 3976215.4086280214 2352234.012855329 665 2138 915315.4770839168 6347238.079870261
667 88.0 3976021.1773208813 2348666.7696438124 666 2139 915437.5652105152 6343661.107279572
668 190.5 3975632.6223366056 2341526.6878663464 667 2141 915681.947797058 6336501.11688525
669 102.0 3975438.2989474772 2337953.8502705693 668 2142 915804.2423334935 6332918.09684056
670 127.0 3975243.9451527884 2334379.148855962 669 2143 915926.6057497351 6329333.058735755
671 19.0 3975049.561097185 2330802.5841162647 670 2144 916049.0380840822 6325746.001448737
672 24.0 3974855.1469255737 2327224.156548695 671 2145 916171.5393748556 6322156.923856763
673 122.5 3974660.702783115 2323643.8666539327 672 2146 916294.1096603977 6318565.824836471
674 829.0 3974466.228815229 2320061.7149361395 673 2147 916416.7489790726 6314972.70326386
675 383.0 3974271.725167593 2316477.701902956 674 2148 916539.4573692654 6311377.558014305
676 160.0 3974077.1919861417 2312891.828065531 675 2149 916662.2348693834 6307780.387962543
677 99.5 3973882.629417067 2309304.0939384783 676 2150 916785.0815178554 6304181.191982679
678 47.5 3973688.0376068205 2305714.5000399402 677 2151 916907.9973531314 6300579.968948189
679 882.5 3973493.41670211 2302123.0468915403 678 2152 917030.9824136834 6296976.717731911
680 43.0 3973298.7668499006 2298529.735018407 679 2153 917154.036738005 6293371.437206053
681 728.5 3973104.0881974166 2294934.5649492014 680 2154 917277.1603646112 6289764.126242184
682 12.0 3972909.380892139 2291337.5372160794 681 2155 917400.3533320389 6286154.783711244
683 142.0 3972714.645081808 2287738.652354729 682 2156 917523.6156788465 6282543.408483535
684 4.0 3972325.0885382304 2280535.3134077224 683 2158 917770.3486649443 6275314.555415836
685 322.0 3972130.2681017523 2276930.860411073 684 2159 917893.8193814598 6271697.075313274
686 229.5 3971935.4197537564 2273324.552464236 685 2160 918017.3596318065 6268077.557988791
687 8821.5 3971740.543643273 2269716.390120572 686 2161 918140.9694546515 6264456.002309503
688 519.0 3971545.6399195874 2266106.3739369847 687 2162 918264.6488886834 6260832.407141896
689 7017.5 3971350.7087322455 2262494.504473921 688 2163 918388.3979726131 6257206.7713518115
690 77.0 3971155.7502310504 2258880.782295416 689 2164 918512.2167451731 6253579.093804458
691 757.0 3970960.7645660625 2255265.207969025 690 2165 918636.1052451177 6249949.3733643945
692 4795.5 3970765.7518876013 2251647.7820659066 691 2166 918760.0635112228 6246317.608895554
693 200.0 3970570.712346244 2248028.5051607643 692 2167 918884.0915822868 6242683.799261215
694 518.5 3970375.6460928256 2244407.3778318902 693 2168 919008.1894971291 6239047.943324028
695 11486.0 3970180.5532784397 2240784.400661152 694 2169 919132.3572945917 6235410.039945997
696 1215.0 3969985.4340544376 2237159.5742339958 695 2170 919256.5950135381 6231770.087988482
697 7.0 3982303.313301809 2398233.68633111 696 2193 917296.546157325 6393678.485100775
698 225.5 3982111.5163817187 2394690.6414114516 697 2194 917419.763616729 6390127.671438744
699 17.0 3981919.687119128 2391145.7252613553 698 2195 917543.050483809 6386574.857624089
700 738.5 3981727.825653107 2387598.9383197958 699 2196 917666.406797155 6383020.04254475
701 343.0 3981535.932122978 2384050.2810291187 700 2197 917789.8325953784 6379463.225088044
702 229.0 3981344.006668319 2380499.753835093 701 2198 917913.3279171123 6375904.404140665
703 127.0 3981152.0494289617 2376947.3571868874 702 2199 918036.8928010112 6372343.578588682
704 216.5 3980960.0605449914 2373393.091537067 703 2200 918160.5272857517 6368780.747317545
705 288.0 3980768.0401567486 2369836.9573416254 704 2201 918284.2314100316 6365215.9092120705
706 115.5 3980575.988404829 2366278.955059978 705 2202 918408.005212571 6361649.063156449
707 4.0 3980383.90543008 2362719.085154945 706 2203 918531.848732111 6358080.208034258
708 185.0 3980191.7913736054 2359157.348092796 707 2204 918655.7620074152 6354509.342728436
709 10.0 3979807.4705811683 2352028.274379366 708 2206 918903.7979804771 6347361.577094537
710 150.0 3979615.264128685 2348460.938677791 709 2207 919027.9207558702 6343784.674529212
711 1.0 3979038.4622524027 2337747.7419642773 710 2210 919400.7087037668 6333041.874403028
712 203.0 3978846.134596135 2334172.9481466156 711 2211 919525.1113566181 6329456.906481484
713 204.5 3978653.7769961357 2330596.291025914 712 2212 919649.5840761232 6325869.919417256
714 128.5 3978461.3895958015 2327017.771099513 713 2213 919774.126901242 6322280.912087621
715 1573.5 3978268.9725387827 2323437.3888682094 714 2214 919898.7398709555 6318689.883369243
716 184.5 3978076.525968984 2319855.144836287 715 2215 920023.4230242672 6315096.832138141
717 99.5 3977884.050030566 2316271.039511507 716 2216 920148.1764002022 6311501.757269711
718 2620.5 3977691.5448679444 2312685.07340514 717 2217 920273.0000378077 6307904.657638714
719 3530.5 3977499.010625789 2309097.24703192 718 2218 920397.893976153 6304305.532119275
720 3732.5 3977306.4474490257 2305507.5609101094 719 2219 920522.8582543288 6300704.379584894
721 106.0 3977113.8554828344 2301916.0155614545 720 2220 920647.8929114483 6297101.198908429
722 69.0 3976921.234872651 2298322.6115112025 721 2221 920772.9979866464 6293495.988962111
723 68.5 3976728.585764166 2294727.3492881386 722 2222 920898.1735190803 6289888.748617533
724 6.0 3976535.908303325 2291130.2294245386 723 2223 921023.4195479288 6286279.476745654
725 3285.0 3976343.202636329 2287531.2524562133 724 2224 921148.7361123933 6282668.1722168
726 30.0 3976150.4689096343 2283930.4189224974 725 2225 921274.1232516968 6279054.833900657
727 7.0 3975957.7072699526 2280327.729366251 726 2226 921399.5810050846 6275439.460666281
728 4414.0 3975764.9178642496 2276723.1843338646 727 2227 921525.1094118237 6271822.051382085
729 1054.5 3975572.100839748 2273116.7843752815 728 2228 921650.7085112038 6268202.604915853
730 69.5 3975379.2563439244 2269508.5300439848 729 2229 921776.3783425365 6264581.12013472
731 19.5 3974993.485529497 2262286.460494893 730 2231 922027.9303584158 6257332.031093139
732 309.5 3974800.559507124 2258672.6464018277 731 2232 922153.8126216964 6253704.424563786
733 939.5 3974607.6066058907 2255056.980185478 732 2233 922279.7657743971 6250074.775181718
734 164.0 3974414.6269745515 2251439.46241713 733 2234 922405.78985594 6246443.081810885
735 1143.0 3974221.6207621144 2247820.093671604 734 2235 922531.8849057702 6242809.343314595
736 1449.5 3974028.588117845 2244198.87452732 735 2236 922658.0509633541 6239173.558555515
737 2714.0 3973835.5291912626 2240575.8055662666 736 2237 922784.2880681806 6235535.726395673
738 10366.5 3973642.4441321427 2236950.887374014 737 2238 922910.5962597614 6231895.845696451
739 19.0 3985489.6367030377 2390943.1508673215 738 2263 921108.9953091441 6386699.6155820815
740 736.5 3985299.79647685 2387396.272179268 739 2264 921234.3736673511 6383144.871245896
741 101.0 3985109.9245260004 2383847.523162148 740 2265 921359.8226494248 6379588.124572195
742 46.5 3984920.020988598 2380296.904261849 741 2266 921485.3422946316 6376029.37444769
743 182.5 3984730.086003003 2376744.4159276546 742 2267 921610.93264226 6372468.619758476
744 15.0 3984540.119707828 2373190.058612251 743 2268 921736.5937316201 6368905.85939002
745 352.5 3984350.1222419357 2369633.832771746 744 2269 921862.3256020444 6365341.092227165
746 95.0 3984160.093744442 2366075.7388656745 745 2270 921988.1282928875 6361774.317154124
747 2.0 3983970.0343547133 2362515.777356974 746 2271 922114.0018435257 6358205.533054494
748 121.0 3983779.944212368 2358953.948712031 747 2272 922239.9462933576 6354634.738811238
749 11.0 3983399.6722295647 2351824.691896108 748 2274 922492.0480483081 6347487.11542257
750 85.0 3983209.4906696025 2348257.2646750696 749 2275 922618.2054323344 6343910.284039954
751 1.0 3983019.2789180186 2344687.9722176855 750 2276 922744.4338733703 6340331.438039296
752 171.5 3982638.7654037485 2337543.793531721 751 2278 922997.1040845299 6333167.69770255
753 987.5 3982448.4639235754 2333968.908280694 752 2279 923123.5459337388 6329582.801124223
754 133.0 3982258.1328168055 2330392.159748449 753 2280 923250.0589981275 6325995.885443392
755 2571.0 3982067.772225326 2326813.5484324447 754 2281 923376.6433172943 6322406.949537361
756 1239.5 3981877.3822912755 2323233.0748335975 755 2282 923503.2989308594 6318815.992282813
757 1596.0 3981686.963157045 2319650.7394563104 756 2283 923630.0258784655 6315223.012555791
758 11.5 3981496.514965278 2316066.5428084643 757 2284 923756.8241997774 6311628.009231714
759 17438.5 3981306.0378588703 2312480.485401449 758 2285 923883.6939344824 6308030.981185361
760 2159.5 3981115.5319809695 2308892.5677501163 759 2286 924010.6351222901 6304431.927290884
761 370.0 3980924.997474976 2305302.7903728513 760 2287 924137.647802932 6300830.846421802
762 1652.5 3980734.434484543 2301711.1537915175 761 2288 924264.7320161626 6297227.737451
763 522.0 3980543.8431535745 2298117.658531485 762 2289 924391.8878017581 6293622.599250729
764 1.0 3980353.223626229 2294522.305121657 763 2290 924519.1151995178 6290015.430692603
765 296.5 3980162.576046916 2290925.09409443 764 2291 924646.4142492625 6286406.230647606
766 706.5 3979971.9005602985 2287326.025985736 765 2292 924773.7849908363 6282794.997986084
767 10.0 3979781.197311291 2283725.101335028 766 2293 924901.227464105 6279181.731577746
768 12.0 3979590.4664450614 2280122.3206852893 767 2294 925028.7417089572 6275566.430291673
769 14.0 3979399.7081070286 2276517.6845830306 768 2295 925156.3277653039 6271949.092996298
770 879.5 3979208.9224428665 2272911.1935783154 769 2296 925283.9856730786 6268329.718559428
771 598.5 3979018.1095984997 2269302.8482247465 770 2297 925411.7154722371 6264708.305848221
772 4.5 3978827.2697201064 2265692.6490794714 771 2298 925539.5172027579 6261084.853729207
773 3204.5 3978636.402954116 2262080.596703182 772 2299 925667.3909046418 6257459.361068274
774 1294.0 3978445.5094472133 2258466.6916601565 773 2300 925795.3366179124 6253831.826730674
775 18.0 3978254.589346332 2254850.934518195 774 2301 925923.3543826155 6250202.249581011
776 6.0 3978063.642798662 2251233.3258487005 775 2302 926051.44423882 6246570.628483264
777 46.0 3977872.669951644 2247613.8662266214 776 2303 926179.6062266169 6242936.962300754
778 1748.5 3977681.670952971 2243992.5562304948 777 2304 926307.8403861197 6239301.24989618
779 8697.5 3977490.6459505903 2240369.3964424324 778 2305 926436.1467574649 6235663.490131588
780 2801.0 3977299.5950927003 2236744.387448128 779 2306 926564.5253808114 6232023.681868383
781 11162.0 3977108.5185277537 2233117.529836876 780 2307 926692.976296341 6228381.823967334
782 1.0 3989810.683310817 2404911.887771211 781 2327 924165.9839733581 6401025.090960185
783 60.0 3989622.9912649095 2401372.4039384737 782 2328 924293.0976830736 6397478.416585269
784 1.0 3989435.267289668 2397831.048046501 783 2329 924420.2829962476 6393929.744360146
785 22.0 3989247.511520738 2394287.820527724 784 2330 924547.5399526904 6390379.073174045
786 845.5 3989059.7240940123 2390742.7218179386 785 2331 924674.8685922344 6386826.401915577
787 1664.5 3988871.9051456344 2387195.752356351 786 2332 924802.2689547347 6383271.729472724
788 199.0 3988684.0548119945 2383646.912585538 787 2333 924929.7410800683 6379715.054732851
789 21.0 3988308.26053574 2376543.6239036447 788 2335 925184.9007788565 6372595.693908366
790 62.0 3987932.3423613543 2369432.8593810927 789 2337 925440.348008064 6365468.310528548
791 2872.0 3987744.3371559847 2365874.6748222737 790 2338 925568.1795465059 6361901.607592156
792 814.0 3987556.3013889277 2362314.622681363 791 2339 925696.0830875144 6358332.895669807
793 598.5 3987368.235198317 2358752.7034248644 792 2340 925824.0586711236 6354762.173644485
794 123.0 3987180.1387225357 2355188.917522708 793 2341 925952.1063373899 6351189.440398552
795 33.0 3986992.012100216 2351623.2654482615 794 2342 926080.2261263924 6347614.69481374
796 425.0 3986803.855470239 2348055.7476783316 795 2343 926208.4180782323 6344037.935771158
797 523.0 3986239.206926921 2337342.005015511 796 2346 926593.4273121296 6333295.566698415
798 149.0 3986050.9316601176 2333767.029300784 797 2347 926721.9083167845 6329710.742623237
799 386.5 3985862.6270838035 2330190.190326432 798 2348 926850.4616851222 6326123.899486392
800 547.0 3985674.2933383584 2326611.48859003 799 2349 926979.0874573793 6322535.036165204
801 318.5 3985485.930564408 2323030.924592613 800 2350 927107.7856738152 6318944.15153638
802 636.5 3985297.5389028303 2319448.4988387004 801 2351 927236.5563747118 6315351.244475985
803 2835.5 3985109.1184947505 2315864.211836292 802 2352 927365.3996003736 6311756.313859461
804 227.0 3984920.6694815448 2312278.0640968964 803 2353 927494.315391128 6308159.358561613
805 202.5 3984732.192004839 2308690.056135484 804 2354 927623.3037873248 6304560.37745661
806 23.5 3984543.686206508 2305100.188470557 805 2355 927752.3648293365 6300959.369417999
807 1787.5 3984355.1522286767 2301508.461624098 806 2356 927881.4985575587 6297356.333318685
808 210.0 3984166.5902137198 2297914.8761215974 807 2357 928010.7050124091 6293751.268030942
809 1225.5 3983978.000304261 2294319.432492074 808 2358 928139.9842343286 6290144.172426406
810 112.0 3983789.3826431762 2290722.131268046 809 2359 928269.3362637806 6286535.045376087
811 22.0 3983600.737373587 2287122.9729855633 810 2360 928398.7611412514 6282923.8857503515
812 323.5 3983412.064638869 2283521.9581842003 811 2361 928528.25890725 6279310.692418931
813 5.5 3983034.637348787 2276314.3612007634 812 2363 928787.4732669805 6272078.200114807
814 878.0 3982845.8830814203 2272707.7801155043 813 2364 928917.1899418444 6268458.898878386
815 3068.5 3982657.101924917 2269099.3447050015 814 2365 929046.9796675005 6264837.559408854
816 1243.5 3982468.294023901 2265489.055526523 815 2366 929176.8424845716 6261214.180572761
817 1421.0 3982279.4595232443 2261876.9131408795 816 2367 929306.7784337039 6257588.761236016
818 5.0 3981901.711303753 2254647.071009215 817 2369 929566.8698908505 6250331.796521032
819 526.0 3981712.7978759133 2251029.372402638 818 2370 929697.0254802713 6246700.248871418
820 240.0 3981523.8584304247 2247409.822867807 819 2371 929827.2543645668 6243066.656178405
821 281.5 3981334.893113411 2243788.4229833796 820 2372 929957.556584497 6239431.017304709
822 2238.5 3981145.9020712445 2240165.17333159 821 2373 930087.9321808459 6235793.331112404
823 4654.5 3980956.8854505476 2236540.074498249 822 2374 930218.38119442 6232153.596462915
824 13785.5 3980767.843398194 2232913.127072778 823 2375 930348.903666049 6228511.812217036
