customer weight coord_x coord_y id_grid2km fid x_LAMB93 y_LAMB93 x_WGS84 y_WGS84
841 63.0 3987389.812989652 2361452.908289541 1879 6735 925606.8 6357458 5.827313489624295 44.27978722676844
842 73.0 3989385.871593135 2361269.947076657 1880 6736 927606.8 6357458 5.852355867859709 44.27913991818848
843 349.5 3991381.939073246 2361087.023918976 1881 6737 929606.8 6357458 5.87739767208122 44.27848690424605
844 127.0 3993378.015372438 2360904.138814974 1882 6738 931606.8 6357458 5.902438897271583 44.277828185143775
845 119.5 3995374.100433153 2360721.291763087 1883 6739 933606.8 6357458 5.92747953841425 44.27716376108602
846 60.0 3997370.194197823 2360538.4827616727 1884 6740 935606.8 6357458 5.952519590493375 44.276493632278914
847 2.0 3999366.2966088657 2360355.7118090605 1885 6741 937606.8 6357458 5.977559048493825 44.275817798930355
848 44.0 4001362.407608689 2360172.978903494 1886 6742 939606.8 6357458 6.002597907401179 44.27513626125
849 16.0 4005354.6551442514 2359807.62722628 1888 6744 943606.8 6357458 6.052673807882546 44.27375607374131
850 5.0 4007350.791564746 2359625.0084508606 1889 6745 945606.8 6357458 6.0777108394313535 44.27305742434115
851 4.0 4013339.250745386 2359077.3803536003 1892 6748 951606.8 6357458 6.152818199174589 44.27092725616309
852 7.0 4021323.9773111744 2358347.742012336 1896 6752 959606.8 6357458 6.25295244370626 44.26800719358286
853 3.0 4023320.1789831305 2358165.4274933003 1897 6753 961606.8 6357458 6.277984381848674 44.267262922594355
854 47.0 4027312.605959548 2357800.9125180314 1899 6755 965606.8 6357458 6.32804627550463 44.265757275814664
855 4.0 4029308.831148503 2357618.7120568 1900 6756 967606.8 6357458 6.353076221009834 44.26499590049037
856 61.0 4031305.06406093 2357436.5496097463 1901 6757 969606.8 6357458 6.378105492295637 44.26422882419064
857 2.0 4033301.3046390447 2357254.4251742186 1902 6758 971606.8 6357458 6.403134084359887 44.26345604715332
858 4.0 4037293.8085611374 2356890.29032691 1904 6760 975606.8 6357458 6.453189210819214 44.26189339182608
859 36.0 4047275.1984685934 2355980.6182147176 1909 6765 985606.8 6357458 6.5783147905985775 44.25788700758801
860 3.0 4051267.805257412 2355617.0153097245 1911 6767 989606.8 6357458 6.628360023022578 44.25624456074117
861 2.0 4053264.119311505 2355435.270831872 1912 6768 991606.8 6357458 6.65338154793574 44.25541478979645
862 311.0 4073227.6368961073 2353619.914320331 1922 6778 1011606.8 6357458 6.903555593243604 44.24680373336816
863 281.0 4075224.025083025 2353438.5874174205 1923 6779 1013606.8 6357458 6.928568767658492 44.24591129889785
864 148.5 3895404.933555208 2367921.378431339 1926 6828 833606.8 6355458 4.674298975332917 44.28539421900981
865 70.5 3897400.519759832 2367736.675358523 1927 6829 835606.8 6355458 4.699354374606891 44.285009670988636
866 452.0 3899396.117468907 2367552.010308378 1928 6830 837606.8 6355458 4.724409431636511 44.2846194120576
867 6301.5 3901391.726625301 2367367.383282003 1929 6831 839606.8 6355458 4.7494641413837355 44.28422344233788
868 77.0 3903387.347171872 2367182.794280435 1930 6832 841606.8 6355458 4.774518498810943 44.28382176195239
869 32.0 3905382.9790514726 2366998.243304666 1931 6833 843606.8 6355458 4.799572498880937 44.283414371025884
870 49.0 3919352.7147309794 2365707.4512675 1932 6840 857606.8 6355458 4.97494007033655 44.28040275023826
871 164.0 3921348.4352163137 2365523.204526788 1933 6841 859606.8 6355458 4.999991030262816 44.27994967968531
872 364.0 3923344.166519912 2365338.9958182005 1934 6842 861606.8 6355458 5.025041587517245 44.279490899793345
873 74.0 3925339.90858453 2365154.825142142 1935 6843 863606.8 6355458 5.05009173706723 44.279026410704795
874 42.0 3927335.661352914 2364970.69249898 1936 6844 865606.8 6355458 5.075141473880652 44.27855621256382
875 173.5 3929331.4247678025 2364786.59788902 1937 6845 867606.8 6355458 5.100190792925895 44.278080305516355
876 230.0 3931327.1987719215 2364602.541312518 1938 6846 869606.8 6355458 5.125239689171844 44.27759868971014
877 60.0 3979228.802553504 2360196.593162321 1940 6870 917606.8 6355458 5.726273287830603 44.26432769782407
878 5.0 3981224.8226450062 2360013.4873370584 1941 6871 919606.8 6355458 5.7513099805803405 44.26370341622748
879 362.0 3985216.890060049 2359647.389745346 1943 6873 923606.8 6355458 5.801381700829998 44.262437740336395
880 85.0 3987212.937268464 2359464.3979762862 1944 6874 925606.8 6355458 5.826416718300146 44.2617963464345
881 407.5 3989208.993400709 2359281.444223252 1945 6875 927606.8 6355458 5.851451167315121 44.26114924882634
882 42.0 3991205.058399191 2359098.528484796 1946 6876 929606.8 6355458 5.876485042861737 44.260496447712676
883 130.0 3993201.1322063087 2358915.65075941 1947 6877 931606.8 6355458 5.9015183399275 44.25983794329593
884 41.0 3995197.21476445 2358732.811045544 1948 6878 933606.8 6355458 5.926551053500611 44.25917373578036
885 132.0 3997193.306015991 2358550.009341568 1949 6879 935606.8 6355458 5.951583178569975 44.25850382537195
886 20.0 3999189.405903295 2358367.245645819 1950 6880 937606.8 6355458 5.976614710125206 44.25782821227846
887 6.0 4001185.514368713 2358184.519956558 1951 6881 939606.8 6355458 6.001645643156632 44.25714689670942
888 4.0 4003181.631354588 2358001.83227201 1952 6882 941606.8 6355458 6.026675972655304 44.25645987887611
889 2.0 4007173.89065701 2357636.5709096016 1954 6884 945606.8 6355458 6.076734801022214 44.25506873727056
890 4.0 4009170.032858181 2357453.997227889 1955 6885 947606.8 6355458 6.10176328987621 44.25436461392972
891 2.0 4019150.867055031 2356541.698732139 1960 6890 957606.8 6355458 6.226896280633929 44.25075848063077
892 80.0 4021147.0581284063 2356359.3530002967 1961 6891 959606.8 6355458 6.251920953056885 44.25002015221732
893 2.0 4027135.678776649 2355812.543697597 1964 6894 965606.8 6355458 6.326991028836165 44.247770967573864
894 2.0 4037116.867815218 2354901.95435156 1969 6899 975606.8 6355458 6.4520943835611 44.24390834254132
895 156.0 4049094.5408818414 2353810.499877804 1975 6905 987606.8 6355458 6.602195466753884 44.239085156045924
896 224.5 4051090.8450298416 2353628.72362424 1976 6906 989606.8 6355458 6.627209810759771 44.2382613518325
897 3.0 4059076.131792553 2352901.9979952164 1980 6910 997606.8 6355458 6.7272598518580855 44.234909173456124
898 13.0 4061072.4707359183 2352720.411417615 1981 6911 999606.8 6355458 6.752270503467391 44.2340568897796
899 417.5 4075047.030069024 2351450.367073381 1988 6918 1013606.8 6355458 6.927323689487928 44.22793145604075
900 64.0 4077043.421666683 2351269.083794032 1989 6919 1015606.8 6355458 6.95232817411375 44.22703361904454
901 465.0 3893232.619062088 2366117.254821983 1995 6966 831606.8 6353458 4.648720000655703 44.26777451279066
902 177.5 3895228.1915205214 2365932.523125875 1996 6967 833606.8 6353458 4.673767792691325 44.26739579932317
903 399.5 3897223.775532756 2365747.8294102103 1997 6968 835606.8 6353458 4.69881524784179 44.26701137668767
904 578.0 3899219.37104161 2365563.1736761536 1998 6969 837606.8 6353458 4.723862361073434 44.2666212450035
905 2979.0 3901214.9779898985 2365378.5559248133 1999 6970 839606.8 6353458 4.748909127352998 44.266225404391754
906 442.0 3903210.596320426 2365193.976157247 2000 6971 841606.8 6353458 4.773955541647648 44.26582385497527
907 73.0 3905206.2259759856 2365009.4343744414 2001 6972 843606.8 6353458 4.7990015989249715 44.26541659687867
908 40.5 3913188.856704132 2364271.64710882 2002 6976 851606.8 6353458 4.899182157227967 44.26373048024561
909 277.5 3917180.238530392 2363902.981406332 2003 6978 855606.8 6353458 4.9492701634650365 44.262853173218744
910 10.0 3919175.945858662 2363718.705540013 2004 6979 857606.8 6353458 4.974313580750493 44.262405957999505
911 32.0 3921171.6640539896 2363534.467664384 2005 6980 859606.8 6353458 4.999356600775348 44.26195303516085
912 204.5 3923167.393059085 2363350.267779926 2006 6981 861606.8 6353458 5.024399218511284 44.261494404843326
913 108.5 3925163.1328166495 2363166.105887081 2007 6982 863606.8 6353458 5.049441428930467 44.26103006718925
914 364.0 3927158.883269374 2362981.9819862163 2008 6983 865606.8 6353458 5.07448322700556 44.260560022342716
915 497.0 3929154.6443599374 2362797.896077631 2009 6984 867606.8 6353458 5.09952460770972 44.26008427044953
916 458.0 3931150.416031016 2362613.848161605 2010 6985 869606.8 6353458 5.124565566016605 44.259602811657366
917 128.0 3933146.198225268 2362429.838238328 2011 6986 871606.8 6353458 5.149606096900388 44.25911564611557
918 7.0 3975059.953504626 2358574.405931531 2012 7007 913606.8 6353458 5.675349615711418 44.24756719391329
919 34.0 3977055.9526815936 2358391.231785358 2013 7008 915606.8 6353458 5.700379472859241 44.24695452125024
920 106.0 3979051.961060125 2358208.0956209674 2014 7009 917606.8 6353458 5.725408787144329 44.24633614576094
921 22.0 3981047.978582632 2358024.9974372126 2015 7010 919606.8 6353458 5.750437553554881 44.24571206763715
922 14.0 3987036.085437937 2357475.9307573265 2018 7013 925606.8 6353458 5.825520515431285 44.243805619402934
923 134.5 3989032.138960225 2357292.984483422 2019 7014 927606.8 6353458 5.850547040239007 44.24315873269406
924 168.0 3991028.201338372 2357110.076183523 2020 7015 929606.8 6353458 5.875572992123224 44.24250614433594
925 85.0 3993024.2725147214 2356927.2058561333 2021 7016 931606.8 6353458 5.900598366076184 44.24184785453089
926 17.0 3995020.352431608 2356744.373499724 2022 7017 933606.8 6353458 5.925623157090835 44.24118386348302
927 42.0 3997016.441031348 2356561.579112678 2023 7018 935606.8 6353458 5.9506473601608265 44.240514171398225
928 6.0 3999012.5382562527 2356378.822693333 2024 7019 937606.8 6353458 5.975670970280513 44.23983877848408
929 3.0 4001008.6440486186 2356196.104239974 2025 7020 939606.8 6353458 6.000693982444963 44.23915768494997
930 57.0 4005000.8811048665 2355830.7812240627 2027 7022 943606.8 6353458 6.0507381928920365 44.23777839686824
931 11.5 4006997.012253285 2355648.176657791 2028 7023 945606.8 6353458 6.075759381168423 44.23708020274816
932 14.0 4008993.1517382367 2355465.610050071 2029 7024 947606.8 6353458 6.100779951477104 44.23637630886327
933 32.5 4010989.299501962 2355283.081398908 2030 7025 949606.8 6353458 6.125799898816811 44.23566671543176
934 2.0 4012985.455486687 2355100.5907022376 2031 7026 951606.8 6353458 6.150819218187021 44.23495142267355
935 1.0 4014981.6196346274 2354918.1379579576 2032 7027 953606.8 6353458 6.1758379045879614 44.234230430810356
936 4.0 4020970.16047971 2354371.0074174767 2035 7030 959606.8 6353458 6.250890115988952 44.232033262834314
937 24.0 4028954.9923837753 2353642.031225669 2039 7034 967606.8 6353458 6.350950566435907 44.22902393182108
938 53.0 4036939.947495612 2352913.6619683383 2043 7038 975606.8 6353458 6.451000249866949 44.22592344455462
939 12.0 4038936.205090509 2352731.6644675774 2044 7039 977606.8 6353458 6.476010950937836 44.22513408136479
940 5.5 4060895.514997337 2350732.1940033035 2055 7050 999606.8 6353458 6.751081504597799 44.21607520119105
941 8.0 4074870.052853755 2349462.190721882 2062 7057 1013606.8 6353458 6.926079399620342 44.209951762694175
942 16.0 4076866.441332798 2349280.913148459 2063 7058 1015606.8 6353458 6.951075988485816 44.20905421813194
943 63.0 4078862.836119357 2349099.673430275 2064 7059 1017606.8 6353458 6.976071784823806 44.20815098248694
944 2.0 4080859.2371552256 2348918.471563372 2065 7060 1019606.8 6353458 7.001066783662798 44.207242056038815
945 1776.5 3895051.4797935695 2363943.7103213244 2072 7106 833606.8 6351458 4.6732369469349555 44.24939753729175
946 177.5 3897047.0614742776 2363759.0259796195 2073 7107 835606.8 6351458 4.698276462995582 44.24901323999875
947 671.5 3899042.654643787 2363574.37957852 2074 7108 837606.8 6351458 4.7233156374625045 44.24862323551765
948 141.5 3901038.259244856 2363389.7711191364 2075 7109 839606.8 6351458 4.748354465307247 44.24822752396939
949 54.0 3903033.875220232 2363205.2006025384 2076 7110 841606.8 6351458 4.773392941501752 44.24782610547679
950 411.5 3905029.502512655 2363020.668029728 2077 7111 843606.8 6351458 4.798431061018387 44.247418980164376
951 861.5 3911016.451719459 2362467.2979832413 2078 7114 849606.8 6351458 4.873543229231225 44.246163364580205
952 1031.5 3913012.1237072777 2362282.917194509 2079 7115 851606.8 6351458 4.898579871768739 44.24573341326933
953 97.5 3915007.806725701 2362098.574353745 2080 7116 853606.8 6351458 4.92361613249679 44.245297755787874
954 11.0 3917003.5007174127 2361914.269461619 2081 7117 855606.8 6351458 4.948652006390416 44.244856392271004
955 26.0 3918999.205625087 2361730.002518732 2082 7118 857606.8 6351458 4.973687488425121 44.2444093228556
956 102.0 3920994.921391387 2361545.773525638 2083 7119 859606.8 6351458 4.998722573576882 44.24395654768038
957 589.0 3922990.647958969 2361361.582482831 2084 7120 861606.8 6351458 5.023757256822154 44.24349806688581
958 852.0 3924986.385270478 2361177.429390757 2085 7121 863606.8 6351458 5.048791533137879 44.2430338806141
959 3630.0 3926982.13326855 2360993.31424979 2086 7122 865606.8 6351458 5.073825397501486 44.24256398900921
960 448.0 3928977.8918958106 2360809.2370602577 2087 7123 867606.8 6351458 5.098858844890902 44.24208839221692
961 133.5 3930973.661094876 2360625.197822431 2088 7124 869606.8 6351458 5.123891870284556 44.24160709038475
962 178.5 3932969.440808352 2360441.196536524 2089 7125 871606.8 6351458 5.148924468661388 44.24112008366196
963 15.0 3976879.138358408 2356402.769795922 2090 7147 915606.8 6351458 5.699523441896109 44.22896292293239
964 2.0 3978875.1440393296 2356219.641332664 2091 7148 917606.8 6351458 5.724544834332699 44.22834474898963
965 34.0 3986859.257525241 2355487.506867945 2095 7152 925606.8 6351458 5.824624880477606 44.22581504737949
966 590.0 3988855.308298913 2355304.5680924165 2096 7153 927606.8 6351458 5.849643486086515 44.225168371497354
967 62.0 3990851.367918078 2355121.667250392 2097 7154 929606.8 6351458 5.874661519316082 44.22451599582164
968 79.5 3992847.436325024 2354938.8043403835 2098 7155 931606.8 6351458 5.899678975163295 44.22385792055452
969 621.0 3994843.513462029 2354755.979360855 2099 7156 933606.8 6351458 5.9246958486258405 44.22319414589995
970 418.0 3996839.599271357 2354573.192310213 2100 7157 935606.8 6351458 5.949712134702104 44.222524672063685
971 35.0 4000831.796675987 2354207.731988929 2102 7159 939606.8 6351458 5.99974292469286 44.22116862767772
972 10.0 4002827.9081557617 2354025.058714821 2103 7160 941606.8 6351458 6.024757418607682 44.22048205754826
973 18.0 4004824.0280768056 2353842.4233626686 2104 7161 943606.8 6351458 6.049771305136888 44.219789789077595
974 4.0 4006820.156381326 2353659.825930587 2105 7162 945606.8 6351458 6.074784579282457 44.2190918224802
975 3.0 4016800.9216325074 2352747.4075018023 2110 7167 955606.8 6351458 6.19984158937682 44.21551652522435
976 4.0 4018797.099023579 2352565.0375476675 2111 7168 957606.8 6351458 6.224851084303741 44.21478437447028
977 3.0 4022789.477683625 2352200.4113532426 2113 7170 961606.8 6351458 6.274868127119086 44.21330298346338
978 35.0 4030774.3288940326 2351471.613752662 2117 7174 969606.8 6351458 6.374894284848321 44.2102718499165
979 1.0 4034766.800517503 2351107.442306201 2119 7176 973606.8 6351458 6.424903319935166 44.20872211113234
980 15.0 4036763.0476309503 2350925.413412169 2120 7177 975606.8 6351458 6.449906809078338 44.20793869957303
981 37.0 4050736.982976834 2349652.271700407 2127 7184 989606.8 6351458 6.624911571057718 44.20229538772051
982 3.0 4052733.288122911 2349470.545783705 2128 7185 991606.8 6351458 6.649909382694182 44.20146642746078
983 10.0 4060718.578054307 2348744.02066655 2132 7189 999606.8 6351458 6.749893258450002 44.19809366450584
984 8.0 4074693.0934669496 2347474.058597556 2139 7196 1013606.8 6351458 6.924835897307932 44.191972220566335
985 1.0 4078685.8702063374 2347111.5527210217 2141 7198 1017606.8 6351458 6.974812501687172 44.190172026875096
986 11.0 4080682.267959876 2346930.35650174 2142 7199 1019606.8 6351458 6.999799611246041 44.189263396457804
987 1.0 4082678.6718916167 2346749.1980898017 2143 7200 1021606.8 6351458 7.024785919096257 44.18834907736711
988 217.5 4084675.0819432726 2346568.0774811506 2144 7201 1023606.8 6351458 7.0497714202729025 44.18742906988592
989 390.5 4092660.7821828257 2345843.9729963527 2148 7205 1031606.8 6351458 7.149705258979426 44.18369216177665
990 557.0 3896870.377608912 2361770.265302525 2153 7246 835606.8 6349458 4.697738019743147 44.23101526262528
991 1954.0 3898865.968300011 2361585.628251231 2154 7247 837606.8 6349458 4.722769260473825 44.23062538530343
992 109.0 3900861.570414804 2361401.029100721 2155 7248 839606.8 6349458 4.747800154911803 44.23022980277426
993 57.0 3902857.183895981 2361216.4678520528 2156 7249 841606.8 6349458 4.772830698033799 44.22982851516049
994 518.0 3904852.808686229 2361031.9445062554 2157 7250 843606.8 6349458 4.797860884816949 44.22942152258654
995 393.0 3908844.091964622 2360663.011527036 2158 7252 847606.8 6349458 4.847920169277427 44.228590423064865
996 480.5 3910839.7503380897 2360478.6018953584 2159 7253 849606.8 6349458 4.872949256911206 44.22816631637489
997 282.0 3912835.4197912696 2360294.2301700404 2160 7254 851606.8 6349458 4.897977968119052 44.227736505240266
998 766.0 3914831.1002668 2360109.896351815 2161 7255 853606.8 6349458 4.923006297880313 44.227300989794294
999 122.5 3916826.791707308 2359925.6004413627 2162 7256 855606.8 6349458 4.9480342411747955 44.22685977017203
1000 549.5 3918822.494055413 2359741.342439296 2163 7257 857606.8 6349458 4.9730617929827705 44.22641284651031
1001 194.0 3920818.207253724 2359557.1223461786 2164 7258 859606.8 6349458 4.998088948284984 44.22596021894772
1002 154.0 3922813.931244841 2359372.9401625223 2165 7259 861606.8 6349458 5.023115702062655 44.225501887624624
1003 130.5 3924809.6659713527 2359188.795888767 2166 7260 863606.8 6349458 5.04814204929749 44.22503785268317
1004 852.5 3926805.41137584 2359004.689525305 2167 7261 865606.8 6349458 5.073167984971686 44.2245681142672
1005 426.5 3928801.167400873 2358820.6210724832 2168 7262 867606.8 6349458 5.098193504067931 44.224092672522424
1006 485.5 3930796.9339890135 2358636.590530573 2169 7263 869606.8 6349458 5.123218601569417 44.22361152759624
1007 238.5 3932792.711082812 2358452.5978997946 2170 7264 871606.8 6349458 5.148243272459846 44.22312467963782
1008 66.5 3976702.34867338 2354414.351275797 2173 7286 915606.8 6349458 5.698667953280117 44.21097148168058
1009 19.0 3978698.3515180335 2354231.2305326606 2174 7287 917606.8 6349458 5.723681428875265 44.21035350921509
1010 24.0 3986682.453557527 2353499.126543333 2178 7291 925606.8 6349458 5.823729812899685 44.2078246320693
1011 54.0 3988678.501443983 2353316.195285444 2179 7292 927606.8 6349458 5.848740504313482 44.20717816694146
1012 20.0 3990674.558165576 2353133.3019205965 2180 7293 929606.8 6349458 5.873750623891409 44.206526003875034
1013 19.0 3992670.623664541 2352950.446447316 2181 7294 931606.8 6349458 5.898760166635191 44.20586814307208
1014 94.5 3994666.6978830993 2352767.6288640704 2182 7295 933606.8 6349458 5.923769127547245 44.20520458473646
1015 336.5 3996662.780763461 2352584.849169299 2183 7296 935606.8 6349458 5.948777501630689 44.20453532907374
1016 7.0 3998658.872247824 2352402.107361347 2184 7297 937606.8 6349458 5.973785283889343 44.20386037629127
1017 43.5 4000654.972278377 2352219.403438519 2185 7298 939606.8 6349458 5.998792469327742 44.203179726598144
1018 12.0 4002651.080797295 2352036.7373990742 2186 7299 941606.8 6349458 6.023799052951136 44.20249338020523
1019 1.0 4004647.197746741 2351854.109241204 2187 7300 943606.8 6349458 6.048805029765501 44.201801337325165
1020 4.0 4010635.5985997193 2351306.452038124 2190 7303 949606.8 6349458 6.12381926942513 44.1996910319146
1021 7.0 4014627.906926829 2350941.5366082992 2192 7305 953606.8 6349458 6.1738256369623485 44.198255683182275
1022 3.0 4016624.073244237 2350759.1356987925 2193 7306 955606.8 6349458 6.198827868089242 44.197529465942765
1023 8.0 4020616.429897163 2350394.447479598 2195 7308 959606.8 6349458 6.248830400115623 44.19605994684169
1024 48.0 4022612.620116809 2350212.160165347 2196 7309 961606.8 6349458 6.273830691039836 44.19531664543527
1025 2.0 4026605.024052689 2349847.699115698 2198 7311 965606.8 6349458 6.32382929777798 44.19381296006154
1026 33.0 4028601.237652978 2349665.525375396 2199 7312 967606.8 6349458 6.348827603621351 44.19305257655993
1027 6.0 4030597.458930848 2349483.38948809 2200 7313 969606.8 6349458 6.373825237801875 44.19228649949517
1028 1.0 4034589.9242873 2349119.23126201 2202 7315 973606.8 6349458 6.423818471242094 44.190737265626865
1029 3.0 4046567.498583624 2348027.664774505 2208 7321 985606.8 6349458 6.5737815335625145 44.18595294353884
1030 184.5 4050560.081209448 2347664.111931611 2210 7323 989606.8 6349458 6.623763542236531 44.18431263593158
1031 2.0 4052556.3831096985 2347482.392243857 2211 7324 991606.8 6349458 6.648753459411124 44.183483945714705
1032 50.0 4060541.6599361342 2346755.891642009 2215 7328 999606.8 6349458 6.748705764309972 44.18011228143117
1033 15.0 4084498.123312639 2344580.0181650794 2227 7340 1023606.8 6349458 7.048489283220965 44.169451160330226
1034 6.0 4086494.535966777 2344398.9409053195 2228 7341 1025606.8 6349458 7.073466090739688 44.1685257662151
1035 208.5 3898689.312034834 2359596.919929984 2240 7386 837606.8 6347458 4.7222232297779145 44.21262769606373
1036 858.5 3900684.9115243526 2359412.330105238 2241 7387 839606.8 6347458 4.747246195832414 44.212232242509245
1037 215.5 3902680.522372344 2359227.778141458 2242 7388 841606.8 6347458 4.772268810904761 44.21183108572923
1038 454.0 3904676.1445214367 2359043.264039676 2243 7389 843606.8 6347458 4.7972910699768585 44.2114242258481
1039 26.0 3908667.422493395 2358674.3494259054 2245 7391 847606.8 6347458 4.847334500050087 44.210593397288726
1040 53.0 3910663.078201472 2358489.948915688 2246 7392 849606.8 6347458 4.872355661017195 44.210169428868085
1041 51.0 3912658.744981071 2358305.5862710057 2247 7393 851606.8 6347458 4.897376445916026 44.20973975786148
1042 193.0 3914654.422774777 2358121.261492603 2248 7394 853606.8 6347458 4.922396849730692 44.209304384402124
1043 33.0 3916650.1115251593 2357936.974581148 2249 7395 855606.8 6347458 4.947416867445759 44.20886330862496
1044 72.5 3918645.811174783 2357752.725537281 2250 7396 857606.8 6347458 4.9724364940462635 44.20841653066678
1045 221.5 3920641.521666201 2357568.5143615697 2251 7397 859606.8 6347458 4.997455724517708 44.207964050666035
1046 277.0 3922637.242941958 2357384.3410545373 2252 7398 861606.8 6347458 5.022474553846074 44.20750586876299
1047 4.0 3924632.9749445887 2357200.2056166427 2253 7399 863606.8 6347458 5.047492977017826 44.20704198509972
1048 46.5 3926628.717616617 2357016.108048281 2254 7400 865606.8 6347458 5.072510989019919 44.206572399820004
1049 204.0 3928624.4709005593 2356832.048349804 2255 7401 867606.8 6347458 5.0975285848398 44.20609711306938
1050 302.0 3930620.234738921 2356648.026521502 2256 7402 869606.8 6347458 5.12254575946542 44.20561612499521
1051 128.0 3932616.009074196 2356464.042563604 2257 7403 871606.8 6347458 5.147562507885234 44.205129435746564
1052 56.5 3934611.793848872 2356280.096476291 2258 7404 873606.8 6347458 5.172578825088212 44.20463704547429
1053 30.0 3936607.5890054232 2356096.188259681 2259 7405 875606.8 6347458 5.197594706063841 44.20413895433103
1054 13.0 3940599.210234008 2355728.485438764 2261 7407 879606.8 6347458 5.247625139293641 44.20312567005079
1055 19.0 3942595.0361909433 2355544.69083442 2262 7408 881606.8 6347458 5.272639681529437 44.20261047722785
1056 6.0 3944590.8722995576 2355360.934100692 2263 7409 883606.8 6347458 5.29765376750115 44.20208958416204
1057 4.0 3946586.7185022766 2355177.215237419 2264 7410 885606.8 6347458 5.322667392200952 44.20156299101476
1058 2.0 3948582.574741516 2354993.534244382 2265 7411 887606.8 6347458 5.34768055062157 44.20103069794921
1059 2.0 3950578.44095968 2354809.89112131 2266 7412 889606.8 6347458 5.372693237756296 44.20049270513038
1060 2.0 3982513.610546149 2351876.7510240744 2270 7428 921606.8 6347458 5.7728280538218595 44.19110979501729
1061 9.0 3984509.637583836 2351693.751593661 2271 7429 923606.8 6347458 5.797831963642287 44.19047493333851
1062 5.0 3986505.673561928 2351510.7900186125 2272 7430 925606.8 6347458 5.822835312158784 44.1898343751769
1063 25.0 3990497.772108115 2351144.980429224 2274 7432 929606.8 6347458 5.872840305300996 44.18853617020077
1064 12.0 3992493.83456058 2350962.1324120155 2275 7433 931606.8 6347458 5.897841939938931 44.187878523788335
1065 1543.0 3994489.905722184 2350779.322244464 2276 7434 933606.8 6347458 5.922842993297379 44.187215181697326
1066 3496.5 3996485.985535082 2350596.5499249967 2277 7435 935606.8 6347458 5.947843460384181 44.18654614413319
1067 28.0 3998482.07394142 2350413.815451996 2278 7436 937606.8 6347458 5.972843336207886 44.185871411303154
1068 140.0 4000478.170883328 2350231.118823776 2279 7437 939606.8 6347458 5.997842615777748 44.185190983416156
1069 43.0 4010458.7816002495 2349318.2032915964 2284 7442 949606.8 6347458 6.122829895193892 44.18170342556391
1070 13.0 4012454.928539711 2349135.733693598 2285 7443 951606.8 6347458 6.14782549247562 44.180988831822
1071 108.0 4016447.24675118 2348770.9079897813 2287 7445 955606.8 6347458 6.197814788548253 44.17954256392624
1072 24.5 4018443.4179072543 2348588.551879647 2288 7446 957606.8 6347458 6.222808477370226 44.17881089022023
1073 6.0 4020439.5970195774 2348406.2335943864 2289 7447 959606.8 6347458 6.247801520071294 44.17807352364355
1074 1.0 4022435.784030153 2348223.953131705 2290 7448 961606.8 6347458 6.272793911668919 44.17733046442454
1075 14.0 4026428.181514006 2347859.505664599 2292 7450 965606.8 6347458 6.3227767216276 44.175827268981415
1076 327.5 4028424.391871229 2347677.338655301 2293 7451 967606.8 6347458 6.347767130027505 44.175067133222655
1077 26.0 4034413.068707487 2347131.064493979 2296 7454 973606.8 6347458 6.4227343091593925 44.172752576626465
1078 13.0 4036409.309380865 2346949.0487202844 2297 7455 975606.8 6347458 6.447722003588211 44.171969675450505
1079 322.0 4048386.9074973343 2345857.747823742 2303 7461 987606.8 6347458 6.597633486417535 44.16715277118843
1080 37.5 4050383.1989868055 2345675.996604476 2304 7462 989606.8 6347458 6.622616239848725 44.1663300399293
1081 4.0 4060364.760672103 2344767.807164266 2309 7467 999606.8 6347458 6.747519021464583 44.16213105367366
1082 4.0 4094303.286353469 2341687.022324073 2326 7484 1033606.8 6347458 7.172044409263191 44.14679110279746
1083 1.0 4124250.4320110944 2338977.730763777 2335 7499 1063606.8 6347458 7.546426064797834 44.13189190264866
1084 1201.0 3898512.685872791 2357608.254850383 2340 7525 837606.8 6345458 4.72167754504571 44.19463016950085
1085 525.0 3900508.282598095 2357423.674368287 2341 7526 839606.8 6345458 4.746692587735248 44.19423484487666
1086 328.5 3902503.890673969 2357239.1317063244 2342 7527 841606.8 6345458 4.771707279776042 44.19383381888541
1087 677.5 3904499.510042987 2357054.626865553 2343 7528 843606.8 6345458 4.796721616154754 44.193427091651415
1088 356.0 3906495.140647711 2356870.1598469275 2344 7529 845606.8 6345458 4.821735591858482 44.19301466330071
1089 1503.5 3908490.782430698 2356685.730651392 2345 7530 847606.8 6345458 4.846749201874753 44.19259653396115
1090 30.0 3910486.435334491 2356501.339279789 2346 7531 849606.8 6345458 4.871762441191535 44.192172703762296
1091 147.0 3912482.0993016274 2356316.985732948 2347 7532 851606.8 6345458 4.896775304797244 44.19174317283552
1092 4.0 3914477.774274633 2356132.6700116 2348 7533 853606.8 6345458 4.9217877876807465 44.19130794131393
1093 27.0 3916473.4601960257 2355948.3921164563 2349 7534 855606.8 6345458 4.946799884831366 44.19086700933242
1094 189.0 3918469.1570083136 2355764.1520481566 2350 7535 857606.8 6345458 4.971811591238894 44.19042037702762
1095 1246.5 3920464.8646539953 2355579.949807282 2351 7536 859606.8 6345458 4.99682290189359 44.18996804453798
1096 58.0 3922460.5830755583 2355395.7853943524 2352 7537 861606.8 6345458 5.021833811786187 44.18951001200361
1097 3.0 3924456.312215482 2355211.658809832 2353 7538 863606.8 6345458 5.046844315907904 44.189046279566504
