location subarea numcant
1873 16 0403
1874 16 0403
1875 103 0420
1876 16 0403
1877 16 0403
1878 56 0410
1879 56 0410
1880 56 0410
1881 56 0410
1882 56 0410
1883 56 0410
1884 98 0419
1885 98 0419
1886 98 0419
1887 76 0414
1888 76 0414
1889 76 0414
1890 76 0414
1891 76 0414
1892 76 0414
1893 79 0415
1894 79 0415
1895 79 0415
1896 79 0415
1897 79 0415
1898 79 0415
1899 25 0405
1900 25 0405
1901 25 0405
1902 25 0405
1903 25 0405
1904 110 0422
1905 110 0422
1906 110 0422
1907 110 0422
1908 9 0402
1909 9 0402
1910 9 0402
1911 45 0409
1912 45 0409
1913 45 0409
1914 45 0409
1915 90 0618
1916 90 0618
1917 90 0618
1918 90 0618
1919 133 0629
1920 133 0629
1921 133 0629
1922 133 0629
1923 133 0629
1924 133 0629
1925 133 0629
1926 133 0629
1927 133 0629
1928 128 0627
1929 128 0627
1930 128 0627
1931 47 0609
1932 47 0609
1933 47 0609
1934 123 0626
1935 123 0626
1936 19 0604
1937 19 0604
1938 180 8497
1939 180 8497
1940 10 8402
1941 24 8405
1942 24 8405
1943 55 8410
1944 92 8418
1945 92 8418
1946 92 8418
1947 92 8418
1948 92 8418
1949 92 8418
1950 92 8418
1951 92 8418
1952 92 8418
1953 66 8412
1954 66 8412
1955 4 8401
1956 4 8401
1957 4 8401
1958 4 8401
1959 16 0403
1960 16 0403
1961 16 0403
1962 16 0403
1963 103 0420
1964 16 0403
1965 16 0403
1966 56 0410
1967 56 0410
1968 56 0410
1969 56 0410
1970 56 0410
1971 56 0410
1972 98 0419
1973 98 0419
1974 76 0414
1975 76 0414
1976 76 0414
1977 76 0414
1978 76 0414
1979 79 0415
1980 79 0415
1981 79 0415
1982 79 0415
1983 79 0415
1984 25 0405
1985 25 0405
1986 25 0405
1987 25 0405
1988 110 0422
1989 110 0422
1990 110 0422
1991 110 0422
1992 9 0402
1993 9 0402
1994 9 0402
1995 45 0409
1996 45 0409
1997 45 0409
1998 90 0618
1999 90 0618
2000 90 0618
2001 90 0618
2002 90 0618
2003 90 0618
2004 100 0620
2005 133 0629
2006 133 0629
2007 133 0629
2008 128 0627
2009 128 0627
2010 47 0609
2011 123 0626
2012 123 0626
2013 123 0626
2014 19 0604
2015 19 0604
2016 180 8497
2017 180 8497
2018 10 8402
2019 24 8405
2020 24 8405
2021 72 8413
2022 72 8413
2023 72 8413
2024 92 8418
2025 92 8418
2026 72 8413
2027 72 8413
2028 72 8413
2029 72 8413
2030 92 8418
2031 66 8412
2032 66 8412
2033 66 8412
2034 4 8401
2035 4 8401
2036 4 8401
2037 4 8401
2038 4 8401
2039 4 8401
2040 16 0403
2041 16 0403
2042 16 0403
2043 103 0420
2044 103 0420
2045 103 0420
2046 56 0410
2047 56 0410
2048 56 0410
2049 56 0410
2050 56 0410
2051 56 0410
2052 98 0419
2053 76 0414
2054 76 0414
2055 76 0414
2056 76 0414
2057 76 0414
2058 79 0415
2059 79 0415
2060 79 0415
2061 79 0415
2062 79 0415
2063 79 0415
2064 25 0405
2065 25 0405
2066 110 0422
2067 30 0406
2068 9 0402
2069 9 0402
2070 45 0409
2071 45 0409
2072 104 0621
2073 104 0621
2074 45 0409
2075 45 0409
2076 45 0409
2077 90 0618
2078 90 0618
2079 100 0620
2080 100 0620
2081 100 0620
2082 68 0612
2083 68 0612
2084 47 0609
2085 47 0609
2086 123 0626
2087 123 0626
2088 123 0626
2089 123 0626
2090 123 0626
2091 180 8497
2092 180 8497
2093 180 8497
2094 180 8497
2095 180 8497
2096 116 8423
2097 72 8413
2098 72 8413
2099 72 8413
2100 72 8413
2101 72 8413
2102 72 8413
2103 72 8413
2104 72 8413
2105 66 8412
2106 66 8412
2107 66 8412
2108 66 8412
2109 4 8401
2110 4 8401
2111 4 8401
2112 4 8401
2113 4 8401
2114 4 8401
2115 4 8401
2116 4 8401
2117 4 8401
2118 4 8401
2119 4 8401
2120 4 8401
2121 103 0420
2122 103 0420
2123 103 0420
2124 103 0420
2125 103 0420
2126 56 0410
2127 56 0410
2128 56 0410
2129 56 0410
2130 56 0410
2131 56 0410
2132 56 0410
2133 98 0419
2134 76 0414
2135 76 0414
2136 76 0414
2137 76 0414
2138 76 0414
2139 79 0415
2140 79 0415
2141 79 0415
2142 79 0415
2143 88 0417
2144 88 0417
2145 88 0417
2146 79 0415
2147 25 0405
2148 30 0406
2149 9 0402
2150 9 0402
2151 9 0402
2152 9 0402
2153 45 0409
2154 45 0409
2155 104 0621
2156 104 0621
2157 104 0621
2158 104 0621
2159 104 0621
2160 100 0620
2161 100 0620
2162 100 0620
2163 100 0620
2164 100 0620
2165 128 0627
2166 68 0612
2167 68 0612
2168 36 0607
2169 36 0607
2170 47 0609
2171 47 0609
2172 47 0609
2173 47 0609
2174 123 0626
2175 123 0626
2176 123 0626
2177 180 8497
2178 180 8497
2179 180 8497
2180 180 8497
2181 180 8497
2182 180 8497
2183 116 8423
2184 72 8413
2185 72 8413
2186 72 8413
2187 72 8413
2188 72 8413
2189 72 8413
2190 72 8413
2191 72 8413
2192 72 8413
2193 72 8413
2194 66 8412
2195 66 8412
2196 66 8412
2197 66 8412
2198 66 8412
2199 66 8412
2200 4 8401
2201 4 8401
2202 4 8401
2203 4 8401
2204 4 8401
2205 4 8401
2206 4 8401
2207 4 8401
2208 4 8401
2209 4 8401
2210 4 8401
2211 103 0420
2212 103 0420
2213 103 0420
2214 56 0410
2215 56 0410
2216 56 0410
2217 56 0410
2218 56 0410
2219 56 0410
2220 56 0410
2221 56 0410
2222 76 0414
2223 134 0429
2224 134 0429
2225 134 0429
2226 106 0421
2227 106 0421
2228 106 0421
2229 88 0417
2230 88 0417
2231 88 0417
2232 25 0405
2233 25 0405
2234 25 0405
2235 25 0405
2236 30 0406
2237 30 0406
2238 30 0406
2239 30 0406
2240 30 0406
2241 104 0621
2242 104 0621
2243 104 0621
2244 104 0621
2245 104 0621
2246 100 0620
2247 39 0608
2248 39 0608
2249 100 0620
2250 100 0620
2251 100 0620
2252 100 0620
2253 100 0620
2254 68 0612
2255 68 0612
2256 68 0612
2257 36 0607
2258 36 0607
2259 36 0607
2260 47 0609
2261 47 0609
2262 123 0626
2263 123 0626
2264 37 1307
2265 37 1307
2266 37 1307
2267 37 1307
2268 37 1307
2269 37 1307
2270 180 8497
2271 180 8497
2272 59 8411
2273 59 8411
2274 72 8413
2275 72 8413
2276 72 8413
2277 72 8413
2278 72 8413
2279 72 8413
2280 72 8413
2281 72 8413
2282 66 8412
2283 66 8412
2284 66 8412
2285 66 8412
2286 66 8412
2287 66 8412
2288 4 8401
2289 4 8401
2290 4 8401
2291 4 8401
2292 4 8401
2293 4 8401
2294 4 8401
2295 4 8401
2296 4 8401
2297 4 8401
2298 4 8401
2299 103 0420
2300 103 0420
2301 103 0420
2302 103 0420
2303 56 0410
2304 73 0413
2305 56 0410
2306 56 0410
2307 73 0413
2308 56 0410
2309 56 0410
2310 76 0414
2311 134 0429
2312 134 0429
2313 134 0429
2314 134 0429
2315 134 0429
2316 134 0429
2317 106 0421
2318 106 0421
2319 106 0421
2320 88 0417
2321 25 0405
2322 25 0405
2323 30 0406
2324 30 0406
2325 30 0406
2326 30 0406
2327 30 0406
2328 30 0406
2329 30 0406
2330 104 0621
2331 104 0621
2332 104 0621
2333 104 0621
2334 104 0621
2335 104 0621
2336 104 0621
2337 104 0621
2338 39 0608
2339 39 0608
2340 39 0608
2341 39 0608
2342 39 0608
2343 163 0650
2344 100 0620
2345 68 0612
2346 68 0612
2347 68 0612
2348 36 0607
2349 36 0607
2350 36 0607
2351 47 0609
2352 47 0609
2353 47 0609
2354 47 0609
2355 123 0626
2356 123 0626
2357 144 1333
2358 37 1307
2359 37 1307
2360 37 1307
2361 37 1307
2362 37 1307
2363 37 1307
2364 37 1307
2365 37 1307
2366 59 8411
2367 59 8411
2368 59 8411
2369 72 8413
2370 72 8413
2371 72 8413
2372 72 8413
2373 72 8413
2374 72 8413
2375 72 8413
2376 66 8412
2377 66 8412
2378 66 8412
2379 66 8412
2380 66 8412
2381 33 8407
2382 4 8401
2383 4 8401
2384 4 8401
2385 4 8401
2386 4 8401
2387 4 8401
2388 4 8401
2389 4 8401
2390 4 8401
2391 4 8401
2392 103 0420
2393 103 0420
2394 103 0420
2395 103 0420
2396 103 0420
2397 103 0420
2398 73 0413
2399 187 0498
2400 187 0498
2401 73 0413
2402 56 0410
2403 134 0429
2404 134 0429
2405 134 0429
2406 134 0429
2407 134 0429
2408 134 0429
2409 106 0421
2410 106 0421
2411 106 0421
2412 106 0421
2413 88 0417
2414 88 0417
2415 88 0417
2416 25 0405
2417 25 0405
2418 30 0406
2419 30 0406
2420 30 0406
2421 30 0406
2422 104 0621
2423 104 0621
2424 104 0621
2425 104 0621
2426 104 0621
2427 104 0621
2428 39 0608
2429 39 0608
2430 39 0608
2431 39 0608
2432 163 0650
2433 163 0650
2434 68 0612
2435 68 0612
2436 68 0612
2437 36 0607
2438 36 0607
2439 36 0607
2440 36 0607
2441 47 0609
2442 47 0609
2443 47 0609
2444 167 0652
2445 167 0652
2446 71 0613
2447 144 1333
2448 144 1333
2449 144 1333
2450 37 1307
2451 37 1307
2452 37 1307
2453 37 1307
2454 37 1307
2455 37 1307
2456 37 1307
2457 37 1307
2458 124 1326
2459 124 1326
2460 59 8411
2461 59 8411
2462 59 8411
2463 59 8411
2464 59 8411
2465 59 8411
2466 59 8411
2467 33 8407
2468 66 8412
2469 66 8412
2470 66 8412
2471 66 8412
2472 66 8412
2473 33 8407
2474 33 8407
2475 4 8401
2476 4 8401
2477 4 8401
2478 4 8401
2479 4 8401
2480 4 8401
2481 4 8401
2482 4 8401
2483 103 0420
2484 103 0420
2485 103 0420
2486 103 0420
2487 103 0420
2488 103 0420
2489 103 0420
2490 187 0498
2491 187 0498
2492 187 0498
2493 187 0498
2494 187 0498
2495 73 0413
2496 134 0429
2497 134 0429
2498 134 0429
2499 134 0429
2500 134 0429
2501 134 0429
2502 134 0429
2503 106 0421
2504 106 0421
2505 106 0421
2506 106 0421
2507 106 0421
2508 88 0417
2509 88 0417
2510 88 0417
2511 88 0417
2512 88 0417
2513 30 0406
2514 30 0406
2515 30 0406
2516 30 0406
2517 30 0406
2518 30 0406
2519 30 0406
2520 30 0406
2521 104 0621
2522 104 0621
2523 104 0621
2524 104 0621
2525 39 0608
2526 39 0608
2527 39 0608
2528 39 0608
2529 163 0650
2530 68 0612
2531 68 0612
2532 68 0612
2533 68 0612
2534 36 0607
2535 36 0607
2536 36 0607
2537 47 0609
2538 47 0609
2539 47 0609
2540 167 0652
2541 167 0652
2542 170 0693
2543 170 0693
2544 144 1333
2545 144 1333
2546 144 1333
2547 144 1333
2548 37 1307
2549 37 1307
2550 37 1307
2551 37 1307
2552 37 1307
2553 37 1307
2554 37 1307
2555 124 1326
2556 124 1326
2557 124 1326
2558 59 8411
2559 59 8411
2560 59 8411
2561 59 8411
2562 59 8411
2563 59 8411
2564 33 8407
2565 33 8407
2566 33 8407
2567 33 8407
2568 66 8412
2569 33 8407
2570 33 8407
2571 33 8407
2572 33 8407
2573 33 8407
2574 4 8401
2575 4 8401
2576 4 8401
2577 4 8401
2578 4 8401
2579 4 8401
2580 103 0420
2581 103 0420
2582 103 0420
2583 103 0420
2584 145 0433
2585 145 0433
2586 145 0433
2587 145 0433
2588 187 0498
2589 187 0498
2590 187 0498
2591 187 0498
2592 134 0429
2593 134 0429
2594 134 0429
2595 134 0429
2596 134 0429
2597 134 0429
2598 134 0429
2599 134 0429
2600 106 0421
2601 106 0421
2602 106 0421
2603 106 0421
2604 88 0417
2605 88 0417
2606 88 0417
2607 30 0406
2608 30 0406
2609 30 0406
2610 30 0406
2611 30 0406
2612 30 0406
2613 30 0406
2614 30 0406
2615 104 0621
2616 104 0621
2617 104 0621
2618 104 0621
2619 104 0621
2620 104 0621
2621 104 0621
2622 39 0608
2623 39 0608
2624 39 0608
2625 39 0608
2626 39 0608
2627 39 0608
2628 39 0608
2629 39 0608
2630 39 0608
2631 163 0650
2632 163 0650
2633 68 0612
2634 68 0612
2635 68 0612
2636 36 0607
2637 36 0607
2638 47 0609
2639 47 0609
2640 47 0609
2641 167 0652
2642 167 0652
2643 170 0693
2644 144 1333
2645 144 1333
2646 144 1333
2647 144 1333
2648 37 1307
2649 140 1331
2650 140 1331
2651 37 1307
2652 37 1307
2653 37 1307
2654 37 1307
2655 124 1326
2656 124 1326
2657 124 1326
2658 124 1326
2659 59 8411
2660 59 8411
2661 59 8411
2662 59 8411
2663 59 8411
2664 33 8407
2665 33 8407
2666 33 8407
2667 33 8407
2668 33 8407
2669 33 8407
2670 33 8407
2671 33 8407
2672 33 8407
2673 33 8407
2674 33 8407
2675 4 8401
2676 94 8419
2677 94 8419
2678 145 0433
2679 145 0433
2680 145 0433
2681 187 0498
2682 187 0498
2683 134 0429
2684 134 0429
2685 134 0429
2686 134 0429
2687 134 0429
2688 134 0429
2689 106 0421
2690 106 0421
2691 106 0421
2692 106 0421
2693 106 0421
2694 106 0421
2695 88 0417
2696 88 0417
2697 88 0417
2698 5 8301
2699 88 0417
2700 88 0417
2701 30 0406
2702 30 0406
2703 30 0406
2704 40 8308
2705 30 0406
2706 40 8308
2707 40 8308
2708 40 8308
2709 104 0621
2710 104 0621
2711 104 0621
2712 104 0621
2713 104 0621
2714 104 0621
2715 104 0621
2716 39 0608
2717 39 0608
2718 39 0608
2719 39 0608
2720 39 0608
2721 39 0608
2722 39 0608
2723 163 0650
2724 163 0650
2725 68 0612
2726 68 0612
2727 158 0643
2728 68 0612
2729 36 0607
2730 36 0607
2731 47 0609
2732 47 0609
2733 47 0609
2734 167 0652
2735 167 0652
2736 144 1333
2737 144 1333
2738 144 1333
2739 144 1333
2740 140 1331
2741 140 1331
2742 140 1331
2743 140 1331
2744 140 1331
2745 124 1326
2746 124 1326
2747 124 1326
2748 124 1326
2749 124 1326
2750 124 1326
2751 59 8411
2752 59 8411
2753 33 8407
2754 33 8407
2755 33 8407
2756 33 8407
2757 33 8407
2758 33 8407
2759 94 8419
2760 94 8419
2761 94 8419
2762 94 8419
2763 94 8419
2764 94 8419
2765 94 8419
2766 145 0433
2767 145 0433
2768 143 0432
2769 143 0432
2770 187 0498
2771 134 0429
2772 134 0429
2773 134 0429
2774 134 0429
2775 106 0421
2776 106 0421
2777 106 0421
2778 106 0421
2779 106 0421
2780 106 0421
2781 88 0417
2782 5 8301
2783 88 0417
2784 88 0417
2785 88 0417
2786 88 0417
2787 40 8308
2788 40 8308
2789 40 8308
2790 40 8308
2791 40 8308
2792 40 8308
2793 104 0621
2794 104 0621
2795 104 0621
2796 104 0621
2797 104 0621
2798 104 0621
2799 104 0621
2800 104 0621
2801 104 0621
2802 7 0602
2803 39 0608
2804 39 0608
2805 7 0602
2806 7 0602
2807 7 0602
2808 130 0628
2809 130 0628
2810 130 0628
2811 130 0628
2812 189 0699
2813 189 0699
2814 189 0699
2815 158 0643
2816 158 0643
2817 158 0643
2818 158 0643
2819 158 0643
2820 136 0630
2821 13 0603
2822 144 1333
2823 144 1333
2824 144 1333
2825 144 1333
2826 144 1333
2827 140 1331
2828 140 1331
2829 140 1331
2830 140 1331
2831 140 1331
2832 140 1331
2833 124 1326
2834 124 1326
2835 124 1326
2836 124 1326
2837 124 1326
2838 59 8411
2839 59 8411
2840 59 8411
2841 33 8407
2842 41 8408
2843 41 8408
2844 41 8408
2845 41 8408
2846 94 8419
2847 94 8419
2848 94 8419
2849 94 8419
2850 94 8419
2851 94 8419
2852 94 8419
2853 94 8419
2854 94 8419
2855 94 8419
2856 143 0432
2857 143 0432
2858 143 0432
2859 143 0432
2860 134 0429
2861 134 0429
2862 134 0429
2863 134 0429
2864 134 0429
2865 134 0429
2866 134 0429
2867 106 0421
2868 106 0421
2869 106 0421
2870 106 0421
2871 106 0421
2872 5 8301
2873 5 8301
2874 5 8301
2875 5 8301
2876 5 8301
2877 30 0406
2878 40 8308
2879 40 8308
2880 40 8308
2881 40 8308
2882 40 8308
2883 40 8308
2884 40 8308
2885 65 8312
2886 104 0621
2887 121 0625
2888 121 0625
2889 104 0621
2890 104 0621
2891 104 0621
2892 7 0602
2893 7 0602
2894 7 0602
2895 7 0602
2896 7 0602
2897 130 0628
2898 130 0628
2899 130 0628
2900 130 0628
2901 189 0699
2902 189 0699
2903 189 0699
2904 189 0699
2905 189 0699
2906 158 0643
2907 136 0630
2908 136 0630
2909 136 0630
2910 144 1333
2911 144 1333
2912 144 1333
2913 144 1333
2914 144 1333
2915 140 1331
2916 140 1331
2917 140 1331
2918 140 1331
2919 140 1331
2920 140 1331
2921 124 1326
2922 124 1326
2923 124 1326
2924 124 1326
2925 124 1326
2926 124 1326
2927 124 1326
2928 59 8411
2929 41 8408
2930 41 8408
2931 41 8408
2932 41 8408
2933 41 8408
2934 41 8408
2935 41 8408
2936 41 8408
2937 41 8408
2938 41 8408
2939 94 8419
2940 94 8419
2941 94 8419
2942 94 8419
2943 94 8419
2944 94 8419
2945 94 8419
2946 94 8419
2947 94 8419
2948 94 8419
2949 143 0432
2950 143 0432
2951 143 0432
2952 134 0429
2953 134 0429
2954 134 0429
2955 134 0429
2956 97 8319
2957 106 0421
2958 106 0421
2959 106 0421
2960 106 0421
2961 106 0421
2962 106 0421
2963 106 0421
2964 5 8301
2965 40 8308
2966 40 8308
2967 40 8308
2968 40 8308
2969 40 8308
2970 40 8308
2971 40 8308
2972 40 8308
2973 65 8312
2974 65 8312
2975 121 0625
2976 121 0625
2977 121 0625
2978 7 0602
2979 7 0602
2980 7 0602
2981 7 0602
2982 7 0602
2983 7 0602
2984 7 0602
2985 7 0602
2986 130 0628
2987 130 0628
2988 130 0628
2989 130 0628
2990 189 0699
2991 189 0699
2992 189 0699
2993 189 0699
2994 189 0699
2995 136 0630
2996 144 1333
2997 144 1333
2998 144 1333
2999 144 1333
3000 144 1333
3001 140 1331
3002 140 1331
3003 140 1331
3004 140 1331
3005 140 1331
3006 124 1326
3007 124 1326
3008 124 1326
3009 124 1326
3010 124 1326
3011 124 1326
3012 48 1309
3013 41 8408
3014 41 8408
3015 41 8408
3016 41 8408
3017 41 8408
3018 41 8408
3019 41 8408
3020 41 8408
3021 41 8408
3022 41 8408
3023 41 8408
3024 41 8408
3025 94 8419
3026 94 8419
3027 94 8419
3028 94 8419
3029 94 8419
3030 94 8419
3031 94 8419
3032 94 8419
3033 94 8419
3034 94 8419
3035 94 8419
3036 94 8419
3037 143 0432
3038 97 8319
3039 97 8319
3040 97 8319
3041 134 0429
3042 134 0429
3043 134 0429
3044 106 0421
3045 106 0421
3046 106 0421
3047 106 0421
3048 106 0421
3049 5 8301
3050 5 8301
3051 5 8301
3052 5 8301
3053 40 8308
3054 40 8308
3055 40 8308
3056 40 8308
3057 40 8308
3058 40 8308
3059 40 8308
3060 40 8308
3061 40 8308
3062 65 8312
3063 121 0625
3064 121 0625
3065 121 0625
3066 7 0602
3067 7 0602
3068 7 0602
3069 7 0602
3070 7 0602
3071 7 0602
3072 7 0602
3073 159 0645
3074 159 0645
3075 130 0628
3076 130 0628
3077 189 0699
3078 189 0699
3079 189 0699
3080 136 0630
3081 184 1398
3082 144 1333
3083 144 1333
3084 144 1333
3085 14 1303
3086 14 1303
3087 140 1331
3088 140 1331
3089 140 1331
3090 124 1326
3091 124 1326
3092 48 1309
3093 124 1326
3094 124 1326
3095 124 1326
3096 48 1309
3097 48 1309
3098 48 1309
3099 48 1309
3100 48 1309
3101 64 1312
3102 64 1312
3103 64 1312
3104 41 8408
3105 41 8408
3106 41 8408
3107 41 8408
3108 41 8408
3109 94 8419
3110 94 8419
3111 94 8419
3112 94 8419
3113 94 8419
3114 94 8419
3115 94 8419
3116 94 8419
3117 94 8419
3118 94 8419
3119 94 8419
3120 94 8419
3121 94 8419
3122 97 8319
3123 97 8319
3124 97 8319
3125 134 0429
3126 97 8319
3127 97 8319
3128 106 0421
3129 106 0421
3130 106 0421
3131 126 8326
3132 5 8301
3133 5 8301
3134 5 8301
3135 5 8301
3136 5 8301
3137 40 8308
3138 40 8308
3139 65 8312
3140 65 8312
3141 65 8312
3142 65 8312
3143 65 8312
3144 121 0625
3145 121 0625
3146 121 0625
3147 121 0625
3148 171 0694
3149 171 0694
3150 7 0602
3151 7 0602
3152 7 0602
3153 7 0602
3154 7 0602
3155 159 0645
3156 159 0645
3157 175 0696
3158 175 0696
3159 22 0605
3160 189 0699
3161 184 1398
3162 184 1398
3163 14 1303
3164 14 1303
3165 14 1303
3166 14 1303
3167 140 1331
3168 140 1331
3169 140 1331
3170 140 1331
3171 48 1309
3172 48 1309
3173 48 1309
3174 48 1309
3175 48 1309
3176 124 1326
3177 48 1309
3178 48 1309
3179 48 1309
3180 48 1309
3181 64 1312
3182 64 1312
3183 64 1312
3184 64 1312
3185 64 1312
3186 64 1312
3187 41 8408
3188 41 8408
3189 41 8408
3190 41 8408
3191 94 8419
3192 94 8419
3193 94 8419
3194 94 8419
3195 94 8419
3196 94 8419
3197 94 8419
3198 94 8419
3199 94 8419
3200 94 8419
3201 94 8419
3202 127 1327
3203 97 8319
3204 97 8319
3205 97 8319
3206 97 8319
3207 97 8319
3208 97 8319
3209 97 8319
3210 97 8319
3211 106 0421
3212 106 0421
3213 126 8326
3214 126 8326
3215 126 8326
3216 5 8301
3217 5 8301
3218 65 8312
3219 65 8312
3220 65 8312
3221 121 0625
3222 121 0625
3223 121 0625
3224 121 0625
3225 121 0625
3226 171 0694
3227 171 0694
3228 171 0694
3229 7 0602
3230 7 0602
3231 7 0602
3232 7 0602
3233 7 0602
3234 159 0645
3235 159 0645
3236 175 0696
3237 175 0696
3238 22 0605
3239 189 0699
3240 184 1398
3241 184 1398
3242 14 1303
3243 14 1303
3244 14 1303
3245 140 1331
3246 140 1331
3247 140 1331
3248 140 1331
3249 140 1331
3250 48 1309
3251 48 1309
3252 48 1309
3253 48 1309
3254 48 1309
3255 48 1309
3256 48 1309
3257 48 1309
3258 48 1309
3259 48 1309
3260 48 1309
3261 48 1309
3262 48 1309
3263 64 1312
3264 64 1312
3265 64 1312
3266 64 1312
3267 64 1312
3268 64 1312
3269 64 1312
3270 41 8408
3271 94 8419
3272 94 8419
3273 94 8419
3274 94 8419
3275 94 8419
3276 94 8419
3277 94 8419
3278 94 8419
3279 94 8419
3280 127 1327
3281 127 1327
3282 127 1327
3283 127 1327
3284 97 8319
3285 97 8319
3286 97 8319
3287 97 8319
3288 97 8319
3289 106 0421
3290 126 8326
3291 126 8326
3292 126 8326
3293 126 8326
3294 5 8301
3295 65 8312
3296 65 8312
3297 65 8312
3298 65 8312
3299 121 0625
3300 121 0625
3301 121 0625
3302 121 0625
3303 121 0625
3304 171 0694
3305 171 0694
3306 171 0694
3307 7 0602
3308 7 0602
3309 7 0602
3310 159 0645
3311 159 0645
3312 159 0645
3313 159 0645
3314 184 1398
3315 184 1398
3316 184 1398
3317 184 1398
3318 184 1398
3319 184 1398
3320 184 1398
3321 184 1398
3322 184 1398
3323 184 1398
3324 184 1398
3325 140 1331
3326 140 1331
3327 48 1309
3328 48 1309
3329 48 1309
3330 48 1309
3331 48 1309
3332 48 1309
3333 14 1303
3334 48 1309
3335 48 1309
3336 48 1309
3337 48 1309
3338 142 1332
3339 165 1351
3340 165 1351
3341 48 1309
3342 48 1309
3343 64 1312
3344 64 1312
3345 64 1312
3346 64 1312
3347 64 1312
3348 64 1312
3349 64 1312
3350 127 1327
3351 127 1327
3352 94 8419
3353 94 8419
3354 94 8419
3355 94 8419
3356 94 8419
3357 127 1327
3358 127 1327
3359 127 1327
3360 127 1327
3361 97 8319
3362 97 8319
3363 97 8319
3364 97 8319
3365 97 8319
3366 97 8319
3367 126 8326
3368 126 8326
3369 126 8326
3370 126 8326
3371 126 8326
3372 126 8326
3373 5 8301
3374 5 8301
3375 29 8306
3376 65 8312
3377 65 8312
3378 65 8312
3379 65 8312
3380 65 8312
3381 65 8312
3382 65 8312
3383 121 0625
3384 121 0625
3385 121 0625
3386 121 0625
3387 171 0694
3388 171 0694
3389 171 0694
3390 160 0646
3391 7 0602
3392 7 0602
3393 2 0601
3394 2 0601
3395 2 0601
3396 159 0645
3397 184 1398
3398 184 1398
3399 184 1398
3400 184 1398
3401 184 1398
3402 184 1398
3403 184 1398
3404 184 1398
3405 184 1398
3406 184 1398
3407 184 1398
3408 184 1398
3409 14 1303
3410 14 1303
3411 14 1303
3412 14 1303
3413 14 1303
3414 14 1303
3415 48 1309
3416 48 1309
3417 142 1332
3418 142 1332
3419 142 1332
3420 142 1332
3421 165 1351
3422 165 1351
3423 64 1312
3424 64 1312
3425 64 1312
3426 64 1312
3427 64 1312
3428 64 1312
3429 64 1312
3430 64 1312
3431 127 1327
3432 127 1327
3433 127 1327
3434 127 1327
3435 127 1327
3436 127 1327
3437 127 1327
3438 127 1327
3439 127 1327
3440 127 1327
3441 127 1327
3442 127 1327
3443 127 1327
3444 97 8319
3445 97 8319
3446 97 8319
3447 97 8319
3448 97 8319
3449 97 8319
3450 97 8319
3451 97 8319
3452 97 8319
3453 126 8326
3454 126 8326
3455 126 8326
3456 126 8326
3457 126 8326
3458 5 8301
3459 5 8301
3460 5 8301
3461 58 8311
3462 58 8311
3463 58 8311
3464 29 8306
3465 29 8306
3466 29 8306
3467 29 8306
3468 29 8306
3469 29 8306
3470 65 8312
3471 65 8312
3472 65 8312
3473 65 8312
3474 65 8312
3475 65 8312
3476 65 8312
3477 65 8312
3478 65 8312
3479 121 0625
3480 121 0625
3481 121 0625
3482 52 0610
3483 160 0646
3484 160 0646
3485 160 0646
3486 160 0646
3487 7 0602
3488 7 0602
3489 2 0601
3490 177 0697
3491 184 1398
3492 184 1398
3493 184 1398
3494 184 1398
3495 184 1398
3496 184 1398
3497 184 1398
3498 184 1398
3499 184 1398
3500 184 1398
3501 184 1398
3502 184 1398
3503 184 1398
3504 14 1303
3505 14 1303
3506 14 1303
3507 14 1303
3508 14 1303
3509 14 1303
3510 14 1303
3511 14 1303
3512 142 1332
3513 48 1309
3514 142 1332
3515 142 1332
3516 142 1332
3517 142 1332
3518 142 1332
3519 165 1351
3520 165 1351
3521 64 1312
3522 64 1312
3523 64 1312
3524 64 1312
3525 64 1312
3526 64 1312
3527 64 1312
3528 64 1312
3529 127 1327
3530 127 1327
3531 127 1327
3532 127 1327
3533 127 1327
3534 127 1327
3535 127 1327
3536 127 1327
3537 127 1327
3538 127 1327
3539 127 1327
3540 127 1327
3541 97 8319
3542 97 8319
3543 97 8319
3544 97 8319
3545 97 8319
3546 97 8319
3547 97 8319
3548 97 8319
3549 97 8319
3550 97 8319
3551 97 8319
3552 126 8326
3553 126 8326
3554 126 8326
3555 5 8301
3556 5 8301
3557 5 8301
3558 5 8301
3559 58 8311
3560 58 8311
3561 58 8311
3562 29 8306
3563 29 8306
3564 29 8306
3565 29 8306
3566 29 8306
3567 29 8306
3568 29 8306
3569 29 8306
3570 65 8312
3571 65 8312
3572 65 8312
3573 65 8312
3574 65 8312
3575 65 8312
3576 65 8312
3577 65 8312
3578 65 8312
3579 65 8312
3580 65 8312
3581 65 8312
3582 65 8312
3583 52 0610
3584 160 0646
3585 160 0646
3586 160 0646
3587 160 0646
3588 147 0635
3589 177 0697
3590 177 0697
3591 184 1398
3592 184 1398
3593 184 1398
3594 184 1398
3595 184 1398
3596 184 1398
3597 184 1398
3598 184 1398
3599 184 1398
3600 184 1398
3601 184 1398
3602 184 1398
3603 184 1398
3604 14 1303
3605 14 1303
3606 14 1303
3607 14 1303
3608 14 1303
3609 14 1303
3610 14 1303
3611 14 1303
3612 142 1332
3613 142 1332
3614 142 1332
3615 142 1332
3616 142 1332
3617 142 1332
3618 142 1332
3619 165 1351
3620 165 1351
3621 165 1351
