location subarea NOM_COMM
945 176 ENTREPIERRES
946 359 SAINT-GENIEZ
947 359 SAINT-GENIEZ
948 349 "LA ROBINE-SUR-GALABRE"
949 314 "LA JAVIE"
950 280 BEAUJEU
951 340 PRADS-HAUTE-BLEONE
952 340 PRADS-HAUTE-BLEONE
953 35 COLMARS
954 35 COLMARS
955 568 ENTRAUNES
956 617 SAINT-ETIENNE-DE-TINEE
957 581 ISOLA
958 581 ISOLA
959 581 ISOLA
960 581 ISOLA
961 22 MONDRAGON
962 22 MONDRAGON
963 22 MONDRAGON
964 898 MORNAS
965 937 UCHAUX
966 884 LAGARDE-PAREOL
967 918 SAINTE-CECILE-LES-VIGNES
968 918 SAINTE-CECILE-LES-VIGNES
969 862 CAIRANNE
970 862 CAIRANNE
971 909 RASTEAU
972 909 RASTEAU
973 139 SEGURET
974 139 SEGURET
975 939 VAISON-LA-ROMAINE
976 871 CRESTET
977 873 ENTRECHAUX
978 873 ENTRECHAUX
979 63 EOURRES
980 63 EOURRES
981 199 RIBIERS
982 199 RIBIERS
983 199 RIBIERS
984 199 RIBIERS
985 379 SISTERON
986 379 SISTERON
987 379 SISTERON
988 176 ENTREPIERRES
989 176 ENTREPIERRES
990 168 "LE CASTELLARD-MELAN"
991 357 HAUTES-DUYES
992 349 "LA ROBINE-SUR-GALABRE"
993 349 "LA ROBINE-SUR-GALABRE"
994 349 "LA ROBINE-SUR-GALABRE"
995 314 "LA JAVIE"
996 314 "LA JAVIE"
997 280 BEAUJEU
998 340 PRADS-HAUTE-BLEONE
999 395 VILLARS-COLMARS
1000 35 COLMARS
1001 35 COLMARS
1002 568 ENTRAUNES
1003 581 ISOLA
1004 581 ISOLA
1005 898 MORNAS
1006 898 MORNAS
1007 898 MORNAS
1008 937 UCHAUX
1009 932 SERIGNAN-DU-COMTAT
1010 918 SAINTE-CECILE-LES-VIGNES
1011 918 SAINTE-CECILE-LES-VIGNES
1012 140 TRAVAILLAN
1013 862 CAIRANNE
1014 909 RASTEAU
1015 139 SEGURET
1016 139 SEGURET
1017 139 SEGURET
1018 871 CRESTET
1019 871 CRESTET
1020 873 ENTRECHAUX
1021 134 MALAUCENE
1022 134 MALAUCENE
1023 134 MALAUCENE
1024 921 SAINT-LEGER-DU-VENTOUX
1025 921 SAINT-LEGER-DU-VENTOUX
1026 921 SAINT-LEGER-DU-VENTOUX
1027 128 BRANTES
1028 128 BRANTES
1029 149 NOYERS-SUR-JABRON
1030 149 NOYERS-SUR-JABRON
1031 282 BEVONS
1032 282 BEVONS
1033 379 SISTERON
1034 379 SISTERON
1035 176 ENTREPIERRES
1036 176 ENTREPIERRES
1037 168 "LE CASTELLARD-MELAN"
1038 357 HAUTES-DUYES
1039 349 "LA ROBINE-SUR-GALABRE"
1040 349 "LA ROBINE-SUR-GALABRE"
1041 349 "LA ROBINE-SUR-GALABRE"
1042 289 "LE BRUSQUET"
1043 314 "LA JAVIE"
1044 314 "LA JAVIE"
1045 340 PRADS-HAUTE-BLEONE
1046 340 PRADS-HAUTE-BLEONE
1047 395 VILLARS-COLMARS
1048 35 COLMARS
1049 13 SAINT-MARTIN-D'ENTRAUNES
1050 641 TENDE
1051 898 MORNAS
1052 898 MORNAS
1053 904 PIOLENC
1054 904 PIOLENC
1055 932 SERIGNAN-DU-COMTAT
1056 932 SERIGNAN-DU-COMTAT
1057 932 SERIGNAN-DU-COMTAT
1058 140 TRAVAILLAN
1059 140 TRAVAILLAN
1060 950 VIOLES
1061 950 VIOLES
1062 916 SABLET
1063 916 SABLET
1064 134 MALAUCENE
1065 134 MALAUCENE
1066 134 MALAUCENE
1067 854 BEAUMONT-DU-VENTOUX
1068 854 BEAUMONT-DU-VENTOUX
1069 128 BRANTES
1070 128 BRANTES
1071 931 SAVOILLAN
1072 185 "LES OMERGUES"
1073 185 "LES OMERGUES"
1074 299 CUREL
1075 299 CUREL
1076 299 CUREL
1077 56 SAINT-VINCENT-SUR-JABRON
1078 56 SAINT-VINCENT-SUR-JABRON
1079 56 SAINT-VINCENT-SUR-JABRON
1080 149 NOYERS-SUR-JABRON
1081 149 NOYERS-SUR-JABRON
1082 149 NOYERS-SUR-JABRON
1083 282 BEVONS
1084 282 BEVONS
1085 379 SISTERON
1086 379 SISTERON
1087 371 SALIGNAC
1088 371 SALIGNAC
1089 371 SALIGNAC
1090 384 THOARD
1091 384 THOARD
1092 384 THOARD
1093 357 HAUTES-DUYES
1094 349 "LA ROBINE-SUR-GALABRE"
1095 349 "LA ROBINE-SUR-GALABRE"
1096 45 MARCOUX
1097 289 "LE BRUSQUET"
1098 303 DRAIX
1099 314 "LA JAVIE"
1100 340 PRADS-HAUTE-BLEONE
1101 340 PRADS-HAUTE-BLEONE
1102 152 BEAUVEZER
1103 152 BEAUVEZER
1104 13 SAINT-MARTIN-D'ENTRAUNES
1105 555 CHATEAUNEUF-D'ENTRAUNES
1106 594 PEONE
1107 641 TENDE
1108 641 TENDE
1109 641 TENDE
1110 641 TENDE
1111 641 TENDE
1112 898 MORNAS
1113 898 MORNAS
1114 904 PIOLENC
1115 904 PIOLENC
1116 900 ORANGE
1117 900 ORANGE
1118 265 CAMARET-SUR-AIGUES
1119 265 CAMARET-SUR-AIGUES
1120 140 TRAVAILLAN
1121 950 VIOLES
1122 2 GIGONDAS
1123 2 GIGONDAS
1124 2 GIGONDAS
1125 935 SUZETTE
1126 935 SUZETTE
1127 848 "LE BARROUX"
1128 134 MALAUCENE
1129 134 MALAUCENE
1130 854 BEAUMONT-DU-VENTOUX
1131 854 BEAUMONT-DU-VENTOUX
1132 185 "LES OMERGUES"
1133 185 "LES OMERGUES"
1134 293 CHATEAUNEUF-MIRAVAIL
1135 293 CHATEAUNEUF-MIRAVAIL
1136 56 SAINT-VINCENT-SUR-JABRON
1137 56 SAINT-VINCENT-SUR-JABRON
1138 149 NOYERS-SUR-JABRON
1139 149 NOYERS-SUR-JABRON
1140 149 NOYERS-SUR-JABRON
1141 390 VALBELLE
1142 390 VALBELLE
1143 379 SISTERON
1144 333 PEIPIN
1145 371 SALIGNAC
1146 371 SALIGNAC
1147 384 THOARD
1148 384 THOARD
1149 384 THOARD
1150 384 THOARD
1151 45 MARCOUX
1152 45 MARCOUX
1153 45 MARCOUX
1154 303 DRAIX
1155 340 PRADS-HAUTE-BLEONE
1156 340 PRADS-HAUTE-BLEONE
1157 404 THORAME-BASSE
1158 153 THORAME-HAUTE
1159 152 BEAUVEZER
1160 13 SAINT-MARTIN-D'ENTRAUNES
1161 13 SAINT-MARTIN-D'ENTRAUNES
1162 231 VILLENEUVE-D'ENTRAUNES
1163 231 VILLENEUVE-D'ENTRAUNES
1164 213 GUILLAUMES
1165 213 GUILLAUMES
1166 594 PEONE
1167 594 PEONE
1168 608 ROURE
1169 221 SAINT-SAUVEUR-SUR-TINEE
1170 157 SAINT-MARTIN-VESUBIE
1171 157 SAINT-MARTIN-VESUBIE
1172 641 TENDE
1173 641 TENDE
1174 641 TENDE
1175 641 TENDE
1176 640 "LA BRIGUE"
1177 904 PIOLENC
1178 904 PIOLENC
1179 904 PIOLENC
1180 900 ORANGE
1181 900 ORANGE
1182 900 ORANGE
1183 265 CAMARET-SUR-AIGUES
1184 265 CAMARET-SUR-AIGUES
1185 880 JONQUIERES
1186 950 VIOLES
1187 938 VACQUEYRAS
1188 2 GIGONDAS
1189 133 LAFARE
1190 912 "LA ROQUE-ALRIC"
1191 848 "LE BARROUX"
1192 848 "LE BARROUX"
1193 856 BEDOIN
1194 856 BEDOIN
1195 846 AUREL
1196 185 "LES OMERGUES"
1197 390 VALBELLE
1198 390 VALBELLE
1199 333 PEIPIN
1200 275 AUBIGNOSC
1201 398 VOLONNE
1202 398 VOLONNE
1203 398 VOLONNE
1204 398 VOLONNE
1205 384 THOARD
1206 384 THOARD
1207 384 THOARD
1208 302 DIGNE-LES-BAINS
1209 45 MARCOUX
1210 45 MARCOUX
1211 45 MARCOUX
1212 164 ARCHAIL
1213 164 ARCHAIL
1214 303 DRAIX
1215 404 THORAME-BASSE
1216 153 THORAME-HAUTE
1217 231 VILLENEUVE-D'ENTRAUNES
1218 222 SAUZE
1219 213 GUILLAUMES
1220 213 GUILLAUMES
1221 213 GUILLAUMES
1222 594 PEONE
1223 594 PEONE
1224 594 PEONE
1225 211 BEUIL
1226 211 BEUIL
1227 220 ROUBION
1228 608 ROURE
1229 157 SAINT-MARTIN-VESUBIE
1230 157 SAINT-MARTIN-VESUBIE
1231 641 TENDE
1232 641 TENDE
1233 641 TENDE
1234 640 "LA BRIGUE"
1235 640 "LA BRIGUE"
1236 640 "LA BRIGUE"
1237 861 CADEROUSSE
1238 900 ORANGE
1239 900 ORANGE
1240 900 ORANGE
1241 900 ORANGE
1242 900 ORANGE
1243 900 ORANGE
1244 880 JONQUIERES
1245 880 JONQUIERES
1246 880 JONQUIERES
1247 930 SARRIANS
1248 938 VACQUEYRAS
1249 851 BEAUMES-DE-VENISE
1250 851 BEAUMES-DE-VENISE
1251 912 "LA ROQUE-ALRIC"
1252 848 "LE BARROUX"
1253 863 CAROMB
1254 266 CRILLON-LE-BRAVE
1255 856 BEDOIN
1256 856 BEDOIN
1257 856 BEDOIN
1258 138 SAULT
1259 846 AUREL
1260 846 AUREL
1261 846 AUREL
1262 185 "LES OMERGUES"
1263 185 "LES OMERGUES"
1264 358 SAINT-ETIENNE-LES-ORGUES
1265 275 AUBIGNOSC
1266 275 AUBIGNOSC
1267 275 AUBIGNOSC
1268 398 VOLONNE
1269 398 VOLONNE
1270 277 BARRAS
1271 292 CHAMPTERCIER
1272 292 CHAMPTERCIER
1273 302 DIGNE-LES-BAINS
1274 302 DIGNE-LES-BAINS
1275 302 DIGNE-LES-BAINS
1276 302 DIGNE-LES-BAINS
1277 302 DIGNE-LES-BAINS
1278 404 THORAME-BASSE
1279 404 THORAME-BASSE
1280 153 THORAME-HAUTE
1281 153 THORAME-HAUTE
1282 222 SAUZE
1283 222 SAUZE
1284 213 GUILLAUMES
1285 213 GUILLAUMES
1286 594 PEONE
1287 211 BEUIL
1288 211 BEUIL
1289 211 BEUIL
1290 220 ROUBION
1291 221 SAINT-SAUVEUR-SUR-TINEE
1292 602 RIMPLAS
1293 632 VALDEBLORE
1294 632 VALDEBLORE
1295 632 VALDEBLORE
1296 157 SAINT-MARTIN-VESUBIE
1297 157 SAINT-MARTIN-VESUBIE
1298 536 BELVEDERE
1299 641 TENDE
1300 641 TENDE
1301 640 "LA BRIGUE"
1302 640 "LA BRIGUE"
1303 640 "LA BRIGUE"
1304 861 CADEROUSSE
1305 861 CADEROUSSE
1306 861 CADEROUSSE
1307 900 ORANGE
1308 900 ORANGE
1309 900 ORANGE
1310 900 ORANGE
1311 880 JONQUIERES
1312 880 JONQUIERES
1313 930 SARRIANS
1314 930 SARRIANS
1315 851 BEAUMES-DE-VENISE
1316 851 BEAUMES-DE-VENISE
1317 851 BEAUMES-DE-VENISE
1318 920 SAINT-HIPPOLYTE-LE-GRAVEYRON
1319 863 CAROMB
1320 863 CAROMB
1321 266 CRILLON-LE-BRAVE
1322 856 BEDOIN
1323 856 BEDOIN
1324 856 BEDOIN
1325 856 BEDOIN
1326 138 SAULT
1327 138 SAULT
1328 138 SAULT
1329 138 SAULT
1330 929 SAINT-TRINIT
1331 929 SAINT-TRINIT
1332 347 REVEST-DU-BION
1333 347 REVEST-DU-BION
1334 347 REVEST-DU-BION
1335 344 REDORTIERS
1336 350 "LA ROCHEGIRON"
1337 312 L'HOSPITALET
1338 294 CHATEAUNEUF-VAL-SAINT-DONAT
1339 294 CHATEAUNEUF-VAL-SAINT-DONAT
1340 294 CHATEAUNEUF-VAL-SAINT-DONAT
1341 32 CHATEAU-ARNOUX-SAINT-AUBAN
1342 32 CHATEAU-ARNOUX-SAINT-AUBAN
1343 292 CHAMPTERCIER
1344 292 CHAMPTERCIER
1345 292 CHAMPTERCIER
1346 302 DIGNE-LES-BAINS
1347 302 DIGNE-LES-BAINS
1348 302 DIGNE-LES-BAINS
1349 302 DIGNE-LES-BAINS
1350 302 DIGNE-LES-BAINS
1351 302 DIGNE-LES-BAINS
1352 404 THORAME-BASSE
1353 404 THORAME-BASSE
1354 404 THORAME-BASSE
1355 153 THORAME-HAUTE
1356 153 THORAME-HAUTE
1357 213 GUILLAUMES
1358 222 SAUZE
1359 213 GUILLAUMES
1360 213 GUILLAUMES
1361 211 BEUIL
1362 211 BEUIL
1363 211 BEUIL
1364 214 ILONSE
1365 632 VALDEBLORE
1366 632 VALDEBLORE
1367 632 VALDEBLORE
1368 635 VENANSON
1369 157 SAINT-MARTIN-VESUBIE
1370 160 ROQUEBILLIERE
1371 160 ROQUEBILLIERE
1372 536 BELVEDERE
1373 536 BELVEDERE
1374 641 TENDE
1375 640 "LA BRIGUE"
1376 640 "LA BRIGUE"
1377 861 CADEROUSSE
1378 861 CADEROUSSE
1379 861 CADEROUSSE
1380 900 ORANGE
1381 900 ORANGE
1382 900 ORANGE
1383 870 COURTHEZON
1384 870 COURTHEZON
1385 930 SARRIANS
1386 930 SARRIANS
1387 930 SARRIANS
1388 845 AUBIGNAN
1389 845 AUBIGNAN
1390 845 AUBIGNAN
1391 845 AUBIGNAN
1392 863 CAROMB
1393 863 CAROMB
1394 925 SAINT-PIERRE-DE-VASSOLS
1395 856 BEDOIN
1396 897 MORMOIRON
1397 874 FLASSAN
1398 874 FLASSAN
1399 894 MONIEUX
1400 894 MONIEUX
1401 138 SAULT
1402 138 SAULT
1403 138 SAULT
1404 138 SAULT
1405 929 SAINT-TRINIT
1406 929 SAINT-TRINIT
1407 347 REVEST-DU-BION
1408 347 REVEST-DU-BION
1409 347 REVEST-DU-BION
1410 344 REDORTIERS
1411 344 REDORTIERS
1412 344 REDORTIERS
1413 350 "LA ROCHEGIRON"
1414 312 L'HOSPITALET
1415 358 SAINT-ETIENNE-LES-ORGUES
1416 179 MALLEFOUGASSE-AUGES
1417 294 CHATEAUNEUF-VAL-SAINT-DONAT
1418 294 CHATEAUNEUF-VAL-SAINT-DONAT
1419 32 CHATEAU-ARNOUX-SAINT-AUBAN
1420 178 L'ESCALE
1421 178 L'ESCALE
1422 323 MIRABEAU
1423 277 BARRAS
1424 272 AIGLUN
1425 272 AIGLUN
1426 272 AIGLUN
1427 302 DIGNE-LES-BAINS
1428 302 DIGNE-LES-BAINS
1429 302 DIGNE-LES-BAINS
1430 175 ENTRAGES
1431 302 DIGNE-LES-BAINS
1432 382 TARTONNE
1433 382 TARTONNE
1434 382 TARTONNE
1435 404 THORAME-BASSE
1436 153 THORAME-HAUTE
1437 153 THORAME-HAUTE
1438 565 DALUIS
1439 213 GUILLAUMES
1440 214 ILONSE
1441 635 VENANSON
1442 635 VENANSON
1443 160 ROQUEBILLIERE
1444 160 ROQUEBILLIERE
1445 536 BELVEDERE
1446 536 BELVEDERE
1447 536 BELVEDERE
1448 141 FONTAN
1449 141 FONTAN
1450 861 CADEROUSSE
1451 861 CADEROUSSE
1452 900 ORANGE
1453 868 CHATEAUNEUF-DU-PAPE
1454 870 COURTHEZON
1455 870 COURTHEZON
1456 870 COURTHEZON
1457 870 COURTHEZON
1458 930 SARRIANS
1459 930 SARRIANS
1460 270 LORIOL-DU-COMTAT
1461 270 LORIOL-DU-COMTAT
1462 845 AUBIGNAN
1463 130 CARPENTRAS
1464 130 CARPENTRAS
1465 135 MAZAN
1466 135 MAZAN
1467 897 MORMOIRON
1468 897 MORMOIRON
1469 897 MORMOIRON
1470 949 VILLES-SUR-AUZON
1471 949 VILLES-SUR-AUZON
1472 894 MONIEUX
1473 894 MONIEUX
1474 894 MONIEUX
1475 138 SAULT
1476 138 SAULT
1477 138 SAULT
1478 138 SAULT
1479 347 REVEST-DU-BION
1480 347 REVEST-DU-BION
1481 347 REVEST-DU-BION
1482 344 REDORTIERS
1483 344 REDORTIERS
1484 350 "LA ROCHEGIRON"
1485 372 SAUMANE
1486 358 SAINT-ETIENNE-LES-ORGUES
1487 297 CRUIS
1488 297 CRUIS
1489 297 CRUIS
1490 179 MALLEFOUGASSE-AUGES
1491 179 MALLEFOUGASSE-AUGES
1492 181 MONTFORT
1493 181 MONTFORT
1494 32 CHATEAU-ARNOUX-SAINT-AUBAN
1495 178 L'ESCALE
1496 44 MALIJAI
1497 323 MIRABEAU
1498 323 MIRABEAU
1499 272 AIGLUN
1500 272 AIGLUN
1501 302 DIGNE-LES-BAINS
1502 302 DIGNE-LES-BAINS
1503 302 DIGNE-LES-BAINS
1504 175 ENTRAGES
1505 175 ENTRAGES
1506 175 ENTRAGES
1507 34 CLUMANC
1508 34 CLUMANC
1509 315 LAMBRUISSE
1510 328 "LA MURE-ARGENS"
1511 153 THORAME-HAUTE
1512 153 THORAME-HAUTE
1513 46 MEAILLES
1514 565 DALUIS
1515 565 DALUIS
1516 596 PIERLAS
1517 596 PIERLAS
1518 214 ILONSE
1519 214 ILONSE
1520 585 MARIE
1521 160 ROQUEBILLIERE
1522 160 ROQUEBILLIERE
1523 536 BELVEDERE
1524 161 SAORGE
1525 161 SAORGE
1526 141 FONTAN
1527 141 FONTAN
1528 868 CHATEAUNEUF-DU-PAPE
1529 868 CHATEAUNEUF-DU-PAPE
1530 868 CHATEAUNEUF-DU-PAPE
1531 870 COURTHEZON
1532 870 COURTHEZON
1533 855 BEDARRIDES
1534 930 SARRIANS
1535 930 SARRIANS
1536 895 MONTEUX
1537 270 LORIOL-DU-COMTAT
1538 130 CARPENTRAS
1539 130 CARPENTRAS
1540 135 MAZAN
1541 135 MAZAN
1542 135 MAZAN
1543 897 MORMOIRON
1544 897 MORMOIRON
1545 949 VILLES-SUR-AUZON
1546 949 VILLES-SUR-AUZON
1547 894 MONIEUX
1548 894 MONIEUX
1549 138 SAULT
1550 138 SAULT
1551 138 SAULT
1552 137 SAINT-CHRISTOL
1553 137 SAINT-CHRISTOL
1554 137 SAINT-CHRISTOL
1555 326 MONTSALIER
1556 326 MONTSALIER
1557 344 REDORTIERS
1558 30 BANON
1559 30 BANON
1560 52 ONGLES
1561 317 LARDIERS
1562 358 SAINT-ETIENNE-LES-ORGUES
1563 358 SAINT-ETIENNE-LES-ORGUES
1564 182 MONTLAUX
1565 182 MONTLAUX
1566 182 MONTLAUX
1567 335 PEYRUIS
1568 335 PEYRUIS
1569 335 PEYRUIS
1570 47 "LES MEES"
1571 44 MALIJAI
1572 44 MALIJAI
1573 323 MIRABEAU
1574 323 MIRABEAU
1575 320 MALLEMOISSON
1576 171 "LE CHAFFAUT-SAINT-JURSON"
1577 171 "LE CHAFFAUT-SAINT-JURSON"
1578 171 "LE CHAFFAUT-SAINT-JURSON"
1579 175 ENTRAGES
1580 34 CLUMANC
1581 34 CLUMANC
1582 315 LAMBRUISSE
1583 153 THORAME-HAUTE
1584 46 MEAILLES
1585 307 "LE FUGERET"
1586 373 SAUSSES
1587 565 DALUIS
1588 565 DALUIS
1589 563 "LA CROIX-SUR-ROUDOULE"
1590 596 PIERLAS
1591 596 PIERLAS
1592 557 CLANS
1593 557 CLANS
1594 160 ROQUEBILLIERE
1595 212 "LA BOLLENE-VESUBIE"
1596 161 SAORGE
1597 161 SAORGE
1598 161 SAORGE
1599 161 SAORGE
1600 868 CHATEAUNEUF-DU-PAPE
1601 868 CHATEAUNEUF-DU-PAPE
1602 855 BEDARRIDES
1603 855 BEDARRIDES
1604 855 BEDARRIDES
1605 895 MONTEUX
1606 895 MONTEUX
1607 895 MONTEUX
1608 895 MONTEUX
1609 130 CARPENTRAS
1610 130 CARPENTRAS
1611 130 CARPENTRAS
1612 135 MAZAN
1613 135 MAZAN
1614 135 MAZAN
1615 897 MORMOIRON
1616 857 BLAUVAC
1617 857 BLAUVAC
1618 857 BLAUVAC
1619 894 MONIEUX
1620 894 MONIEUX
1621 894 MONIEUX
1622 138 SAULT
1623 138 SAULT
1624 138 SAULT
1625 137 SAINT-CHRISTOL
1626 137 SAINT-CHRISTOL
1627 137 SAINT-CHRISTOL
1628 137 SAINT-CHRISTOL
1629 326 MONTSALIER
1630 326 MONTSALIER
1631 326 MONTSALIER
1632 30 BANON
1633 30 BANON
1634 52 ONGLES
1635 52 ONGLES
1636 52 ONGLES
1637 358 SAINT-ETIENNE-LES-ORGUES
1638 358 SAINT-ETIENNE-LES-ORGUES
1639 348 REVEST-SAINT-MARTIN
1640 182 MONTLAUX
1641 182 MONTLAUX
1642 377 SIGONCE
1643 335 PEYRUIS
1644 335 PEYRUIS
1645 47 "LES MEES"
1646 47 "LES MEES"
1647 44 MALIJAI
1648 44 MALIJAI
1649 171 "LE CHAFFAUT-SAINT-JURSON"
1650 171 "LE CHAFFAUT-SAINT-JURSON"
1651 171 "LE CHAFFAUT-SAINT-JURSON"
1652 322 MEZEL
1653 322 MEZEL
1654 295 CHATEAUREDON
1655 175 ENTRAGES
1656 172 CHAUDON-NORANTE
1657 34 CLUMANC
1658 34 CLUMANC
1659 163 ALLONS
1660 307 "LE FUGERET"
1661 307 "LE FUGERET"
1662 285 BRAUX
1663 285 BRAUX
1664 169 CASTELLET-LES-SAUSSES
1665 169 CASTELLET-LES-SAUSSES
1666 373 SAUSSES
1667 373 SAUSSES
1668 620 SAINT-LEGER
1669 563 "LA CROIX-SUR-ROUDOULE"
1670 563 "LA CROIX-SUR-ROUDOULE"
1671 601 RIGAUD
1672 582 LIEUCHE
1673 532 BAIROLS
1674 228 "LA TOUR"
1675 215 LANTOSQUE
1676 215 LANTOSQUE
1677 212 "LA BOLLENE-VESUBIE"
1678 212 "LA BOLLENE-VESUBIE"
1679 212 "LA BOLLENE-VESUBIE"
1680 87 BREIL-SUR-ROYA
1681 161 SAORGE
1682 161 SAORGE
1683 934 SORGUES
1684 934 SORGUES
1685 934 SORGUES
1686 934 SORGUES
1687 855 BEDARRIDES
1688 895 MONTEUX
1689 895 MONTEUX
1690 895 MONTEUX
1691 895 MONTEUX
1692 130 CARPENTRAS
1693 901 PERNES-LES-FONTAINES
1694 901 PERNES-LES-FONTAINES
1695 135 MAZAN
1696 889 MALEMORT-DU-COMTAT
1697 889 MALEMORT-DU-COMTAT
1698 857 BLAUVAC
1699 857 BLAUVAC
1700 21 METHAMIS
1701 894 MONIEUX
1702 894 MONIEUX
1703 138 SAULT
1704 138 SAULT
1705 138 SAULT
1706 883 LAGARDE-D'APT
1707 137 SAINT-CHRISTOL
1708 137 SAINT-CHRISTOL
1709 378 SIMIANE-LA-ROTONDE
1710 378 SIMIANE-LA-ROTONDE
1711 378 SIMIANE-LA-ROTONDE
1712 326 MONTSALIER
1713 30 BANON
1714 30 BANON
1715 52 ONGLES
1716 52 ONGLES
1717 52 ONGLES
1718 358 SAINT-ETIENNE-LES-ORGUES
1719 306 FONTIENNE
1720 348 REVEST-SAINT-MARTIN
1721 348 REVEST-SAINT-MARTIN
1722 377 SIGONCE
1723 308 GANAGOBIE
1724 47 "LES MEES"
1725 47 "LES MEES"
1726 47 "LES MEES"
1727 341 PUIMICHEL
1728 341 PUIMICHEL
1729 171 "LE CHAFFAUT-SAINT-JURSON"
1730 363 SAINT-JEANNET
1731 322 MEZEL
1732 283 BEYNES
1733 283 BEYNES
1734 172 CHAUDON-NORANTE
1735 172 CHAUDON-NORANTE
1736 34 CLUMANC
1737 183 MORIEZ
1738 328 "LA MURE-ARGENS"
1739 163 ALLONS
1740 163 ALLONS
1741 307 "LE FUGERET"
1742 28 ANNOT
1743 285 BRAUX
1744 354 SAINT-BENOIT
1745 169 CASTELLET-LES-SAUSSES
1746 169 CASTELLET-LES-SAUSSES
1747 563 "LA CROIX-SUR-ROUDOULE"
1748 563 "LA CROIX-SUR-ROUDOULE"
1749 598 PUGET-ROSTANG
1750 601 RIGAUD
1751 226 THIERY
1752 226 THIERY
1753 637 VILLARS-SUR-VAR
1754 587 MASSOINS
1755 532 BAIROLS
1756 557 CLANS
1757 228 "LA TOUR"
1758 98 UTELLE
1759 215 LANTOSQUE
1760 215 LANTOSQUE
1761 12 MOULINET
1762 87 BREIL-SUR-ROYA
1763 87 BREIL-SUR-ROYA
1764 87 BREIL-SUR-ROYA
1765 934 SORGUES
1766 934 SORGUES
1767 934 SORGUES
1768 872 ENTRAIGUES-SUR-LA-SORGUE
1769 872 ENTRAIGUES-SUR-LA-SORGUE
1770 895 MONTEUX
1771 895 MONTEUX
1772 901 PERNES-LES-FONTAINES
1773 901 PERNES-LES-FONTAINES
1774 901 PERNES-LES-FONTAINES
1775 901 PERNES-LES-FONTAINES
1776 919 SAINT-DIDIER
1777 944 VENASQUE
1778 889 MALEMORT-DU-COMTAT
1779 889 MALEMORT-DU-COMTAT
1780 21 METHAMIS
1781 21 METHAMIS
1782 21 METHAMIS
1783 21 METHAMIS
1784 146 LIOUX
1785 928 SAINT-SATURNIN-LES-APT
1786 928 SAINT-SATURNIN-LES-APT
1787 946 VILLARS
1788 883 LAGARDE-D'APT
1789 883 LAGARDE-D'APT
1790 137 SAINT-CHRISTOL
1791 378 SIMIANE-LA-ROTONDE
1792 378 SIMIANE-LA-ROTONDE
1793 378 SIMIANE-LA-ROTONDE
1794 326 MONTSALIER
1795 30 BANON
1796 319 LIMANS
1797 319 LIMANS
1798 319 LIMANS
1799 41 FORCALQUIER
1800 41 FORCALQUIER
1801 41 FORCALQUIER
1802 377 SIGONCE
1803 377 SIGONCE
1804 308 GANAGOBIE
1805 47 "LES MEES"
1806 47 "LES MEES"
1807 341 PUIMICHEL
1808 341 PUIMICHEL
1809 363 SAINT-JEANNET
1810 363 SAINT-JEANNET
1811 322 MEZEL
1812 322 MEZEL
1813 283 BEYNES
1814 172 CHAUDON-NORANTE
1815 188 SAINT-JACQUES
1816 188 SAINT-JACQUES
1817 183 MORIEZ
1818 183 MORIEZ
1819 183 MORIEZ
1820 353 SAINT-ANDRE-LES-ALPES
1821 163 ALLONS
1822 28 ANNOT
1823 28 ANNOT
1824 28 ANNOT
1825 354 SAINT-BENOIT
1826 354 SAINT-BENOIT
1827 177 ENTREVAUX
1828 177 ENTREVAUX
1829 177 ENTREVAUX
1830 599 PUGET-THENIERS
1831 599 PUGET-THENIERS
1832 599 PUGET-THENIERS
1833 599 PUGET-THENIERS
1834 601 RIGAUD
1835 601 RIGAUD
1836 227 TOUET-SUR-VAR
1837 587 MASSOINS
1838 230 TOURNEFORT
1839 228 "LA TOUR"
1840 228 "LA TOUR"
1841 98 UTELLE
1842 215 LANTOSQUE
1843 215 LANTOSQUE
1844 583 LUCERAM
1845 12 MOULINET
1846 87 BREIL-SUR-ROYA
1847 87 BREIL-SUR-ROYA
1848 934 SORGUES
1849 934 SORGUES
1850 872 ENTRAIGUES-SUR-LA-SORGUE
1851 872 ENTRAIGUES-SUR-LA-SORGUE
1852 843 ALTHEN-DES-PALUDS
1853 901 PERNES-LES-FONTAINES
1854 901 PERNES-LES-FONTAINES
1855 901 PERNES-LES-FONTAINES
1856 901 PERNES-LES-FONTAINES
1857 913 "LA ROQUE-SUR-PERNES"
1858 850 "LE BEAUCET"
1859 944 VENASQUE
1860 944 VENASQUE
1861 944 VENASQUE
1862 944 VENASQUE
1863 146 LIOUX
1864 146 LIOUX
1865 146 LIOUX
1866 928 SAINT-SATURNIN-LES-APT
1867 928 SAINT-SATURNIN-LES-APT
1868 946 VILLARS
1869 883 LAGARDE-D'APT
1870 137 SAINT-CHRISTOL
1871 378 SIMIANE-LA-ROTONDE
1872 378 SIMIANE-LA-ROTONDE
1873 378 SIMIANE-LA-ROTONDE
1874 378 SIMIANE-LA-ROTONDE
1875 388 VACHERES
1876 346 REVEST-DES-BROUSSES
1877 346 REVEST-DES-BROUSSES
1878 319 LIMANS
1879 319 LIMANS
1880 41 FORCALQUIER
1881 41 FORCALQUIER
1882 41 FORCALQUIER
1883 337 PIERRERUE
1884 42 LURS
1885 42 LURS
