customer weight coord_x coord_y id_grid2km fid x_LAMB93 y_LAMB93 customer_old
1448 968.2809888295077 4123188.641585236 2327051.230387718 1447 8333 1063606.8 6335458.0 1491
1449 968.2809888295077 4125185.132974193 2326870.9412980634 1448 8334 1065606.8 6335458.0 1492
1450 968.2809888295077 3899449.139663192 2345492.661559119 1449 8360 839606.8 6333458.0 1494
1451 968.2809888295077 3901444.72819213 2345308.175063157 1450 8361 841606.8 6333458.0 1495
1452 968.2809888295077 3903440.327966655 2345123.7261446007 1451 8362 843606.8 6333458.0 1496
1453 968.2809888295077 3905435.938928997 2344939.314804464 1452 8363 845606.8 6333458.0 1497
1454 968.2809888295077 3907431.561021382 2344754.941043745 1453 8364 847606.8 6333458.0 1498
1455 968.2809888295077 3909427.194186023 2344570.6048633675 1454 8365 849606.8 6333458.0 1499
1456 968.2809888295077 3911422.838365124 2344386.3062641807 1455 8366 851606.8 6333458.0 1500
1457 968.2809888295077 3913418.493500882 2344202.0452470253 1456 8367 853606.8 6333458.0 1501
1458 968.2809888295077 3915414.1595354825 2344017.821812637 1457 8368 855606.8 6333458.0 1502
1459 968.2809888295077 3917409.836411102 2343833.635961715 1458 8369 857606.8 6333458.0 1503
1460 968.2809888295077 3919405.52406991 2343649.487694915 1459 8370 859606.8 6333458.0 1504
1461 968.2809888295077 3921401.2224540617 2343465.3770128107 1460 8371 861606.8 6333458.0 1505
1462 968.2809888295077 3923396.931505708 2343281.303915938 1461 8372 863606.8 6333458.0 1506
1463 968.2809888295077 3925392.651166985 2343097.268404771 1462 8373 865606.8 6333458.0 1507
1464 968.2809888295077 3927388.381380024 2342913.2704797257 1463 8374 867606.8 6333458.0 1508
1465 968.2809888295077 3929384.1220869455 2342729.310141176 1464 8375 869606.8 6333458.0 1509
1466 968.2809888295077 3931379.8732298566 2342545.3873894084 1465 8376 871606.8 6333458.0 1510
1467 968.2809888295077 3933375.6347508575 2342361.502224684 1466 8377 873606.8 6333458.0 1511
1468 968.2809888295077 3935371.406592041 2342177.654647191 1467 8378 875606.8 6333458.0 1512
1469 968.2809888295077 3937367.188695485 2341993.84465707 1468 8379 877606.8 6333458.0 1513
1470 968.2809888295077 3939362.98100326 2341810.072254398 1469 8380 879606.8 6333458.0 1514
1471 968.2809888295077 3943354.596000036 2341442.640211451 1470 8382 883606.8 6333458.0 1515
1472 968.2809888295077 3945350.418573127 2341258.9805710656 1471 8383 885606.8 6333458.0 1516
1473 968.2809888295077 3947346.2511187303 2341075.358517883 1472 8384 887606.8 6333458.0 1517
1474 968.2809888295077 3949342.093578866 2340891.774051718 1473 8385 889606.8 6333458.0 1518
1475 968.2809888295077 3951337.9458955433 2340708.2271723114 1474 8386 891606.8 6333458.0 1519
1476 968.2809888295077 3953333.8080107616 2340524.71787935 1475 8387 893606.8 6333458.0 1520
1477 968.2809888295077 3955329.67986651 2340341.2461724645 1476 8388 895606.8 6333458.0 1521
1478 968.2809888295077 3957325.561404768 2340157.81205124 1477 8389 897606.8 6333458.0 1522
1479 968.2809888295077 3961317.353296669 2339791.0565637583 1478 8391 901606.8 6333458.0 1523
1480 968.2809888295077 3963313.26353422 2339607.735196386 1479 8392 903606.8 6333458.0 1524
1481 968.2809888295077 3965309.183222088 2339424.451412407 1480 8393 905606.8 6333458.0 1525
1482 968.2809888295077 3967305.1123022 2339241.2052111225 1481 8394 907606.8 6333458.0 1526
1483 968.2809888295077 3969301.050716472 2339057.9965917696 1482 8395 909606.8 6333458.0 1527
1484 968.2809888295077 3971296.998406808 2338874.825553531 1483 8396 911606.8 6333458.0 1528
1485 968.2809888295077 3973292.955315101 2338691.6920955414 1484 8397 913606.8 6333458.0 1529
1486 968.2809888295077 3983272.876091451 2337776.588474774 1485 8402 923606.8 6333458.0 1532
1487 968.2809888295077 3985268.887086648 2337593.680476794 1486 8403 925606.8 6333458.0 1533
1488 968.2809888295077 3987264.906892752 2337410.8100513816 1487 8404 927606.8 6333458.0 1534
1489 968.2809888295077 3989260.9354515695 2337227.977197229 1488 8405 929606.8 6333458.0 1535
1490 968.2809888295077 3991256.9727048944 2337045.181912941 1489 8406 931606.8 6333458.0 1536
1491 968.2809888295077 3993253.01859451 2336862.4241971066 1490 8407 933606.8 6333458.0 1537
1492 968.2809888295077 3995249.073062189 2336679.7040482303 1491 8408 935606.8 6333458.0 1538
1493 968.2809888295077 3997245.136049689 2336497.021464765 1492 8409 937606.8 6333458.0 1539
1494 968.2809888295077 3999241.207498762 2336314.3764451207 1493 8410 939606.8 6333458.0 1540
1495 968.2809888295077 4001237.287351145 2336131.7689876347 1494 8411 941606.8 6333458.0 1541
1496 968.2809888295077 4003233.375548562 2335949.1990905977 1495 8412 943606.8 6333458.0 1542
1497 968.2809888295077 4005229.4720327295 2335766.666752249 1496 8413 945606.8 6333458.0 1543
1498 968.2809888295077 4007225.576745349 2335584.1719707595 1497 8414 947606.8 6333458.0 1544
1499 968.2809888295077 4009221.6896281135 2335401.7147442643 1498 8415 949606.8 6333458.0 1545
1500 968.2809888295077 4011217.810622701 2335219.295070813 1499 8416 951606.8 6333458.0 1546
1501 968.2809888295077 4013213.939670778 2335036.912948423 1500 8417 953606.8 6333458.0 1547
1502 968.2809888295077 4015210.0767140016 2334854.568375053 1501 8418 955606.8 6333458.0 1548
1503 968.2809888295077 4017206.221694016 2334672.261348597 1502 8419 957606.8 6333458.0 1549
1504 968.2809888295077 4019202.374552453 2334489.991866906 1503 8420 959606.8 6333458.0 1550
1505 968.2809888295077 4021198.535230932 2334307.7599277617 1504 8421 961606.8 6333458.0 1551
1506 968.2809888295077 4023194.703671061 2334125.5655288966 1505 8422 963606.8 6333458.0 1552
1507 968.2809888295077 4027187.0636026426 2333761.2893426674 1506 8424 967606.8 6333458.0 1553
1508 968.2809888295077 4029183.2549772505 2333579.207550483 1507 8425 969606.8 6333458.0 1554
1509 968.2809888295077 4035171.8740350152 2333033.1873476114 1508 8428 975606.8 6333458.0 1555
1510 968.2809888295077 4041160.559265796 2332487.5048500467 1509 8431 981606.8 6333458.0 1556
1511 968.2809888295077 4045153.052069112 2332123.9040956767 1510 8433 985606.8 6333458.0 1557
1512 968.2809888295077 4047149.309090025 2331942.1599830594 1511 8434 987606.8 6333458.0 1558
1513 968.2809888295077 4049145.573112377 2331760.453376174 1512 8435 989606.8 6333458.0 1559
1514 968.2809888295077 4061123.300996121 2330671.0011809813 1513 8441 1001606.8 6333458.0 1560
1515 968.2809888295077 4063119.6123879855 2330489.5570258936 1514 8442 1003606.8 6333458.0 1561
1516 968.2809888295077 4081086.7018366745 2328858.2457917635 1515 8451 1021606.8 6333458.0 1562
1517 968.2809888295077 4083083.0759123936 2328677.176271241 1516 8452 1023606.8 6333458.0 1563
1518 968.2809888295077 4087075.841840832 2328315.149553474 1517 8454 1027606.8 6333458.0 1564
1519 968.2809888295077 4089072.233575932 2328134.1923480923 1518 8455 1029606.8 6333458.0 1565
1520 968.2809888295077 4091068.631079851 2327953.272572855 1519 8456 1031606.8 6333458.0 1566
1521 968.2809888295077 4103047.1339523536 2326868.539715042 1520 8462 1043606.8 6333458.0 1567
1522 968.2809888295077 4105043.5701896087 2326687.881829934 1521 8463 1045606.8 6333458.0 1568
1523 968.2809888295077 4107040.011724545 2326507.2613397646 1522 8464 1047606.8 6333458.0 1569
1524 968.2809888295077 4117022.2968005175 2325604.719648404 1523 8469 1057606.8 6333458.0 1571
1525 968.2809888295077 4119018.768882984 2325424.323428328 1524 8470 1059606.8 6333458.0 1572
1526 968.2809888295077 4123011.727642949 2325063.643066868 1525 8472 1063606.8 6333458.0 1574
1527 968.2809888295077 4125008.214202322 2324883.358915368 1526 8473 1065606.8 6333458.0 1575
1528 968.2809888295077 3903263.901982768 2343135.398607096 1527 8501 843606.8 6331458.0 1576
1529 968.2809888295077 3905259.509186288 2342950.996606152 1528 8502 845606.8 6331458.0 1577
1530 968.2809888295077 3907255.127511846 2342766.632144197 1529 8503 847606.8 6331458.0 1578
1531 968.2809888295077 3909250.7569016 2342582.305222158 1530 8504 849606.8 6331458.0 1579
1532 968.2809888295077 3911246.397297701 2342398.0158409155 1531 8505 851606.8 6331458.0 1580
1533 968.2809888295077 3913242.04864229 2342213.7640013 1532 8506 853606.8 6331458.0 1581
1534 968.2809888295077 3915237.710877496 2342029.549704065 1533 8507 855606.8 6331458.0 1582
1535 968.2809888295077 3917233.3839454446 2341845.372949935 1534 8508 857606.8 6331458.0 1583
1536 968.2809888295077 3919229.067788245 2341661.233739547 1535 8509 859606.8 6331458.0 1584
1537 968.2809888295077 3921224.7623480023 2341477.132073509 1536 8510 861606.8 6331458.0 1585
1538 968.2809888295077 3923220.4675668087 2341293.067952345 1537 8511 863606.8 6331458.0 1586
1539 968.2809888295077 3925216.183386749 2341109.041376564 1538 8512 865606.8 6331458.0 1587
1540 968.2809888295077 3927211.909749897 2340925.052346576 1539 8513 867606.8 6331458.0 1588
1541 968.2809888295077 3929207.6465983177 2340741.100862763 1540 8514 869606.8 6331458.0 1589
1542 968.2809888295077 3931203.393874065 2340557.18692543 1541 8515 871606.8 6331458.0 1590
1543 968.2809888295077 3933199.151519185 2340373.310534849 1542 8516 873606.8 6331458.0 1591
1544 968.2809888295077 3935194.919475712 2340189.471691211 1543 8517 875606.8 6331458.0 1592
1545 968.2809888295077 3937190.697685672 2340005.6703946744 1544 8518 877606.8 6331458.0 1593
1546 968.2809888295077 3939186.48609108 2339821.906645327 1545 8519 879606.8 6331458.0 1594
1547 968.2809888295077 3945173.911899999 2339270.8406804847 1546 8522 885606.8 6331458.0 1595
1548 968.2809888295077 3947169.740507154 2339087.22711968 1547 8523 887606.8 6331458.0 1596
1549 968.2809888295077 3951161.427379545 2338720.112638247 1548 8525 891606.8 6331458.0 1598
1550 968.2809888295077 3955153.153409021 2338353.148341777 1549 8527 895606.8 6331458.0 1599
1551 968.2809888295077 3957149.030962496 2338169.722511985 1550 8528 897606.8 6331458.0 1600
1552 968.2809888295077 3959144.918131016 2337986.3342272057 1551 8529 899606.8 6331458.0 1601
1553 968.2809888295077 3961140.814856485 2337802.983486921 1552 8530 901606.8 6331458.0 1602
1554 968.2809888295077 3963136.7210807945 2337619.670290547 1553 8531 903606.8 6331458.0 1603
1555 968.2809888295077 3965132.6367458254 2337436.394637443 1554 8532 905606.8 6331458.0 1604
1556 968.2809888295077 3967128.561793453 2337253.1565269306 1555 8533 907606.8 6331458.0 1605
1557 968.2809888295077 3969124.4961655336 2337069.9559582416 1556 8534 909606.8 6331458.0 1606
1558 968.2809888295077 3971120.439803919 2336886.792930582 1557 8535 911606.8 6331458.0 1607
1559 968.2809888295077 3973116.3926504473 2336703.667443094 1558 8536 913606.8 6331458.0 1608
1560 968.2809888295077 3975112.3546469472 2336520.579494846 1559 8537 915606.8 6331458.0 1609
1561 968.2809888295077 3977108.325735236 2336337.5290848752 1560 8538 917606.8 6331458.0 1610
1562 968.2809888295077 3981100.2949543935 2335971.540875597 1561 8540 921606.8 6331458.0 1611
1563 968.2809888295077 3983096.292968844 2335788.6030740645 1562 8541 923606.8 6331458.0 1612
1564 968.2809888295077 3985092.299842241 2335605.7028063545 1563 8542 925606.8 6331458.0 1613
1565 968.2809888295077 3987088.31551635 2335422.840071217 1564 8543 927606.8 6331458.0 1614
1566 968.2809888295077 3989084.33993292 2335240.0148673463 1565 8544 929606.8 6331458.0 1615
1567 968.2809888295077 3993076.414760393 2334874.477047895 1566 8546 933606.8 6331458.0 1616
1568 968.2809888295077 3995072.465054742 2334691.764429416 1567 8547 935606.8 6331458.0 1617
1569 968.2809888295077 3997068.523858444 2334509.089336413 1568 8548 937606.8 6331458.0 1618
1570 968.2809888295077 3999064.5911131934 2334326.4517673 1569 8549 939606.8 6331458.0 1619
1571 968.2809888295077 4001060.6667606737 2334143.8517204304 1570 8550 941606.8 6331458.0 1620
1572 968.2809888295077 4003056.750742556 2333961.289194115 1571 8551 943606.8 6331458.0 1621
1573 968.2809888295077 4005052.8430005 2333778.764186585 1572 8552 945606.8 6331458.0 1622
1574 968.2809888295077 4007048.9434761545 2333596.2766960417 1573 8553 947606.8 6331458.0 1623
1575 968.2809888295077 4009045.0521111554 2333413.8267206107 1574 8554 949606.8 6331458.0 1624
1576 968.2809888295077 4011041.168847128 2333231.414258384 1575 8555 951606.8 6331458.0 1625
1577 968.2809888295077 4013037.293625686 2333049.039307367 1576 8556 953606.8 6331458.0 1626
1578 968.2809888295077 4015033.4263884304 2332866.7018655464 1577 8557 955606.8 6331458.0 1627
1579 968.2809888295077 4021021.8719976153 2332319.9145740266 1578 8560 961606.8 6331458.0 1628
1580 968.2809888295077 4029006.574376862 2331591.389847546 1579 8564 969606.8 6331458.0 1629
1581 968.2809888295077 4031002.7689093114 2331409.3523993567 1580 8565 971606.8 6331458.0 1630
1582 968.2809888295077 4034995.180289863 2331045.389965544 1581 8567 975606.8 6331458.0 1631
1583 968.2809888295077 4044976.33618413 2330136.139788013 1582 8572 985606.8 6331458.0 1632
1584 968.2809888295077 4050965.1147672 2329591.0393332927 1583 8575 991606.8 6331458.0 1634
1585 968.2809888295077 4054957.6682817903 2329227.826335212 1584 8577 995606.8 6331458.0 1635
1586 968.2809888295077 4062942.855901495 2328501.849756533 1585 8581 1003606.8 6331458.0 1636
1587 968.2809888295077 4064939.1692537726 2328320.4492211198 1586 8582 1005606.8 6331458.0 1637
1588 968.2809888295077 4066935.489067564 2328139.08612254 1587 8583 1007606.8 6331458.0 1638
1589 968.2809888295077 4068931.815284133 2327957.76045726 1588 8584 1009606.8 6331458.0 1639
1590 968.2809888295077 4078913.5403519575 2327051.693502946 1589 8589 1019606.8 6331458.0 1640
1591 968.2809888295077 4080909.903750994 2326870.592360236 1590 8590 1021606.8 6331458.0 1641
1592 968.2809888295077 4090891.8094379087 2325965.647671916 1591 8595 1031606.8 6331458.0 1642
1593 968.2809888295077 4092888.207901547 2325784.7709107185 1592 8596 1033606.8 6331458.0 1643
1594 968.2809888295077 4104866.71501832 2324700.2952207085 1593 8602 1045606.8 6331458.0 1644
1595 968.2809888295077 4106863.1517099794 2324519.680043777 1594 8603 1047606.8 6331458.0 1645
1596 968.2809888295077 4118841.879523296 2323436.7731888834 1595 8609 1059606.8 6331458.0 1646
1597 968.2809888295077 4120838.351551527 2323256.419369121 1596 8610 1061606.8 6331458.0 1647
1598 968.2809888295077 4122834.828391517 2323076.10286647 1597 8611 1063606.8 6331458.0 1648
1599 968.2809888295077 4124831.309984144 2322895.8236758406 1598 8612 1065606.8 6331458.0 1649
1600 968.2809888295077 3905083.10918843 2340962.7235989897 1599 8641 845606.8 6329458.0 1650
1601 968.2809888295077 3907078.723608729 2340778.368452795 1600 8642 847606.8 6329458.0 1651
1602 968.2809888295077 3909074.3490851736 2340594.050806163 1601 8643 849606.8 6329458.0 1652
1603 968.2809888295077 3911069.985559861 2340409.770659972 1602 8644 851606.8 6329458.0 1653
1604 968.2809888295077 3913065.632974877 2340225.528015062 1603 8645 853606.8 6329458.0 1654
1605 968.2809888295077 3915061.291272296 2340041.3228722024 1604 8646 855606.8 6329458.0 1655
1606 968.2809888295077 3917056.960394187 2339857.155232116 1605 8647 857606.8 6329458.0 1656
1607 968.2809888295077 3919052.640282607 2339673.0250954684 1606 8648 859606.8 6329458.0 1657
1608 968.2809888295077 3921048.3308796026 2339488.932462862 1607 8649 861606.8 6329458.0 1658
1609 968.2809888295077 3923044.032127215 2339304.8773348504 1608 8650 863606.8 6329458.0 1659
1610 968.2809888295077 3925039.743967471 2339120.859711925 1609 8651 865606.8 6329458.0 1660
1611 968.2809888295077 3927035.466342391 2338936.8795945244 1610 8652 867606.8 6329458.0 1661
1612 968.2809888295077 3929031.1991939847 2338752.9369830377 1611 8653 869606.8 6329458.0 1662
1613 968.2809888295077 3931026.942464252 2338569.0318777785 1612 8654 871606.8 6329458.0 1663
1614 968.2809888295077 3933022.696095183 2338385.1642790223 1613 8655 873606.8 6329458.0 1664
1615 968.2809888295077 3935018.460028758 2338201.334186995 1614 8656 875606.8 6329458.0 1665
1616 968.2809888295077 3937014.234206948 2338017.5416018385 1615 8657 877606.8 6329458.0 1666
1617 968.2809888295077 3939010.018571713 2337833.7865236606 1616 8658 879606.8 6329458.0 1667
1618 968.2809888295077 3941005.813065004 2337650.0689525083 1617 8659 881606.8 6329458.0 1668
1619 968.2809888295077 3944997.432204917 2337282.746331176 1618 8661 885606.8 6329458.0 1669
1620 968.2809888295077 3946993.2567353896 2337099.14128081 1619 8662 887606.8 6329458.0 1670
1621 968.2809888295077 3948989.09116209 2336915.573737089 1620 8663 889606.8 6329458.0 1671
1622 968.2809888295077 3950984.935426919 2336732.043699785 1621 8664 891606.8 6329458.0 1672
1623 968.2809888295077 3952980.789471765 2336548.5511686 1622 8665 893606.8 6329458.0 1673
1624 968.2809888295077 3954976.653238509 2336365.0961431926 1623 8666 895606.8 6329458.0 1674
1625 968.2809888295077 3956972.526669018 2336181.678623154 1624 8667 897606.8 6329458.0 1675
1626 968.2809888295077 3958968.4097051527 2335998.298608035 1625 8668 899606.8 6329458.0 1676
1627 968.2809888295077 3960964.30228876 2335814.956097314 1626 8669 901606.8 6329458.0 1677
1628 968.2809888295077 3962960.20436168 2335631.651090422 1627 8670 903606.8 6329458.0 1678
1629 968.2809888295077 3964956.115865736 2335448.383586739 1628 8671 905606.8 6329458.0 1679
1630 968.2809888295077 3966952.036742748 2335265.153585568 1629 8672 907606.8 6329458.0 1680
1631 968.2809888295077 3968947.96693452 2335081.9610861936 1630 8673 909606.8 6329458.0 1681
1632 968.2809888295077 3970943.906382847 2334898.8060878045 1631 8674 911606.8 6329458.0 1682
1633 968.2809888295077 3972939.855029515 2334715.688589556 1632 8675 913606.8 6329458.0 1683
1634 968.2809888295077 3974935.812816296 2334532.6085905414 1633 8676 915606.8 6329458.0 1684
1635 968.2809888295077 3976931.7796849534 2334349.5660898103 1634 8677 917606.8 6329458.0 1685
1636 968.2809888295077 3978927.755577239 2334166.561086321 1635 8678 919606.8 6329458.0 1686
1637 968.2809888295077 3980923.740434893 2333983.593579026 1636 8679 921606.8 6329458.0 1687
1638 968.2809888295077 3982919.734199646 2333800.663566781 1637 8680 923606.8 6329458.0 1688
1639 968.2809888295077 3984915.736813217 2333617.7710484 1638 8681 925606.8 6329458.0 1689
1640 968.2809888295077 3986911.748217312 2333434.916022656 1639 8682 927606.8 6329458.0 1690
1641 968.2809888295077 3988907.768353629 2333252.098488235 1640 8683 929606.8 6329458.0 1691
1642 968.2809888295077 3990903.797163853 2333069.3184438045 1641 8684 931606.8 6329458.0 1692
1643 968.2809888295077 3992899.8345896574 2332886.5758879427 1642 8685 933606.8 6329458.0 1693
1644 968.2809888295077 3994895.880572707 2332703.8708191826 1643 8686 935606.8 6329458.0 1694
1645 968.2809888295077 3996891.935054652 2332521.2032360225 1644 8687 937606.8 6329458.0 1695
1646 968.2809888295077 3998887.99797713 2332338.5731368707 1645 8688 939606.8 6329458.0 1696
1647 968.2809888295077 4002880.148910194 2331973.4253840228 1646 8690 943606.8 6329458.0 1697
1648 968.2809888295077 4004876.236804004 2331790.907726908 1647 8691 945606.8 6329458.0 1698
1649 968.2809888295077 4006872.332904792 2331608.42754694 1648 8692 947606.8 6329458.0 1699
1650 968.2809888295077 4008868.437154142 2331425.984842281 1649 8693 949606.8 6329458.0 1700
1651 968.2809888295077 4010864.549493625 2331243.579611012 1650 8694 951606.8 6329458.0 1701
1652 968.2809888295077 4012860.6698648 2331061.211851175 1651 8695 953606.8 6329458.0 1702
1653 968.2809888295077 4014856.7982092113 2330878.8815607387 1652 8696 955606.8 6329458.0 1703
1654 968.2809888295077 4016852.934468397 2330696.588737636 1653 8697 957606.8 6329458.0 1704
1655 968.2809888295077 4020845.230497168 2330332.1154848505 1654 8699 961606.8 6329458.0 1705
1656 968.2809888295077 4024837.5574831553 2329967.7920750733 1655 8701 965606.8 6329458.0 1706
1657 968.2809888295077 4028829.914958208 2329603.618489707 1656 8703 969606.8 6329458.0 1707
1658 968.2809888295077 4030826.104982782 2329421.5878751203 1657 8704 971606.8 6329458.0 1708
1659 968.2809888295077 4044799.640379213 2328148.4219890265 1658 8711 985606.8 6329458.0 1709
1660 968.2809888295077 4050788.405123952 2327603.3409654903 1659 8714 991606.8 6329458.0 1710
1661 968.2809888295077 4052784.673837755 2327421.722135983 1660 8715 993606.8 6329458.0 1711
1662 968.2809888295077 4054780.949353181 2327240.140723808 1661 8716 995606.8 6329458.0 1712
1663 968.2809888295077 4056777.231611519 2327058.596725779 1662 8717 997606.8 6329458.0 1713
1664 968.2809888295077 4058773.5205540434 2326877.0901386514 1663 8718 999606.8 6329458.0 1714
1665 968.2809888295077 4060769.816122016 2326695.6209591394 1664 8719 1001606.8 6329458.0 1715
1666 968.2809888295077 4062766.118256685 2326514.18918388 1665 8720 1003606.8 6329458.0 1716
1667 968.2809888295077 4064762.426899288 2326332.794809469 1666 8721 1005606.8 6329458.0 1717
1668 968.2809888295077 4066758.7419910473 2326151.437832442 1667 8722 1007606.8 6329458.0 1718
1669 968.2809888295077 4068755.063473173 2325970.118249291 1668 8723 1009606.8 6329458.0 1719
1670 968.2809888295077 4070751.3912868607 2325788.836056432 1669 8724 1011606.8 6329458.0 1720
1671 968.2809888295077 4078736.764680711 2325064.0811145515 1670 8728 1019606.8 6329458.0 1721
1672 968.2809888295077 4080733.1232696986 2324882.985817642 1671 8729 1021606.8 6329458.0 1722
1673 968.2809888295077 4090715.0047134496 2323978.069768535 1672 8734 1031606.8 6329458.0 1723
1674 968.2809888295077 4096704.202257237 2323435.5683399206 1673 8737 1037606.8 6329458.0 1724
1675 968.2809888295077 4102693.449363096 2322893.4029212706 1674 8740 1043606.8 6329458.0 1725
1676 968.2809888295077 4104689.875803446 2322712.7557632774 1675 8741 1045606.8 6329458.0 1726
1677 968.2809888295077 4106686.307514592 2322532.1459218278 1676 8742 1047606.8 6329458.0 1727
1678 968.2809888295077 4108682.7444374696 2322351.573392301 1677 8743 1049606.8 6329458.0 1728
1679 968.2809888295077 4110679.186513005 2322171.038170023 1678 8744 1051606.8 6329458.0 1729
1680 968.2809888295077 4118665.005159668 2321449.2702579983 1679 8748 1059606.8 6329458.0 1730
1681 968.2809888295077 4122657.943861889 2321088.6100198897 1680 8750 1063606.8 6329458.0 1731
1682 968.2809888295077 4128647.3873075913 2320547.899197182 1681 8753 1069606.8 6329458.0 1732
1683 968.2809888295077 3904906.738960011 2338974.496017833 1682 8780 845606.8 6327458.0 1733
1684 968.2809888295077 3906902.349336676 2338790.150204395 1683 8781 847606.8 6327458.0 1734
1685 968.2809888295077 3908897.970761448 2338605.841850199 1684 8782 849606.8 6327458.0 1735
1686 968.2809888295077 3910893.603176368 2338421.570956161 1685 8783 851606.8 6327458.0 1736
1687 968.2809888295077 3912889.246523465 2338237.337523107 1686 8784 853606.8 6327458.0 1737
1688 968.2809888295077 3914884.900744761 2338053.141551826 1687 8785 855606.8 6327458.0 1738
1689 968.2809888295077 3916880.565782269 2337868.9830430457 1688 8786 857606.8 6327458.0 1739
1690 968.2809888295077 3918876.2415779904 2337684.861997445 1689 8787 859606.8 6327458.0 1740
1691 968.2809888295077 3920871.92807392 2337500.7784156324 1690 8788 861606.8 6327458.0 1741
1692 968.2809888295077 3922867.6252120393 2337316.7322981786 1691 8789 863606.8 6327458.0 1742
1693 968.2809888295077 3924863.332934324 2337132.723645583 1692 8790 865606.8 6327458.0 1743
1694 968.2809888295077 3926859.051182739 2336948.752458291 1693 8791 867606.8 6327458.0 1744
1695 968.2809888295077 3928854.779899239 2336764.8187366985 1694 8792 869606.8 6327458.0 1745
1696 968.2809888295077 3930850.519025767 2336580.9224811406 1695 8793 871606.8 6327458.0 1746
1697 968.2809888295077 3932846.2685042624 2336397.063691906 1696 8794 873606.8 6327458.0 1747
1698 968.2809888295077 3934842.028276648 2336213.242369202 1697 8795 875606.8 6327458.0 1748
1699 968.2809888295077 3936837.79828484 2336029.4585132133 1698 8796 877606.8 6327458.0 1749
1700 968.2809888295077 3940829.368776257 2335662.0032017548 1699 8798 881606.8 6327458.0 1751
1701 968.2809888295077 3944820.979513642 2335294.6977577494 1700 8800 885606.8 6327458.0 1752
1702 968.2809888295077 3946816.799829255 2335111.1012358647 1701 8801 887606.8 6327458.0 1753
1703 968.2809888295077 3948812.63003196 2334927.542180525 1702 8802 889606.8 6327458.0 1754
1704 968.2809888295077 3950808.4700636007 2334744.0205915016 1703 8803 891606.8 6327458.0 1755
1705 968.2809888295077 3952804.319866014 2334560.5364685226 1704 8804 893606.8 6327458.0 1756
1706 968.2809888295077 3956796.0485504447 2334193.680619276 1705 8806 897606.8 6327458.0 1757
1707 968.2809888295077 3958791.92731608 2334010.3088921765 1706 8807 899606.8 6327458.0 1758
1708 968.2809888295077 3960787.815619725 2333826.974629438 1707 8808 901606.8 6327458.0 1759
1709 968.2809888295077 3962783.7134031607 2333643.677830496 1708 8809 903606.8 6327458.0 1760
1710 968.2809888295077 3964779.620608161 2333460.41849475 1709 8810 905606.8 6327458.0 1761
1711 968.2809888295077 3966775.537176488 2333277.196621514 1710 8811 907606.8 6327458.0 1762
1712 968.2809888295077 3968771.463049892 2333094.0122100734 1711 8812 909606.8 6327458.0 1763
1713 968.2809888295077 3970767.3981701136 2332910.865259635 1712 8813 911606.8 6327458.0 1764
1714 968.2809888295077 3972763.342478883 2332727.755769366 1713 8814 913606.8 6327458.0 1765
1715 968.2809888295077 3974759.295917919 2332544.6837383616 1714 8815 915606.8 6327458.0 1766
1716 968.2809888295077 3976755.2584289294 2332361.649165697 1715 8816 917606.8 6327458.0 1767
1717 968.2809888295077 3978751.229953613 2332178.6520503405 1716 8817 919606.8 6327458.0 1768
1718 968.2809888295077 3980747.2104336554 2331995.6923912405 1717 8818 921606.8 6327458.0 1769
1719 968.2809888295077 3982743.19981073 2331812.770187281 1718 8819 923606.8 6327458.0 1770
1720 968.2809888295077 3984739.198026503 2331629.8854372823 1719 8820 925606.8 6327458.0 1771
1721 968.2809888295077 3986735.2050226266 2331447.0381400217 1720 8821 927606.8 6327458.0 1772
1722 968.2809888295077 3988731.220740744 2331264.2282942142 1721 8822 929606.8 6327458.0 1773
1723 968.2809888295077 3992723.2781094695 2330898.720951535 1722 8824 933606.8 6327458.0 1774
1724 968.2809888295077 3994719.319643305 2330716.0234518093 1723 8825 935606.8 6327458.0 1775
1725 968.2809888295077 3996715.3696655896 2330533.3633978413 1724 8826 937606.8 6327458.0 1776
1726 968.2809888295077 3998711.428117909 2330350.7407880668 1725 8827 939606.8 6327458.0 1777
1727 968.2809888295077 4002703.570078933 2329985.6078945585 1726 8829 943606.8 6327458.0 1779
1728 968.2809888295077 4004699.653470752 2329803.097607417 1727 8830 945606.8 6327458.0 1780
1729 968.2809888295077 4006695.7450588327 2329620.624757655 1728 8831 947606.8 6327458.0 1781
1730 968.2809888295077 4008691.844784702 2329438.1893434348 1729 8832 949606.8 6327458.0 1782
1731 968.2809888295077 4014680.192204149 2328891.107694761 1730 8835 955606.8 6327458.0 1783
1732 968.2809888295077 4016676.323896218 2328708.822003176 1731 8836 957606.8 6327458.0 1784
1733 968.2809888295077 4020668.61075757 2328344.3628943088 1732 8838 961606.8 6327458.0 1785
1734 968.2809888295077 4024660.928531524 2327980.053469745 1733 8840 965606.8 6327458.0 1786
1735 968.2809888295077 4026657.098864302 2327797.954883337 1734 8841 967606.8 6327458.0 1787
1736 968.2809888295077 4030649.462128503 2327433.869950261 1735 8843 971606.8 6327458.0 1788
1737 968.2809888295077 4036638.0626421818 2326888.023112388 1736 8846 977606.8 6327458.0 1790
1738 968.2809888295077 4042626.728489271 2326342.51288541 1737 8849 983606.8 6327458.0 1791
