Location,X,Y,Cluster_Label
1017,1853.0,1641.0,1
1018,1855.0,1678.0,1
1019,1855.0,1717.0,1
1020,1856.0,1756.0,1
1021,1855.0,1794.0,1
1022,1852.0,1834.0,1
1023,1853.0,1952.0,7
1024,1930.0,2024.0,7
1025,1929.0,2236.0,7
1026,1942.0,2277.0,7
1027,1921.0,2314.0,7
1028,1923.0,2382.0,7
1029,1932.0,2430.0,7
1030,1884.0,2451.0,7
1031,1853.0,2023.0,7
1032,1855.0,2083.0,7
1033,1856.0,2123.0,7
1034,1854.0,2160.0,7
1035,1854.0,2201.0,7
1036,1855.0,2236.0,7
1037,1853.0,2277.0,7
1038,1856.0,2317.0,7
1039,1855.0,2356.0,7
1040,1855.0,2394.0,7
1041,1852.0,2431.0,7
1042,1911.0,2528.0,7
1043,1871.0,2526.0,7
1044,1854.0,2645.0,8
1045,1851.0,2990.0,4
1046,1832.0,3298.0,4
1047,1832.0,3339.0,4
1048,1692.0,32.0,2
1049,1732.0,91.0,2
1050,1733.0,127.0,2
1051,1710.0,233.0,2
1052,1735.0,170.0,2
1053,1731.0,209.0,2
1054,1731.0,251.0,2
1055,1731.0,288.0,2
1056,1731.0,325.0,2
1057,1681.0,213.0,2
1058,1682.0,249.0,2
1059,1645.0,91.0,2
1060,1645.0,129.0,2
1061,1643.0,167.0,2
1062,1642.0,208.0,2
1063,1643.0,249.0,2
1064,1643.0,285.0,2
1065,1641.0,322.0,2
1066,1732.0,449.0,2
1067,1652.0,450.0,2
1068,1736.0,537.0,2
1069,1741.0,575.0,2
1070,1741.0,614.0,2
1071,1741.0,658.0,2
1072,1710.0,655.0,2
1073,1740.0,692.0,2
1074,1741.0,730.0,2
1075,1742.0,766.0,2
1076,1651.0,534.0,2
1077,1652.0,575.0,2
1078,1652.0,614.0,2
1079,1651.0,653.0,2
1080,1653.0,692.0,2
1081,1654.0,730.0,2
1082,1651.0,770.0,2
1083,1650.0,856.0,2
1084,1785.0,2005.0,7
1085,1788.0,2045.0,7
1086,1787.0,2085.0,7
1087,1788.0,2120.0,7
1088,1788.0,2160.0,7
1089,1786.0,2200.0,7
1090,1786.0,2238.0,7
1091,1787.0,2274.0,7
1092,1787.0,2316.0,7
1093,1758.0,2317.0,7
1094,1788.0,2355.0,7
1095,1757.0,2374.0,7
1096,1789.0,2368.0,7
1097,1785.0,2431.0,7
1098,1777.0,2471.0,7
1099,1727.0,1947.0,7
1100,1730.0,1986.0,7
1101,1706.0,2082.0,7
1102,1709.0,2429.0,7
1103,1668.0,2003.0,7
1104,1668.0,2044.0,7
1105,1668.0,2083.0,7
1106,1669.0,2121.0,7
1107,1669.0,2161.0,7
1108,1670.0,2200.0,7
1109,1670.0,2237.0,7
1110,1669.0,2274.0,7
1111,1669.0,2317.0,7
1112,1669.0,2356.0,7
1113,1669.0,2391.0,7
1114,1666.0,2430.0,7
1115,1797.0,2529.0,7
1116,1745.0,2568.0,7
1117,1680.0,2515.0,7
1118,1630.0,2530.0,7
1119,1796.0,2665.0,7
1120,1795.0,2703.0,7
1121,1798.0,2742.0,8
1122,1797.0,2778.0,8
1123,1796.0,2816.0,8
1124,1797.0,2857.0,8
1125,1795.0,2892.0,4
1126,1797.0,2934.0,4
1127,1736.0,2719.0,7
1128,1739.0,2779.0,7
1129,1728.0,2859.0,4
1130,1729.0,2913.0,4
1131,1736.0,2963.0,4
1132,1697.0,2664.0,7
1133,1699.0,2702.0,7
1134,1701.0,2742.0,7
1135,1699.0,2778.0,7
1136,1699.0,2816.0,4
1137,1699.0,2856.0,4
1138,1698.0,2894.0,4
1139,1695.0,2937.0,4
1140,1795.0,3088.0,4
1141,1795.0,3129.0,4
1142,1797.0,3163.0,4
1143,1797.0,3203.0,4
1144,1796.0,3243.0,4
1145,1795.0,3277.0,4
1146,1795.0,3320.0,4
1147,1796.0,3358.0,4
1148,1717.0,3020.0,4
1149,1739.0,3184.0,4
1150,1696.0,3041.0,4
1151,1699.0,3069.0,4
1152,1700.0,3109.0,4
1153,1700.0,3143.0,4
1154,1699.0,3183.0,4
1155,1701.0,3223.0,4
1156,1699.0,3260.0,4
1157,1678.0,3280.0,4
1158,1700.0,3302.0,4
1159,1701.0,3339.0,4
1160,1698.0,3379.0,4
1161,1697.0,3418.0,4
1162,1794.0,3571.0,4
1163,1795.0,3609.0,4
1164,1796.0,3647.0,4
1165,1795.0,3686.0,4
1166,1795.0,3726.0,4
1167,1795.0,3764.0,4
1168,1794.0,3802.0,4
1169,1795.0,3840.0,4
1170,1796.0,3881.0,4
1171,1697.0,3568.0,4
1172,1698.0,3605.0,4
1173,1698.0,3649.0,4
1174,1698.0,3685.0,4
1175,1699.0,3723.0,4
1176,1696.0,3765.0,4
1177,1699.0,3798.0,4
1178,1697.0,3847.0,4
1179,1695.0,3877.0,4
1180,1705.0,3918.0,4
1181,1443.0,88.0,2
1182,1442.0,127.0,2
1183,1440.0,167.0,2
1184,1441.0,204.0,2
1185,1442.0,242.0,2
1186,1442.0,282.0,2
1187,1440.0,321.0,2
1188,1482.0,302.0,2
1189,1480.0,262.0,2
1190,1481.0,223.0,2
1191,1477.0,68.0,2
1192,1529.0,86.0,2
1193,1528.0,126.0,2
1194,1531.0,167.0,2
1195,1526.0,204.0,2
1196,1530.0,245.0,2
1197,1528.0,283.0,2
1198,1530.0,323.0,2
1199,1548.0,366.0,2
1200,1564.0,331.0,2
1201,1415.0,458.0,2
1202,1402.0,574.0,2
1203,1412.0,610.0,2
1204,1453.0,455.0,2
1205,1452.0,492.0,2
1206,1452.0,534.0,2
1207,1453.0,572.0,2
1208,1451.0,612.0,2
1209,1451.0,652.0,2
1210,1454.0,687.0,2
1211,1453.0,731.0,2
1212,1451.0,765.0,2
1213,1452.0,805.0,2
1214,1452.0,844.0,2
1215,1452.0,880.0,2
1216,1542.0,891.0,2
1217,1537.0,809.0,2
1218,1540.0,767.0,2
1219,1542.0,727.0,2
1220,1615.0,765.0,2
1221,1576.0,708.0,2
1222,1539.0,689.0,2
1223,1533.0,647.0,2
1224,1540.0,610.0,2
1225,1539.0,573.0,2
1226,1538.0,534.0,2
1227,1518.0,455.0,2
1228,1412.0,1054.0,2
1229,1432.0,1073.0,2
1230,1452.0,1056.0,2
1231,1449.0,1093.0,2
1232,1450.0,1132.0,2
1233,1449.0,1172.0,2
1234,1454.0,1210.0,2
1235,1452.0,1252.0,2
1236,1452.0,1289.0,2
1237,1451.0,1324.0,2
1238,1450.0,1366.0,2
1239,1452.0,1406.0,2
1240,1509.0,1206.0,2
1241,1529.0,1291.0,2
1242,1570.0,1055.0,2
1243,1570.0,1092.0,2
1244,1567.0,1131.0,2
1245,1567.0,1171.0,2
1246,1566.0,1209.0,2
1247,1567.0,1251.0,2
1248,1566.0,1290.0,2
1249,1567.0,1322.0,2
1250,1565.0,1370.0,2
1251,1567.0,1405.0,2
1252,1586.0,1232.0,2
1253,1605.0,1190.0,2
1254,1663.0,1171.0,2
1255,1660.0,1089.0,2
1256,1663.0,1056.0,2
1257,1598.0,1995.0,7
1258,1490.0,2080.0,7
1259,1490.0,2121.0,7
1260,1487.0,2157.0,7
1261,1487.0,2198.0,7
1262,1489.0,2235.0,7
1263,1487.0,2274.0,7
1264,1489.0,2314.0,7
1265,1487.0,2351.0,7
1266,1492.0,2393.0,7
1267,1488.0,2429.0,7
1268,1517.0,2196.0,7
1269,1557.0,2215.0,7
1270,1556.0,2078.0,7
1271,1602.0,2079.0,7
1272,1604.0,2118.0,7
1273,1604.0,2074.0,7
1274,1605.0,2199.0,7
1275,1601.0,2237.0,7
1276,1604.0,2272.0,7
1277,1603.0,2316.0,7
1278,1604.0,2355.0,7
1279,1604.0,2391.0,7
1280,1603.0,2427.0,7
1281,1477.0,2491.0,7
1282,1458.0,2546.0,7
1283,1468.0,2613.0,7
1284,1494.0,2552.0,7
1285,1548.0,2553.0,7
1286,1594.0,2544.0,7
1287,1605.0,2494.0,7
1288,1488.0,2659.0,7
1289,1486.0,2703.0,7
1290,1488.0,2735.0,7
1291,1488.0,2776.0,7
1292,1457.0,2775.0,7
1293,1489.0,2813.0,7
1294,1488.0,2855.0,4
1295,1457.0,2890.0,4
1296,1488.0,2893.0,4
1297,1487.0,2932.0,4
1298,1544.0,2775.0,7
1299,1547.0,2699.0,7
1300,1535.0,2668.0,7
1301,1583.0,2660.0,7
1302,1585.0,2701.0,7
1303,1585.0,2738.0,7
1304,1584.0,2777.0,7
1305,1586.0,2815.0,4
1306,1581.0,2852.0,4
1307,1586.0,2894.0,4
1308,1583.0,2933.0,4
1309,1485.0,3010.0,4
1310,1439.0,3046.0,4
1311,1448.0,3124.0,4
1312,1488.0,3085.0,4
1313,1493.0,3124.0,4
1314,1489.0,3162.0,4
1315,1485.0,3201.0,4
1316,1492.0,3244.0,4
1317,1487.0,3279.0,4
1318,1490.0,3316.0,4
1319,1488.0,3357.0,4
1320,1583.0,3065.0,4
1321,1624.0,3107.0,4
1322,1588.0,3102.0,4
1323,1585.0,3146.0,4
1324,1583.0,3182.0,4
1325,1601.0,3205.0,4
1326,1584.0,3223.0,4
1327,1584.0,3258.0,4
1328,1584.0,3300.0,4
1329,1586.0,3341.0,4
1330,1582.0,3373.0,4
1331,1584.0,3417.0,4
1332,1613.0,3420.0,4
1333,1632.0,3435.0,4
1334,1640.0,3473.0,4
1335,1671.0,3463.0,4
1336,1499.0,3493.0,4
1337,1487.0,3528.0,4
1338,1488.0,3570.0,4
1339,1486.0,3596.0,4
1340,1487.0,3643.0,4
1341,1487.0,3685.0,4
1342,1487.0,3722.0,4
1343,1488.0,3763.0,4
1344,1487.0,3800.0,4
1345,1488.0,3841.0,4
1346,1488.0,3878.0,4
1347,1547.0,3703.0,4
1348,1543.0,3742.0,4
1349,1582.0,3572.0,4
1350,1583.0,3604.0,4
1351,1584.0,3648.0,4
1352,1584.0,3686.0,4
1353,1580.0,3722.0,4
1354,1584.0,3764.0,4
1355,1583.0,3801.0,4
1356,1584.0,3842.0,4
1357,1586.0,3878.0,4
1358,1624.0,3861.0,4
1359,1633.0,3901.0,4
1360,1661.0,3889.0,4
1361,1622.0,3648.0,4
1362,1631.0,3607.0,4
1363,1651.0,3568.0,4
1364,1187.0,114.0,2
1365,1225.0,83.0,2
1366,1253.0,91.0,2
1367,1283.0,86.0,2
1368,1251.0,128.0,2
1369,1249.0,163.0,2
1370,1252.0,206.0,2
1371,1230.0,225.0,2
1372,1250.0,245.0,2
1373,1287.0,243.0,2
1374,1254.0,283.0,2
1375,1254.0,324.0,2
1376,1292.0,324.0,2
1377,1319.0,48.0,2
1378,1329.0,83.0,2
1379,1327.0,126.0,2
1380,1329.0,166.0,2
1381,1329.0,204.0,2
1382,1330.0,244.0,2
1383,1329.0,284.0,2
1384,1329.0,321.0,2
1385,1396.0,68.0,2
1386,1417.0,128.0,2
1387,1415.0,167.0,2
1388,1405.0,211.0,2
1389,1366.0,265.0,2
1390,1376.0,333.0,2
1391,1415.0,327.0,2
1392,1260.0,533.0,2
1393,1260.0,571.0,2
1394,1258.0,610.0,2
1395,1259.0,648.0,2
1396,1257.0,689.0,2
1397,1259.0,727.0,2
1398,1259.0,765.0,2
1399,1258.0,804.0,2
1400,1258.0,864.0,2
1401,1297.0,611.0,2
1402,1298.0,574.0,2
1403,1298.0,531.0,2
1404,1339.0,453.0,2
1405,1337.0,493.0,2
1406,1334.0,533.0,2
1407,1335.0,573.0,2
1408,1336.0,612.0,2
1409,1336.0,650.0,2
1410,1336.0,689.0,2
1411,1337.0,733.0,2
1412,1336.0,768.0,2
1413,1335.0,803.0,2
1414,1335.0,844.0,2
1415,1333.0,885.0,2
1416,1384.0,806.0,2
1417,1279.0,990.0,2
1418,1279.0,1062.0,2
1419,1236.0,1135.0,2
1420,1239.0,1174.0,2
1421,1238.0,1210.0,2
1422,1239.0,1250.0,2
1423,1239.0,1288.0,2
1424,1239.0,1329.0,2
1425,1238.0,1364.0,2
1426,1238.0,1408.0,2
1427,1208.0,1406.0,2
1428,1238.0,1444.0,2
1429,1277.0,1193.0,2
1430,1315.0,1152.0,2
1431,1296.0,1319.0,2
1432,1357.0,1068.0,2
1433,1356.0,1130.0,2
1434,1356.0,1172.0,2
1435,1401.0,976.0,2
1436,1395.0,1192.0,2
1437,1359.0,1214.0,2
1438,1375.0,1231.0,2
1439,1357.0,1251.0,2
1440,1354.0,1288.0,2
1441,1353.0,1326.0,2
1442,1357.0,1368.0,2
1443,1356.0,1406.0,2
1444,1051.0,88.0,2
1445,1047.0,125.0,2
1446,1049.0,170.0,2
1447,1044.0,206.0,2
1448,1046.0,246.0,2
1449,1048.0,280.0,2
1450,1046.0,322.0,2
1451,1099.0,334.0,2
1452,1106.0,127.0,2
1453,1096.0,95.0,2
1454,1136.0,86.0,2
1455,1134.0,128.0,2
1456,1132.0,162.0,2
1457,1134.0,204.0,2
1458,1135.0,247.0,2
1459,1135.0,280.0,2
1460,1136.0,322.0,2
1461,1153.0,387.0,2
1462,1182.0,339.0,2
1463,1232.0,395.0,2
1464,1036.0,456.0,2
1465,1090.0,425.0,2
1466,1162.0,465.0,2
1467,1233.0,507.0,2
1468,1047.0,534.0,2
1469,1049.0,572.0,2
1470,1045.0,608.0,2
1471,1046.0,650.0,2
1472,1046.0,689.0,2
1473,1046.0,730.0,2
1474,1044.0,763.0,2
1475,1048.0,805.0,2
1476,1047.0,847.0,2
1477,1047.0,887.0,2
1478,1105.0,805.0,2
1479,1092.0,764.0,2
1480,1074.0,727.0,2
1481,1087.0,613.0,2
1482,1086.0,533.0,2
1483,1128.0,633.0,2
1484,1142.0,529.0,2
1485,1144.0,573.0,2
1486,1142.0,610.0,2
1487,1143.0,650.0,2
1488,1146.0,690.0,2
1489,1142.0,729.0,2
1490,1141.0,768.0,2
1491,1142.0,804.0,2
1492,1185.0,592.0,2
1493,1221.0,648.0,2
1494,1218.0,861.0,2
1495,1183.0,863.0,2
1496,1094.0,900.0,2
1497,1085.0,928.0,2
1498,1029.0,942.0,2
1499,1027.0,998.0,2
1500,1144.0,1009.0,2
1501,1174.0,996.0,2
1502,1202.0,1000.0,2
1503,1174.0,942.0,2
1504,998.0,1066.0,2
1505,998.0,1104.0,2
1506,995.0,1145.0,2
1507,999.0,1181.0,2
1508,997.0,1222.0,3
1509,996.0,1261.0,3
1510,997.0,1298.0,3
1511,998.0,1339.0,3
1512,996.0,1393.0,3
1513,1055.0,1431.0,3
1514,1093.0,1452.0,3
1515,1095.0,1424.0,3
1516,1055.0,1400.0,3
1517,1054.0,1363.0,3
1518,1083.0,1384.0,3
1519,1094.0,1355.0,3
1520,1053.0,1325.0,3
1521,1053.0,1284.0,3
1522,1056.0,1249.0,2
1523,1058.0,1210.0,2
1524,1057.0,1172.0,2
1525,1058.0,1136.0,2
1526,1059.0,1092.0,2
1527,1048.0,1056.0,2
1528,1078.0,1154.0,2
1529,1102.0,1171.0,2
1530,1171.0,1055.0,2
1531,1173.0,1093.0,2
1532,1172.0,1135.0,2
1533,1137.0,1134.0,2
1534,1174.0,1179.0,2
1535,1172.0,1212.0,2
1536,1170.0,1251.0,2
1537,1152.0,1270.0,2
1538,1172.0,1292.0,2
1539,1172.0,1330.0,2
1540,1171.0,1368.0,2
1541,1170.0,1408.0,2
1542,784.0,30.0,9
1543,806.0,107.0,9
1544,842.0,85.0,9
1545,844.0,130.0,9
1546,843.0,166.0,9
1547,844.0,206.0,9
1548,843.0,245.0,9
1549,845.0,282.0,9
1550,843.0,322.0,9
1551,843.0,361.0,9
1552,882.0,166.0,9
1553,884.0,88.0,9
1554,930.0,85.0,9
1555,933.0,127.0,9
1556,932.0,163.0,9
1557,931.0,205.0,9
1558,931.0,246.0,9
1559,904.0,264.0,9
1560,929.0,286.0,9
1561,933.0,321.0,9
1562,930.0,370.0,9
1563,991.0,165.0,9
1564,826.0,440.0,9
1565,965.0,459.0,2
1566,581.0,79.0,9
1567,642.0,90.0,9
1568,642.0,128.0,9
1569,637.0,164.0,9
1570,642.0,208.0,9
1571,641.0,248.0,9
1572,641.0,285.0,9
1573,642.0,323.0,9
1574,640.0,361.0,9
1575,671.0,360.0,9
1576,681.0,164.0,9
1577,680.0,84.0,9
1578,710.0,437.0,9
1579,730.0,359.0,9
1580,732.0,321.0,9
1581,767.0,323.0,9
1582,726.0,287.0,9
1583,727.0,244.0,9
1584,726.0,117.0,9
1585,729.0,166.0,9
1586,729.0,130.0,9
1587,728.0,86.0,9
1588,805.0,594.0,9
1589,782.0,653.0,9
1590,842.0,631.0,9
1591,855.0,706.0,2
1592,872.0,799.0,2
1593,845.0,826.0,2
1594,843.0,864.0,2
1595,890.0,848.0,2
1596,889.0,883.0,2
1597,950.0,919.0,2
1598,932.0,883.0,2
1599,929.0,846.0,2
1600,930.0,804.0,2
1601,925.0,765.0,2
1602,933.0,726.0,2
1603,928.0,689.0,2
1604,958.0,690.0,2
1605,932.0,651.0,2
1606,929.0,612.0,2
1607,931.0,570.0,2
1608,929.0,535.0,2
1609,1001.0,514.0,2
1610,573.0,325.0,9
1611,611.0,474.0,9
1612,610.0,503.0,9
1613,601.0,575.0,9
1614,654.0,571.0,9
1615,640.0,648.0,9
1616,642.0,688.0,9
1617,638.0,728.0,9
1618,640.0,766.0,9
1619,641.0,805.0,9
1620,640.0,842.0,9
1621,641.0,883.0,9
1622,689.0,890.0,9
1623,689.0,843.0,9
1624,688.0,804.0,9
1625,729.0,863.0,9
1626,727.0,628.0,9
1627,896.0,1027.0,2
1628,881.0,971.0,2
1629,823.0,961.0,2
1630,746.0,958.0,3
1631,602.0,953.0,3
1632,599.0,1009.0,3
1633,828.0,1065.0,3
1634,803.0,1085.0,3
1635,824.0,1104.0,3
1636,825.0,1144.0,3
1637,823.0,1181.0,3
1638,823.0,1222.0,3
1639,825.0,1261.0,3
1640,821.0,1298.0,3
1641,822.0,1356.0,3
1642,843.0,1399.0,3
1643,882.0,1336.0,3
1644,881.0,1296.0,3
1645,882.0,1263.0,3
1646,880.0,1215.0,3
1647,880.0,1178.0,3
1648,882.0,1143.0,3
1649,882.0,1102.0,3
1650,879.0,1065.0,3
1651,750.0,1088.0,3
1652,753.0,1216.0,3
1653,754.0,1258.0,3
1654,773.0,1307.0,3
1655,747.0,1358.0,3
1656,710.0,1301.0,3
1657,709.0,1261.0,3
1658,707.0,1223.0,3
1659,706.0,1181.0,3
1660,707.0,1146.0,3
1661,704.0,1102.0,3
1662,708.0,1067.0,3
1663,638.0,1105.0,3
1664,639.0,1145.0,3
1665,641.0,1179.0,3
1666,637.0,1222.0,3
1667,638.0,1256.0,3
1668,639.0,1298.0,3
1669,640.0,1337.0,3
1670,640.0,1375.0,3
1671,641.0,1415.0,3
1672,602.0,1394.0,3
1673,638.0,1455.0,3
1674,1796.0,1505.0,1
1675,1756.0,1494.0,1
1676,1717.0,1484.0,1
1677,1679.0,1484.0,1
1678,1631.0,1473.0,1
1679,1533.0,1492.0,7
1680,1051.0,1481.0,3
1681,1002.0,1482.0,3
1682,811.0,1481.0,3
1683,1758.0,1524.0,1
1684,1719.0,1525.0,1
1685,1678.0,1524.0,1
1686,1640.0,1525.0,1
1687,1601.0,1522.0,7
1688,1563.0,1524.0,7
1689,1523.0,1524.0,7
1690,1485.0,1521.0,7
1691,1448.0,1524.0,7
1692,1408.0,1523.0,7
1693,1370.0,1524.0,7
1694,1332.0,1523.0,7
1695,1292.0,1524.0,7
1696,1252.0,1523.0,7
1697,1215.0,1523.0,7
1698,1175.0,1522.0,7
1699,1140.0,1523.0,3
1700,1097.0,1524.0,3
1701,1060.0,1522.0,3
1702,1022.0,1522.0,3
1703,982.0,1521.0,3
1704,947.0,1522.0,3
1705,905.0,1521.0,3
1706,865.0,1522.0,3
1707,829.0,1522.0,3
1708,790.0,1523.0,3
1709,752.0,1520.0,3
1710,713.0,1520.0,3
1711,675.0,1521.0,3
1712,634.0,1522.0,3
1713,597.0,1521.0,3
1714,557.0,1521.0,3
1715,1757.0,1647.0,1
1716,1759.0,1687.0,1
1717,1739.0,1773.0,7
1718,1720.0,1598.0,1
1719,1699.0,1744.0,7
1720,1679.0,1696.0,7
1721,1660.0,1559.0,1
1722,1640.0,1658.0,7
1723,1622.0,1820.0,7
1724,1606.0,1548.0,7
1725,1563.0,1551.0,7
1726,1574.0,1596.0,7
1727,1574.0,1763.0,7
1728,1548.0,1832.0,7
1729,1488.0,1562.0,7
1730,1451.0,1561.0,7
1731,1464.0,1610.0,7
1732,1488.0,1715.0,7
1733,1410.0,1627.0,7
1734,1411.0,1693.0,7
1735,1391.0,1776.0,7
1736,1370.0,1594.0,7
1737,1361.0,1626.0,7
1738,1334.0,1754.0,7
1739,1313.0,1783.0,7
1740,1274.0,1560.0,7
1741,1178.0,1813.0,7
1742,1140.0,1814.0,7
1743,1080.0,1693.0,7
1744,1042.0,1706.0,7
1745,1004.0,1636.0,3
1746,927.0,1618.0,3
1747,928.0,1667.0,3
1748,869.0,1743.0,3
1749,871.0,1842.0,3
1750,830.0,1765.0,3
1751,811.0,1642.0,3
1752,782.0,1630.0,3
1753,752.0,1611.0,3
1754,713.0,1570.0,3
1755,716.0,1842.0,3
1756,676.0,1751.0,3
1757,676.0,1821.0,3
1758,628.0,1762.0,3
1759,611.0,1716.0,3
1760,634.0,1596.0,3
1761,598.0,1607.0,3
1762,560.0,1646.0,3
1763,560.0,1685.0,3
1764,521.0,1784.0,3
1765,1756.0,1869.0,7
1766,1717.0,1869.0,7
1767,1680.0,1870.0,7
1768,1642.0,1871.0,7
1769,1602.0,1871.0,7
1770,1564.0,1871.0,7
1771,1526.0,1870.0,7
1772,1487.0,1871.0,7
1773,1448.0,1873.0,7
1774,1409.0,1871.0,7
1775,1369.0,1872.0,7
1776,1333.0,1872.0,7
1777,1294.0,1872.0,7
1778,1253.0,1873.0,7
1779,1218.0,1872.0,7
1780,1176.0,1870.0,7
1781,1139.0,1869.0,7
1782,1100.0,1872.0,7
1783,1061.0,1871.0,7
1784,1024.0,1869.0,7
1785,983.0,1871.0,7
1786,945.0,1870.0,7
1787,904.0,1870.0,7
1788,869.0,1870.0,3
1789,829.0,1870.0,3
1790,789.0,1872.0,3
1791,751.0,1867.0,3
1792,713.0,1872.0,3
1793,674.0,1868.0,3
1794,637.0,1869.0,3
1795,596.0,1871.0,3
1796,557.0,1872.0,3
1797,1642.0,1902.0,7
1798,1563.0,1899.0,7
1799,1456.0,1928.0,7
1800,1256.0,1899.0,7
1801,1234.0,1936.0,7
1802,1144.0,1909.0,7
1803,1102.0,1910.0,7
1804,1060.0,1909.0,7
1805,984.0,1898.0,7
1806,948.0,1909.0,7
1807,883.0,1927.0,7
1808,848.0,1907.0,3
1809,769.0,1906.0,3
1810,716.0,1899.0,3
1811,674.0,1908.0,3
1812,599.0,1908.0,3
1813,1475.0,1984.0,7
1814,1428.0,2007.0,7
1815,1429.0,2044.0,7
1816,1430.0,2082.0,7
1817,1430.0,2122.0,7
1818,1429.0,2160.0,7
1819,1429.0,2198.0,7
1820,1430.0,2238.0,7
1821,1429.0,2277.0,7
1822,1428.0,2314.0,7
1823,1432.0,2369.0,7
1824,1428.0,2391.0,7
1825,1429.0,2427.0,7
1826,1425.0,2493.0,7
1827,1380.0,2004.0,7
1828,1410.0,2102.0,7
1829,1380.0,2239.0,7
1830,1409.0,2370.0,7
1831,1352.0,2311.0,7
1832,1351.0,2340.0,7
1833,1351.0,2410.0,7
1834,1313.0,2156.0,7
1835,1270.0,2334.0,7
1836,1274.0,2490.0,7
1837,1379.0,2550.0,7
1838,1343.0,2547.0,7
1839,1362.0,2602.0,7
1840,1291.0,2527.0,7
1841,1265.0,2560.0,7
1842,1286.0,2635.0,7
1843,1363.0,2662.0,7
1844,1369.0,2701.0,7
1845,1394.0,2722.0,7
1846,1371.0,2740.0,7
1847,1370.0,2782.0,7
1848,1370.0,2817.0,7
1849,1369.0,2857.0,4
1850,1409.0,2886.0,4
1851,1369.0,2894.0,4
1852,1369.0,2935.0,4
1853,1273.0,2933.0,4
1854,1272.0,2893.0,4
1855,1273.0,2852.0,4
1856,1274.0,2814.0,7
1857,1275.0,2780.0,7
1858,1272.0,2737.0,7
1859,1271.0,2701.0,7
1860,1273.0,2664.0,7
1861,1234.0,2963.0,4
1862,1272.0,2961.0,4
1863,1390.0,2982.0,4
1864,1252.0,3025.0,4
1865,1343.0,3049.0,4
1866,1372.0,3087.0,4
1867,1372.0,3128.0,4
1868,1373.0,3166.0,4
1869,1371.0,3201.0,4
1870,1372.0,3240.0,4
1871,1369.0,3287.0,4
1872,1369.0,3317.0,4
1873,1374.0,3358.0,4
1874,1328.0,3417.0,4
1875,1294.0,3421.0,4
1876,1271.0,3357.0,4
1877,1276.0,3318.0,4
1878,1274.0,3278.0,4
1879,1233.0,3280.0,4
1880,1273.0,3239.0,4
1881,1275.0,3199.0,4
1882,1273.0,3164.0,4
1883,1276.0,3126.0,4
1884,1275.0,3085.0,4
1885,1224.0,3184.0,4
1886,1194.0,3144.0,4
1887,1320.0,3201.0,4
1888,1322.0,3260.0,4
1889,1392.0,3504.0,4
1890,1423.0,3532.0,4
1891,1399.0,3764.0,4
1892,1408.0,3862.0,4
1893,1439.0,3890.0,4
1894,1370.0,3528.0,4
1895,1370.0,3569.0,4
1896,1368.0,3612.0,4
1897,1369.0,3646.0,4
1898,1371.0,3683.0,4
1899,1370.0,3723.0,4
1900,1370.0,3765.0,4
1901,1367.0,3801.0,4
1902,1368.0,3840.0,4
1903,1367.0,3882.0,4
1904,1331.0,3871.0,4
1905,1332.0,3792.0,4
1906,1312.0,3586.0,4
1907,1274.0,3528.0,4
1908,1272.0,3567.0,4
1909,1272.0,3606.0,4
1910,1272.0,3648.0,4
1911,1273.0,3683.0,4
1912,1272.0,3722.0,4
1913,1273.0,3764.0,4
1914,1274.0,3808.0,4
1915,1274.0,3841.0,4
1916,1274.0,3879.0,4
1917,1234.0,2182.0,7
1918,1248.0,2241.0,7
1919,1226.0,2276.0,7
1920,1195.0,2006.0,7
1921,1198.0,2043.0,7
1922,1199.0,2079.0,7
1923,1197.0,2119.0,7
1924,1199.0,2162.0,7
1925,1196.0,2200.0,7
1926,1198.0,2238.0,7
1927,1195.0,2278.0,7
1928,1197.0,2317.0,7
1929,1198.0,2357.0,7
1930,1196.0,2392.0,7
1931,1197.0,2432.0,7
1932,1206.0,2489.0,7
1933,1157.0,2003.0,7
1934,1157.0,2042.0,7
1935,1158.0,2081.0,7
1936,1158.0,2118.0,7
1937,1159.0,2162.0,7
1938,1156.0,2200.0,7
1939,1156.0,2240.0,7
1940,1156.0,2278.0,7
1941,1159.0,2315.0,7
1942,1157.0,2351.0,7
1943,1160.0,2393.0,7
1944,1159.0,2431.0,7
1945,1155.0,2472.0,7
1946,1161.0,2509.0,7
1947,1119.0,2470.0,7
1948,1191.0,2576.0,7
1949,1119.0,2573.0,7
1950,1194.0,2740.0,7
1951,1155.0,2661.0,7
1952,1159.0,2700.0,7
1953,1159.0,2738.0,7
1954,1160.0,2776.0,7
1955,1161.0,2815.0,7
1956,1159.0,2854.0,4
1957,1157.0,2892.0,4
1958,1163.0,2929.0,4
1959,1108.0,2815.0,7
1960,1108.0,2912.0,4
1961,1082.0,2758.0,7
1962,1062.0,2657.0,7
1963,1063.0,2701.0,7
1964,1064.0,2739.0,7
1965,1062.0,2776.0,7
1966,1063.0,2816.0,7
1967,1061.0,2850.0,7
1968,1060.0,2894.0,4
1969,1059.0,2933.0,4
1970,1176.0,3028.0,4
1971,1158.0,3088.0,4
1972,1160.0,3126.0,4
1973,1155.0,3166.0,4
1974,1158.0,3201.0,4
1975,1159.0,3242.0,4
1976,1157.0,3282.0,4
1977,1158.0,3320.0,4
1978,1158.0,3356.0,4
1979,1109.0,3068.0,4
1980,1121.0,3105.0,4
