customer weight coord_x coord_y fid
576 4416.0 3955765.3157902514 2245263.2402726985 1896
577 22.0 3967041.3579914104 2381332.6338922707 1926
578 84.0 3966841.312123476 2377780.613711731 1927
579 38.0 3966641.233270326 2374226.724445818 1928
580 11.0 3966441.121578206 2370670.9665500405 1929
581 12.0 3965039.43258259 2345728.3786251964 1936
582 105.0 3964839.0634754007 2342157.6885000174 1937
583 311.0 3964638.6628573937 2338585.1339989533 1938
584 17.0 3964438.230877468 2335010.715611896 1939
585 156.5 3964237.767684788 2331434.433832218 1940
586 253.5 3964037.2734287847 2327856.2891567703 1941
587 40.0 3963836.748259154 2324276.282085861 1942
588 493.5 3963636.192325858 2320694.4131232845 1943
589 122.5 3963435.6057791235 2317110.682776312 1944
590 810.0 3963234.9887694437 2313525.091555722 1945
591 5.0 3963034.341447578 2309937.6399757587 1946
592 1281.5 3962833.66396455 2306348.328554193 1947
593 1209.5 3962632.956471652 2302757.157812277 1948
594 3351.0 3962432.219120438 2299164.1282747686 1949
595 245.5 3962231.452062733 2295569.240469957 1950
596 2459.0 3962030.6554506226 2291972.4949296247 1951
597 79.0 3961829.8294364624 2288373.8921890883 1952
598 5.0 3961628.9741728716 2284773.4327871893 1953
599 445.5 3961428.089812737 2281171.1172662904 1954
600 322.5 3961227.1765092094 2277566.9461722868 1955
601 1669.5 3961026.234415708 2273960.920054627 1956
602 10798.5 3960825.2636859166 2270353.039466294 1957
603 3497.0 3960624.2644737847 2266743.3049638174 1958
604 8331.0 3960423.236933529 2263131.717107269 1959
605 1342.0 3960222.181219632 2259518.2764603095 1960
606 3014.5 3960021.097486841 2255902.9835901163 1961
607 36197.5 3959819.985890172 2252285.8390674726 1962
608 9745.5 3959618.8465849045 2248666.843466704 1963
609 2640.0 3959417.6797265857 2245045.997365726 1964
610 66.0 3971210.6798954 2391766.3200793974 1991
612 184.0 3970418.7821608363 2377569.0759449042 1995
613 20.0 3970220.725741273 2374015.0911247307 1996
614 86.0 3970022.636816486 2370459.2376960767 1997
616 142.0 3968833.42879827 2349084.9022927554 2003
617 8.0 3968635.116412529 2345515.981650163 2004
618 10.0 3968436.772689175 2341945.196167604 2005
619 40.0 3968238.3977753413 2338372.546331651 2006
620 159.5 3968039.9918184243 2334798.032632321 2007
621 119.5 3967841.554966083 2331221.6555631105 2008
622 46.5 3967643.087366239 2327643.415620993 2009
623 80.0 3967444.5891670776 2324063.313306403 2010
624 98.0 3967246.060517046 2320481.349123257 2011
625 68.5 3967047.5015648548 2316897.523578952 2012
626 260.5 3966848.9124594787 2313311.8371843905 2013
627 337.0 3966650.2933501536 2309724.290453941 2014
628 1110.5 3966451.6443863804 2306134.8839055 2015
629 293.5 3966252.965717922 2302543.6180604445 2016
630 91.0 3966054.257494804 2298950.4934436576 2017
631 10.0 3965855.5198673164 2295355.510583553 2018
632 3687.0 3965656.752986012 2291758.6700120396 2019
633 193.5 3965457.957001706 2288159.972264558 2020
634 6.0 3965259.1320654787 2284559.417880076 2021
635 505.0 3965060.278328671 2280957.007401082 2022
636 32.0 3964861.3959428906 2277352.7413735986 2023
637 5205.0 3964662.485060005 2273746.6203471976 2024
638 1636.5 3964463.5458321474 2270138.64487499 2025
639 2701.0 3964264.5784117137 2266528.8155136313 2026
640 7234.0 3964065.5829513622 2262917.13282332 2027
641 6986.0 3963866.559604017 2259303.5973678427 2028
642 5862.0 3963667.508522863 2255688.2097145026 2029
643 4968.5 3963468.4298613505 2252070.9704342117 2030
644 3013.5 3963269.3237731913 2248451.880101421 2031
645 2696.5 3963070.1904123626 2244830.939294175 2032
646 37549.5 3962871.0299331043 2241208.1485940875 2033
649 28.0 3974976.0781914704 2395102.0396086783 2058
650 86.0 3974780.207246734 2391557.309911046 2059
651 75.5 3974388.3668433293 2384462.238462005 2061
652 10.0 3974192.397669431 2380911.897598234 2062
653 32.0 3973996.3960376806 2377359.6872390686 2063
654 7.0 3973800.362091112 2373805.6078368407 2064
655 32.5 3973604.2959730187 2370249.6598473 2065
656 46.0 3973408.1978269536 2366691.843729626 2066
657 67.5 3973212.0677967295 2363132.159946399 2067
659 14.0 3972034.626134323 2341734.8626083815 2073
660 103.5 3971838.2769635823 2338162.1184075335 2074
661 648.5 3971641.897068544 2334587.5103656948 2075
662 44.5 3971445.4865953606 2331011.038976486 2076
663 188.5 3971249.0456904466 2327432.7047370034 2077
664 171.0 3971052.574500475 2323852.5081478036 2078
665 19.0 3970856.0731723793 2320270.4497129275 2079
666 1443.5 3970659.541853353 2316686.5299398936 2080
667 34.0 3970462.9806908513 2313100.749339729 2081
668 106.5 3970266.389832589 2309513.1084269257 2082
669 596.0 3970069.7694265405 2305923.6077195015 2083
670 24.0 3969873.1196209425 2302332.24773896 2084
671 1161.0 3969676.4405642906 2298739.0290103056 2085
672 37.5 3969479.732405341 2295143.9520620788 2086
673 2240.5 3969282.995293112 2291547.0174263096 2087
674 619.0 3969086.22937688 2287948.225638566 2088
675 9.0 3968889.434806184 2284347.577237938 2089
676 60.0 3968692.6117308224 2280745.072767038 2090
677 1151.5 3968495.7603008547 2277140.7127720146 2091
678 671.5 3968298.880666601 2273534.497802563 2092
679 3113.0 3968101.9729786427 2269926.4284119206 2093
680 171.5 3967905.037387821 2266316.505156867 2094
681 7452.5 3967708.074045237 2262704.7285977253 2095
682 1989.0 3967511.083102255 2259091.0992984083 2096
683 22.0 3967314.064710498 2255475.617826345 2097
684 218.5 3967117.01902185 2251858.2847525706 2098
685 177.5 3966919.9461884564 2248239.1006516647 2099
686 4543.0 3966722.846362723 2244618.0661017946 2100
687 14.0 3978931.328985041 2401979.301001653 2124
688 108.0 3978737.5443720785 2398438.220527553 2125
689 42.0 3978543.726933919 2394895.2683675447 2126
690 40.0 3978349.876810837 2391350.4449570714 2127
691 165.0 3978155.9941433663 2387803.750734992 2128
692 93.0 3977962.0790722943 2384255.1861435305 2129
693 40.0 3977768.1317386683 2380704.7516283398 2130
694 1093.5 3977574.1522837905 2377152.447638468 2131
695 42.0 3977380.1408492215 2373598.2746263654 2132
696 153.5 3977186.097576777 2370042.233047903 2133
697 227.0 3976992.022608532 2366484.3233623807 2134
698 11.0 3976797.916086817 2362924.5460324977 2135
699 41.0 3976603.7781542204 2359362.901524405 2136
700 37.0 3976409.6089535877 2355799.3903076774 2137
701 67.5 3976215.4086280214 2352234.012855329 2138
702 88.0 3976021.1773208813 2348666.7696438124 2139
704 190.5 3975632.6223366056 2341526.6878663464 2141
705 102.0 3975438.2989474772 2337953.8502705693 2142
706 127.0 3975243.9451527884 2334379.148855962 2143
707 19.0 3975049.561097185 2330802.5841162647 2144
708 24.0 3974855.1469255737 2327224.156548695 2145
709 122.5 3974660.702783115 2323643.8666539327 2146
710 829.0 3974466.228815229 2320061.7149361395 2147
711 383.0 3974271.725167593 2316477.701902956 2148
712 160.0 3974077.1919861417 2312891.828065531 2149
713 105.5 3973882.629417067 2309304.0939384783 2150
714 51.5 3973688.0376068205 2305714.5000399402 2151
715 882.5 3973493.41670211 2302123.0468915403 2152
716 52.0 3973298.7668499006 2298529.735018407 2153
717 1314.5 3973104.0881974166 2294934.5649492014 2154
718 12.0 3972909.380892139 2291337.5372160794 2155
719 175.0 3972714.645081808 2287738.652354729 2156
722 341.0 3972130.2681017523 2276930.860411073 2159
723 356.0 3971935.4197537564 2273324.552464236 2160
724 8821.5 3971740.543643273 2269716.390120572 2161
725 554.5 3971545.6399195874 2266106.3739369847 2162
726 8831.5 3971350.7087322455 2262494.504473921 2163
727 94.0 3971155.7502310504 2258880.782295416 2164
728 760.0 3970960.7645660625 2255265.207969025 2165
729 4795.5 3970765.7518876013 2251647.7820659066 2166
730 202.0 3970570.712346244 2248028.5051607643 2167
731 539.5 3970375.6460928256 2244407.3778318902 2168
732 11905.5 3970180.5532784397 2240784.400661152 2169
733 1215.0 3969985.4340544376 2237159.5742339958 2170
735 7.0 3982303.313301809 2398233.68633111 2193
736 225.5 3982111.5163817187 2394690.6414114516 2194
737 17.0 3981919.687119128 2391145.7252613553 2195
738 738.5 3981727.825653107 2387598.9383197958 2196
739 343.0 3981535.932122978 2384050.2810291187 2197
740 229.0 3981344.006668319 2380499.753835093 2198
741 127.0 3981152.0494289617 2376947.3571868874 2199
742 216.5 3980960.0605449914 2373393.091537067 2200
743 288.0 3980768.0401567486 2369836.9573416254 2201
744 119.5 3980575.988404829 2366278.955059978 2202
746 185.0 3980191.7913736054 2359157.348092796 2204
748 10.0 3979807.4705811683 2352028.274379366 2206
749 150.0 3979615.264128685 2348460.938677791 2207
753 204.0 3978846.134596135 2334172.9481466156 2211
754 204.5 3978653.7769961357 2330596.291025914 2212
755 128.5 3978461.3895958015 2327017.771099513 2213
756 1573.5 3978268.9725387827 2323437.3888682094 2214
757 184.5 3978076.525968984 2319855.144836287 2215
758 99.5 3977884.050030566 2316271.039511507 2216
759 2620.5 3977691.5448679444 2312685.07340514 2217
760 3530.5 3977499.010625789 2309097.24703192 2218
761 3732.5 3977306.4474490257 2305507.5609101094 2219
762 121.5 3977113.8554828344 2301916.0155614545 2220
763 72.0 3976921.234872651 2298322.6115112025 2221
764 79.5 3976728.585764166 2294727.3492881386 2222
765 6.0 3976535.908303325 2291130.2294245386 2223
766 3285.0 3976343.202636329 2287531.2524562133 2224
767 30.0 3976150.4689096343 2283930.4189224974 2225
768 7.0 3975957.7072699526 2280327.729366251 2226
769 4457.0 3975764.9178642496 2276723.1843338646 2227
770 1075.5 3975572.100839748 2273116.7843752815 2228
771 101.0 3975379.2563439244 2269508.5300439848 2229
773 19.5 3974993.485529497 2262286.460494893 2231
774 309.5 3974800.559507124 2258672.6464018277 2232
775 939.5 3974607.6066058907 2255056.980185478 2233
776 166.0 3974414.6269745515 2251439.46241713 2234
777 1282.5 3974221.6207621144 2247820.093671604 2235
778 1449.5 3974028.588117845 2244198.87452732 2236
779 2714.0 3973835.5291912626 2240575.8055662666 2237
780 10366.5 3973642.4441321427 2236950.887374014 2238
784 19.0 3985489.6367030377 2390943.1508673215 2263
785 736.5 3985299.79647685 2387396.272179268 2264
786 101.0 3985109.9245260004 2383847.523162148 2265
787 46.5 3984920.020988598 2380296.904261849 2266
788 182.5 3984730.086003003 2376744.4159276546 2267
789 15.0 3984540.119707828 2373190.058612251 2268
790 352.5 3984350.1222419357 2369633.832771746 2269
791 97.0 3984160.093744442 2366075.7388656745 2270
793 121.0 3983779.944212368 2358953.948712031 2272
795 11.0 3983399.6722295647 2351824.691896108 2274
796 86.0 3983209.4906696025 2348257.2646750696 2275
799 171.5 3982638.7654037485 2337543.793531721 2278
800 987.5 3982448.4639235754 2333968.908280694 2279
801 133.0 3982258.1328168055 2330392.159748449 2280
802 2571.0 3982067.772225326 2326813.5484324447 2281
803 1239.5 3981877.3822912755 2323233.0748335975 2282
804 1596.0 3981686.963157045 2319650.7394563104 2283
805 11.5 3981496.514965278 2316066.5428084643 2284
806 17438.5 3981306.0378588703 2312480.485401449 2285
807 2159.5 3981115.5319809695 2308892.5677501163 2286
808 379.0 3980924.997474976 2305302.7903728513 2287
809 1675.5 3980734.434484543 2301711.1537915175 2288
810 539.0 3980543.8431535745 2298117.658531485 2289
812 297.5 3980162.576046916 2290925.09409443 2291
813 706.5 3979971.9005602985 2287326.025985736 2292
814 10.0 3979781.197311291 2283725.101335028 2293
815 12.0 3979590.4664450614 2280122.3206852893 2294
816 14.0 3979399.7081070286 2276517.6845830306 2295
817 879.5 3979208.9224428665 2272911.1935783154 2296
818 603.0 3979018.1095984997 2269302.8482247465 2297
820 3204.5 3978636.402954116 2262080.596703182 2299
821 1294.0 3978445.5094472133 2258466.6916601565 2300
822 18.0 3978254.589346332 2254850.934518195 2301
823 6.0 3978063.642798662 2251233.3258487005 2302
824 46.0 3977872.669951644 2247613.8662266214 2303
825 1748.5 3977681.670952971 2243992.5562304948 2304
826 8697.5 3977490.6459505903 2240369.3964424324 2305
827 2801.0 3977299.5950927003 2236744.387448128 2306
828 11162.0 3977108.5185277537 2233117.529836876 2307
832 62.0 3989622.9912649095 2401372.4039384737 2328
834 22.0 3989247.511520738 2394287.820527724 2330
835 845.5 3989059.7240940123 2390742.7218179386 2331
836 1664.5 3988871.9051456344 2387195.752356351 2332
837 199.0 3988684.0548119945 2383646.912585538 2333
839 21.0 3988308.26053574 2376543.6239036447 2335
841 62.0 3987932.3423613543 2369432.8593810927 2337
842 2872.0 3987744.3371559847 2365874.6748222737 2338
843 1035.0 3987556.3013889277 2362314.622681363 2339
844 729.5 3987368.235198317 2358752.7034248644 2340
845 167.0 3987180.1387225357 2355188.917522708 2341
846 35.0 3986992.012100216 2351623.2654482615 2342
847 425.0 3986803.855470239 2348055.7476783316 2343
850 523.0 3986239.206926921 2337342.005015511 2346
851 149.0 3986050.9316601176 2333767.029300784 2347
852 386.5 3985862.6270838035 2330190.190326432 2348
853 547.0 3985674.2933383584 2326611.48859003 2349
854 318.5 3985485.930564408 2323030.924592613 2350
855 636.5 3985297.5389028303 2319448.4988387004 2351
856 2835.5 3985109.1184947505 2315864.211836292 2352
857 231.0 3984920.6694815448 2312278.0640968964 2353
858 280.5 3984732.192004839 2308690.056135484 2354
859 27.0 3984543.686206508 2305100.188470557 2355
860 1845.0 3984355.1522286767 2301508.461624098 2356
861 210.0 3984166.5902137198 2297914.8761215974 2357
862 1225.5 3983978.000304261 2294319.432492074 2358
863 112.0 3983789.3826431762 2290722.131268046 2359
864 22.0 3983600.737373587 2287122.9729855633 2360
865 323.5 3983412.064638869 2283521.9581842003 2361
867 5.5 3983034.637348787 2276314.3612007634 2363
868 878.0 3982845.8830814203 2272707.7801155043 2364
869 3068.5 3982657.101924917 2269099.3447050015 2365
870 1243.5 3982468.294023901 2265489.055526523 2366
871 1421.0 3982279.4595232443 2261876.9131408795 2367
873 10.0 3981901.711303753 2254647.071009215 2369
874 526.0 3981712.7978759133 2251029.372402638 2370
875 240.0 3981523.8584304247 2247409.822867807 2371
876 281.5 3981334.893113411 2243788.4229833796 2372
877 2238.5 3981145.9020712445 2240165.17333159 2373
878 4654.5 3980956.8854505476 2236540.074498249 2374
879 13785.5 3980767.843398194 2232913.127072778 2375
880 36243.5 3980578.776061306 2229284.3316481626 2376
881 1036.0 3980389.683587257 2225653.6888210075 2377
882 45.0 3993744.07411886 2411787.4930934324 2393
883 147.5 3993558.465586121 2408251.6647469006 2394
884 166.5 3993372.8252016157 2404713.96350539 2395
886 23.0 3993001.4494123287 2397632.944043905 2397
887 288.0 3992815.7142756754 2394089.6266856156 2398
888 288.5 3992629.9478235105 2390544.438155717 2399
889 31.0 3992444.1501905136 2386997.378893533 2400
890 12.0 3992258.321511609 2383448.449341753 2401
893 108.0 3991700.6505523943 2372790.44342701 2404
894 46.0 3991514.699044034 2369234.0372120356 2405
895 380.0 3991328.7171680843 2365675.7629721225 2406
896 406.5 3991142.705060948 2362115.6211704356 2407
897 367.5 3990956.662859274 2358553.6122735967 2408
898 660.5 3990770.5906999577 2354989.73675165 2409
899 86.0 3990584.488720141 2351423.9950780785 2410
900 220.0 3990398.3570572124 2347856.387729806 2411
901 206.0 3990212.1958488068 2344286.915187207 2412
903 269.0 3989839.7853473397 2337142.3764578043 2414
904 50.5 3989653.5363307814 2333567.3112490205 2415
905 14.0 3989467.258321753 2329990.3828019733 2416
906 263.5 3989280.9514591238 2326411.591614355 2417
907 2134.0 3989094.615882009 2322830.938187315 2418
908 2496.0 3988908.251729771 2319248.4230254926 2419
909 1242.5 3988721.8591420185 2315664.046637004 2420
910 24.0 3988535.438258608 2312077.8095334717 2421
911 171.0 3988348.9892196422 2308489.7122299867 2422
912 100.0 3988162.5121654714 2304899.755245166 2423
913 2580.0 3987976.0072366926 2301307.939101111 2424
914 406.5 3987789.474574149 2297714.2643234287 2425
915 322.5 3987602.9143189327 2294118.731441256 2426
916 88.0 3987416.3266123813 2290521.3409872293 2427
917 50.0 3987229.71159608 2286922.0934975143 2428
918 236.5 3987043.0694118612 2283320.989511806 2429
920 1206.5 3986669.704108237 2276113.2142288066 2431
921 3643.0 3986482.981273731 2272506.544028567 2432
922 9750.0 3986296.2318411097 2268898.019526444 2433
923 1178.5 3986109.4559534397 2265287.6412798213 2434
924 124.0 3985922.6537540373 2261675.4098496297 2435
925 15.0 3985735.825386465 2258061.325800389 2436
927 2062.5 3985362.0907222982 2250827.6021205103 2438
930 271.5 3984801.296068062 2239963.136275231 2441
931 10285.5 3984614.3137201364 2236337.9485658486 2442
932 52307.5 3984427.3062159047 2232710.9122888846 2443
933 45623.0 3984240.273700908 2229082.0280374466 2444
934 38.0 3997302.311810489 2411591.888227989 2461
935 157.0 3997118.7225637455 2408055.9709396344 2462
936 102.0 3996935.101813301 2404518.1807750417 2463
940 653.0 3996200.3064230056 2390348.299922712 2467
941 7.0 3996016.5301425545 2386801.151832845 2468
942 22.0 3995832.723155505 2383252.133472802 2469
943 137.5 3995648.885595559 2379701.245288814 2470
944 61.0 3995465.0175966625 2376148.4877305096 2471
945 679.5 3995281.119293005 2372593.861250918 2472
946 183.5 3995097.190819019 2369037.366306492 2473
947 447.0 3994913.2323093815 2365479.0033571133 2474
948 485.5 3994729.243899012 2361918.772866063 2475
949 348.5 3994545.225723075 2358356.6753000747 2476
950 1218.5 3994361.1779169785 2354792.7111293073 2477
951 1829.0 3994177.1006163736 2351226.8808273594 2478
952 297.0 3993992.993957156 2347659.1848712685 2479
953 10.5 3993808.8580754646 2344089.6237415243 2480
954 173.5 3993624.693107683 2340518.197922069 2481
955 84.0 3993440.4991904395 2336944.9079003064 2482
956 2342.0 3993256.2764606033 2333369.754167084 2483
957 279.5 3993072.025055291 2329792.7372167306 2484
958 798.0 3992887.7451118627 2326213.8575470513 2485
959 1298.5 3992703.436767921 2322633.115659316 2486
960 3948.5 3992519.100161314 2319050.512058275 2487
961 501.5 3992334.7354301326 2315466.0472521605 2488
962 17.0 3992150.342712715 2311879.7217527134 2489
963 87.0 3991965.9221476396 2308291.5360751385 2490
964 394.0 3991781.473873732 2304701.490738169 2491
965 31.0 3991596.998030062 2301109.5862640226 2492
966 976.0 3991412.4947559405 2297515.8231784212 2493
967 339.0 3991227.964190928 2293920.2020106213 2494
968 1182.0 3991043.4064748245 2290322.7232933724 2495
969 170.5 3990858.821747678 2286723.3875629585 2496
970 27.0 3990674.210149778 2283122.19535919 2497
971 348.0 3990489.571821661 2279519.1472253995 2498
972 1023.0 3990304.9069041065 2275914.243708456 2499
973 240.5 3990120.2155381385 2272307.4853587765 2500
974 280.5 3989935.4978650264 2268698.8727303194 2501
975 3803.0 3989750.754026283 2265088.406380589 2502
976 575.5 3989565.9841636666 2261476.086870631 2503
977 841.0 3989381.18841918 2257861.9147650823 2504
979 53.0 3989011.5198538275 2250628.0150434403 2506
982 2174.5 3988456.826455896 2239763.285314405 2509
983 38287.5 3988271.878415935 2236138.0096919485 2510
984 83.0 4001223.7285405663 2418464.8132435298 2527
985 80.0 4001042.221319608 2414932.5549673745 2528
986 54.5 4000860.682682113 2411398.422991645 2529
988 169.0 4000497.5116789886 2404324.539621853 2531
991 464.0 3999952.522815804 2393699.672411292 2534
992 789.0 3999770.798423984 2390154.307160519 2535
993 83.5 3999589.043532838 2386607.0712158624 2536
994 513.0 3999407.258274357 2383057.9650202375 2537
995 165.5 3999225.442780775 2379506.989019987 2538
996 426.0 3999043.5971845663 2375954.1436648523 2539
997 230.5 3998861.721618445 2372399.4294079756 2540
998 197.0 3998679.816215368 2368842.846705921 2541
999 53.5 3998497.8811085313 2365284.396018683 2542
1000 87.0 3998315.9164313725 2361724.077809657 2543
1001 190.5 3998133.9223175715 2358161.892545688 2544
1002 16.0 3997951.898901047 2354597.8406970478 2545
1003 3528.5 3997769.846315962 2351031.922737449 2546
1004 996.0 3997587.764696717 2347464.1391440406 2547
1005 1895.5 3997405.6541779563 2343894.4903974277 2548
1006 328.0 3997223.5148945646 2340322.976981665 2549
1007 1014.0 3997041.346981668 2336749.5993842697 2550
1008 3660.5 3996859.150574634 2333174.358096203 2551
1009 92.0 3996676.925809071 2329597.2536119064 2552
1011 274.5 3996312.3917460013 2322437.457049771 2554
1013 37.0 3995947.7458821586 2315270.2137228735 2556
1014 2056.0 3995765.381366535 2311683.8007957083 2557
1015 29.0 3995582.9893111056 2308095.5277120015 2558
1016 251.0 3995400.569853171 2304505.3949906044 2559
1017 264.0 3995218.1231302707 2300913.403153847 2560
1018 326.0 3995035.6492801877 2297319.552727568 2561
1019 242.5 3994853.1484409473 2293723.844241136 2562
1020 148.0 3994670.620750814 2290126.278227418 2563
1021 773.5 3994488.0663482966 2286526.8552228133 2564
1022 368.5 3994305.485372144 2282925.575767246 2565
1023 127.5 3994122.877961347 2279322.4404041665 2566
1024 53.5 3993940.244255139 2275717.4496805575 2567
1025 1802.5 3993757.5843929946 2272110.6041469523 2568
1026 589.5 3993574.8985146307 2268501.904357427 2569
1027 335.0 3993392.1867600055 2264891.350869599 2570
1028 154.5 3993209.4492693194 2261278.944244631 2571
1029 1818.0 3993026.686183015 2257664.6850472772 2572
1030 195.0 3992843.8976417747 2254048.5738458075 2573
1031 2034.5 3992661.083786526 2250430.6112121027 2574
1032 572.0 3992478.2447584365 2246810.79772158 2575
1033 85.5 3992295.3806989156 2243189.133953255 2576
1034 66.0 3992112.491749615 2239565.620489714 2577
1035 3325.0 3991929.5780524286 2235940.2579171243 2578
1036 99588.0 3991746.6397494916 2232313.04682526 2579
1037 44.0 4004778.193456589 2418273.6617192836 2595
1038 540.5 4004598.704894963 2414741.316413208 2596
1039 470.5 4004419.1852676775 2411207.097425674 2597
1040 268.5 4004239.6347035924 2407671.005176047 2598
1041 28.0 4004060.0533318063 2404133.0400870536 2599
1044 135.0 4003521.125664795 2393507.9120618603 2602
1045 942.5 4003341.422357946 2389962.459910281 2603
1046 1531.0 4003161.6888924576 2386415.137083703 2604
1047 410.5 4002981.925398854 2382865.9440251533 2605
1048 434.0 4002802.1320079 2379314.8811810864 2606
1049 1839.0 4002622.3088505985 2375761.9490013546 2607
1050 154.5 4002442.4560581893 2372207.14793921 2608
1051 420.5 4002262.5737621514 2368650.4784513284 2609
1052 21.0 4002082.662094202 2365091.9409978157 2610
1053 44.0 4001902.721186295 2361531.5360421785 2611
1054 17.0 4001722.7511706264 2357969.2640513736 2612
1055 98.5 4001542.7521796264 2354405.1254957863 2613
1056 142.0 4001362.724345967 2350839.120849238 2614
1057 225.0 4001182.6678025564 2347271.250588991 2615
1058 817.0 4001002.5826825425 2343701.5151957623 2616
1059 3273.5 4000822.4691193113 2340129.915153719 2617
1060 4296.5 4000642.3272464885 2336556.450950491 2618
1061 1667.0 4000462.1571979364 2332981.1230771514 2619
1062 18.0 4000281.9591077575 2329403.9320282554 2620
1063 197.5 4000101.7331102933 2325824.878301836 2621
1064 110.5 3999921.4793401225 2322243.9623993877 2622
1065 141.5 3999741.1979320645 2318661.1848258898 2623
1066 73.5 3999560.8890211754 2315076.5460898015 2624
1067 403.0 3999380.5527427522 2311490.046703091 2625
1068 20.5 3999200.1892323294 2307901.6871811897 2626
1069 392.5 3999019.7986256806 2304311.468043061 2627
1070 43.5 3998839.3810588196 2300719.3898111507 2628
1071 161.0 3998658.9366679974 2297125.4530114075 2629
1072 8.0 3998478.4655897045 2293529.658173318 2630
1074 391.0 3998117.4439178654 2286332.4965175483 2632
1075 1761.0 3997936.893598496 2282731.1307764216 2633
1076 2314.0 3997756.3171400097 2279127.9091500435 2634
1077 138.0 3997575.7146800915 2275522.83218551 2635
1079 93.0 3997214.432307902 2268307.114448115 2637
1080 777.5 3997033.752672198 2264696.4747871766 2638
1081 487.5 3996853.0475881975 2261083.9820119324 2639
1082 1362.0 3996672.3171947836 2257469.6366872503 2640
1083 2051.0 3996491.5616310756 2253853.4393815175 2641
1084 941.0 3996310.7810364347 2250235.390666727 2642
1085 1662.5 3996129.97555046 2246615.491118415 2643
1086 2119.5 3995949.14531299 2242993.7413157094 2644
1087 5393.0 3995768.2904641028 2239370.141841313 2645
1088 5078.0 3995587.411144115 2235744.6932815094 2646
1089 35680.5 3995406.507493583 2232117.3962261872 2647
1090 21.0 4008332.788547965 2418084.6479574433 2663
1091 61.0 4008155.318681967 2414552.216595941 2664
1092 223.5 4007977.8181011416 2411017.9115708913 2665
1093 412.0 4007800.2869329024 2407481.733301771 2666
1094 1478.5 4007622.725304897 2403943.682211417 2667
1095 211.5 4007445.1333450084 2400403.7587260483 2668
1096 119.5 4007267.511181355 2396861.9632752496 2669
1097 2244.5 4007089.858942291 2393318.296292009 2670
1098 18348.0 4006912.1767564043 2389772.7582126795 2671
1099 1838.5 4006734.4647525204 2386225.349477028 2672
1100 1017.0 4006556.7230596975 2382676.0705281897 2673
1101 1922.5 4006378.951807231 2379124.92181273 2674
1102 86.5 4006201.1511246525 2375571.90378061 2675
1103 7.0 4006023.3211417263 2372017.016885192 2676
1104 132.5 4005845.461988455 2368460.261583263 2677
1105 129.0 4005667.5737950755 2364901.6383350375 2678
1106 54.5 4005489.65669206 2361341.147604132 2679
1107 8.0 4005311.710810118 2357778.789857615 2680
1108 80.0 4005133.7362801926 2354214.5655659805 2681
1111 42.0 4004599.642115499 2343510.6981769195 2684
1113 137.5 4004243.4385103774 2336365.4626393174 2686
1114 129.5 4004065.2948555895 2332790.0491502536 2687
1115 5.0 4003887.1234760317 2329212.772506076 2688
1116 35.0 4003708.924504536 2325633.6332049286 2689
1117 10.0 4003530.69807417 2322052.6317484183 2690
1118 67.0 4003352.444318237 2318469.768641636 2691
1119 25.0 4003174.1633702763 2314885.044393151 2692
1121 137.0 4002817.520433614 2307710.014522862 2694
1122 28.0 4002639.158713172 2304119.7099356763 2695
1123 22.0 4002460.7703372245 2300527.546276045 2696
1124 493.0 4002282.355440491 2296933.524070033 2697
1125 30.0 4002103.914157929 2293337.6438472345 2698
1126 504.0 4001925.4466247326 2289739.9061407438 2699
1127 38.0 4001746.9529763306 2286140.3114871853 2700
1128 199.5 4001568.43334839 2282538.860426713 2701
1129 154.0 4001389.887876813 2278935.553503002 2702
1131 169.5 4001032.719947541 2271723.3742582565 2704
1132 2405.5 4000854.097762834 2268114.503042287 2705
1133 13724.5 4000675.4502804647 2264503.7781732003 2706
1134 2100.5 4000496.777637518 2260891.200212389 2707
1135 3098.0 4000318.079971316 2257276.769724833 2708
1136 5023.5 4000139.3574194144 2253660.4872790324 2709
1137 44.0 3999960.610119609 2250042.3534470964 2710
1138 5010.5 3999781.8382099303 2246422.368804673 2711
1139 5413.5 3999603.0418286454 2242800.5339310057 2712
1140 11643.5 3999424.2211142583 2239176.8494089125 2713
1141 16424.5 3999245.3762055095 2235551.3158247895 2714
1142 4063.5 3999066.5072413757 2231923.9337686393 2715
1143 10416.5 3998887.61436107 2228294.703834038 2716
1145 99.0 4011887.512349486 2417897.771998412 2731
1148 147.5 4011361.0679798825 2407294.6021531103 2734
1149 709.0 4011185.5261314134 2403756.466035256 2735
1150 550.0 4011009.9542975007 2400216.4575404227 2736
1151 138.0 4010834.352604806 2396674.5770983007 2737
1152 7217.0 4010658.721180225 2393130.8251419873 2738
1153 8326.5 4010483.060150885 2389585.202107943 2739
1154 293.5 4010307.3696441464 2386037.7084360425 2740
1155 285.5 4010131.649787602 2382488.344569531 2741
1156 123.5 4009955.900709078 2378937.11095508 2742
1158 24.0 4009604.315398558 2371829.036286041 2744
1159 11.0 4009428.4794233767 2368272.19614182 2745
1160 18.0 4009252.614739848 2364713.488070421 2746
1161 12.0 4009076.72147696 2361152.9125355682 2747
1162 30.5 4008900.799763937 2357590.470004439 2748
1164 18.0 4008548.871505543 2350459.9858392067 2750
1165 20.0 4008372.865219784 2346891.945156628 2751
1166 158.5 4008196.831003113 2343322.039380838 2752
1167 80.5 4008020.768985919 2339750.268996226 2753
