3072 101904
 769 1021 7.5
 773 1021 5.25
 774 1021 5.8125
 776 1021 6.75
 777 1021 6
 786 1021 3.5625
 795 1021 4.5
 796 1021 5.0625
 801 1021 3.75
 802 1021 4.3125
 804 1021 5.25
 805 1021 4.6875
 831 1021 2.8125
 845 1021 2.0625
 854 1021 3
 855 1021 3.5625
 860 1021 2.4375
 861 1021 3
 863 1021 3.9375
 919 1021 1.3125
 933 1021 0.75
 942 1021 1.6875
 943 1021 2.25
 769 1022 7.125
 770 1022 5.4375
 775 1022 5.25
 776 1022 6.375
 777 1022 5.625
 787 1022 3.5625
 792 1022 4.6875
 797 1022 4.5
 798 1022 3.9375
 803 1022 3.75
 804 1022 4.875
 805 1022 4.3125
 832 1022 2.8125
 846 1022 2.0625
 851 1022 3.1875
 856 1022 3
 857 1022 2.625
 862 1022 2.4375
 863 1022 3.5625
 920 1022 1.3125
 934 1022 0.75
 939 1022 1.875
 944 1022 1.6875
 769 1023 6.5625
 771 1023 5.4375
 775 1023 4.6875
 776 1023 5.8125
 777 1023 5.0625
 788 1023 3.5625
 793 1023 4.6875
 797 1023 3.9375
 799 1023 3.9375
 803 1023 3.1875
 804 1023 4.3125
 805 1023 3.75
 833 1023 2.8125
 847 1023 2.0625
 852 1023 3.1875
 856 1023 2.4375
 858 1023 2.625
 862 1023 1.875
 863 1023 3
 921 1023 1.3125
 935 1023 0.75
 940 1023 1.875
 944 1023 1.125
 769 1024 68.25
 772 1024 50.75
 775 1024 50.75
 776 1024 61.25
 777 1024 54.25
 789 1024 33.25
 794 1024 43.75
 797 1024 43.75
 800 1024 36.75
 803 1024 36.75
 804 1024 47.25
 805 1024 42
 834 1024 26.25
 848 1024 19.25
 853 1024 29.75
 856 1024 29.75
 859 1024 24.5
 862 1024 24.5
 863 1024 35
 922 1024 12.25
 936 1024 7
 941 1024 17.5
 944 1024 17.5
 769 1025 25.5225
 773 1025 18.0525
 775 1025 19.2975
 776 1025 23.0325
 777 1025 20.5425
 790 1025 11.8275
 795 1025 15.5625
 797 1025 16.8075
 801 1025 13.0725
 803 1025 14.3175
 804 1025 18.0525
 805 1025 16.185
 835 1025 9.3375
 849 1025 6.8475
 854 1025 10.5825
 856 1025 11.8275
 860 1025 8.715
 862 1025 9.96
 863 1025 13.695
 923 1025 4.3575
 937 1025 2.49
 942 1025 6.225
 944 1025 7.47
 769 1026 255.455
 774 1026 194.952
 775 1026 188.23
 776 1026 228.565
 777 1026 201.675
 791 1026 127.727
 796 1026 168.063
 797 1026 161.34
 802 1026 141.173
 803 1026 134.45
 804 1026 174.785
 805 1026 154.617
 836 1026 100.837
 850 1026 73.9475
 855 1026 114.283
 856 1026 107.56
 861 1026 94.115
 862 1026 87.3925
 863 1026 127.727
 924 1026 47.0575
 938 1026 26.89
 943 1026 67.225
 944 1026 60.5025
 769 1027 0.36
 770 1027 0.2925
 771 1027 0.315
 772 1027 0.285
 773 1027 0.27
 774 1027 0.2925
 778 1027 0.2475
 779 1027 0.2175
 780 1027 0.2025
 781 1027 0.225
 782 1027 0.195
 783 1027 0.225
 784 1027 0.2475
 785 1027 0.2175
 786 1027 0.2025
 806 1027 0.225
 807 1027 0.1575
 808 1027 0.1275
 809 1027 0.18
 810 1027 0.15
 811 1027 0.135
 812 1027 0.1575
 813 1027 0.1275
 864 1027 0.1575
 865 1027 0.135
 866 1027 0.1575
 867 1027 0.09
 868 1027 0.06
 945 1027 0.0675
 946 1027 0.09
 947 1027 0.0675
 769 1028 1.3475
 770 1028 1.1
 771 1028 1.1825
 772 1028 1.0725
 773 1028 1.0175
 775 1028 1.0725
 778 1028 0.935
 779 1028 0.825
 780 1028 0.77
 781 1028 0.8525
 782 1028 0.7425
 787 1028 0.825
 788 1028 0.9075
 789 1028 0.7975
 790 1028 0.7425
 806 1028 0.8525
 807 1028 0.605
 808 1028 0.495
 814 1028 0.66
 815 1028 0.55
 816 1028 0.495
 817 1028 0.5775
 818 1028 0.4675
 864 1028 0.605
 865 1028 0.5225
 869 1028 0.5775
 870 1028 0.33
 871 1028 0.22
 945 1028 0.275
 948 1028 0.33
 949 1028 0.2475
 769 1029 14.145
 770 1029 11.3775
 771 1029 12.3
 772 1029 11.07
 774 1029 11.3775
 775 1029 11.07
 778 1029 9.5325
 779 1029 8.3025
 783 1029 8.61
 784 1029 9.5325
 785 1029 8.3025
 787 1029 8.3025
 788 1029 9.225
 789 1029 7.995
 791 1029 8.3025
 806 1029 8.61
 809 1029 6.765
 810 1029 5.535
 814 1029 6.4575
 815 1029 5.2275
 819 1029 5.535
 820 1029 6.4575
 821 1029 5.2275
 864 1029 5.8425
 866 1029 5.8425
 869 1029 5.535
 872 1029 3.69
 873 1029 2.46
 946 1029 3.075
 948 1029 2.7675
 950 1029 2.7675
 769 1030 50.3475
 771 1030 44.1825
 772 1030 40.0725
 773 1030 38.0175
 774 1030 41.1
 775 1030 40.0725
 781 1030 31.8525
 782 1030 27.7425
 784 1030 34.935
 785 1030 30.825
 786 1030 28.77
 788 1030 33.9075
 789 1030 29.7975
 790 1030 27.7425
 791 1030 30.825
 806 1030 31.8525
 812 1030 22.605
 813 1030 18.495
 817 1030 21.5775
 818 1030 17.4675
 820 1030 24.66
 821 1030 20.55
 822 1030 18.495
 865 1030 19.5225
 866 1030 22.605
 869 1030 21.5775
 875 1030 12.33
 876 1030 8.22
 947 1030 10.275
 949 1030 9.2475
 950 1030 12.33
 769 1031 0.215
 770 1031 0.17
 771 1031 0.185
 772 1031 0.165
 773 1031 0.155
 776 1031 0.195
 778 1031 0.14
 779 1031 0.12
 780 1031 0.11
 781 1031 0.125
 782 1031 0.105
 792 1031 0.15
 793 1031 0.165
 794 1031 0.145
 795 1031 0.135
 806 1031 0.125
 807 1031 0.08
 808 1031 0.06
 823 1031 0.12
 824 1031 0.1
 825 1031 0.09
 826 1031 0.105
 827 1031 0.085
 864 1031 0.08
 865 1031 0.065
 877 1031 0.105
 878 1031 0.06
 879 1031 0.04
 945 1031 0.02
 953 1031 0.06
 954 1031 0.045
 769 1032 2.2
 770 1032 1.705
 771 1032 1.87
 772 1032 1.65
 774 1032 1.705
 776 1032 1.98
 778 1032 1.375
 779 1032 1.155
 783 1032 1.21
 784 1032 1.375
 785 1032 1.155
 792 1032 1.485
 793 1032 1.65
 794 1032 1.43
 796 1032 1.485
 806 1032 1.21
 809 1032 0.88
 810 1032 0.66
 823 1032 1.155
 824 1032 0.935
 828 1032 0.99
 829 1032 1.155
 830 1032 0.935
 864 1032 0.715
 866 1032 0.715
 877 1032 0.99
 880 1032 0.66
 881 1032 0.44
 946 1032 0.22
 953 1032 0.495
 955 1032 0.495
 769 1033 7.74
 771 1033 6.66
 772 1033 5.94
 773 1033 5.58
 774 1033 6.12
 776 1033 7.02
 781 1033 4.5
 782 1033 3.78
 784 1033 5.04
 785 1033 4.32
 786 1033 3.96
 793 1033 5.94
 794 1033 5.22
 795 1033 4.86
 796 1033 5.4
 806 1033 4.5
 812 1033 2.88
 813 1033 2.16
 826 1033 3.78
 827 1033 3.06
 829 1033 4.32
 830 1033 3.6
 831 1033 3.24
 865 1033 2.34
 866 1033 2.88
 877 1033 3.78
 883 1033 2.16
 884 1033 1.44
 947 1033 0.72
 954 1033 1.62
 955 1033 2.16
 769 1034 7.38
 770 1034 5.76
 771 1034 6.3
 772 1034 5.58
 775 1034 5.58
 776 1034 6.66
 778 1034 4.68
 779 1034 3.96
 787 1034 3.96
 788 1034 4.5
 789 1034 3.78
 792 1034 5.04
 793 1034 5.58
 794 1034 4.86
 797 1034 4.86
 806 1034 4.14
 814 1034 2.88
 815 1034 2.16
 823 1034 3.96
 824 1034 3.24
 832 1034 3.24
 833 1034 3.78
 834 1034 3.06
 864 1034 2.52
 869 1034 2.34
 877 1034 3.42
 885 1034 2.16
 886 1034 1.44
 948 1034 0.72
 953 1034 1.8
 958 1034 1.62
 769 1035 26.4
 771 1035 22.8
 772 1035 20.4
 773 1035 19.2
 775 1035 20.4
 776 1035 24
 781 1035 15.6
 782 1035 13.2
 788 1035 16.8
 789 1035 14.4
 790 1035 13.2
 793 1035 20.4
 794 1035 18
 795 1035 16.8
 797 1035 18
 806 1035 15.6
 817 1035 9.6
 818 1035 7.2
 826 1035 13.2
 827 1035 10.8
 833 1035 14.4
 834 1035 12
 835 1035 10.8
 865 1035 8.4
 869 1035 9.6
 877 1035 13.2
 888 1035 7.2
 889 1035 4.8
 949 1035 2.4
 954 1035 6
 958 1035 7.2
 769 1036 265.577
 771 1036 226.712
 772 1036 200.803
 774 1036 207.28
 775 1036 200.803
 776 1036 239.667
 784 1036 168.415
 785 1036 142.505
 788 1036 161.938
 789 1036 136.027
 791 1036 142.505
 793 1036 200.803
 794 1036 174.893
 796 1036 181.37
 797 1036 174.893
 806 1036 148.982
 820 1036 103.64
 821 1036 77.73
 829 1036 142.505
 830 1036 116.595
 833 1036 136.027
 834 1036 110.118
 836 1036 116.595
 866 1036 90.685
 869 1036 84.2075
 877 1036 123.073
 891 1036 77.73
 892 1036 51.82
 950 1036 25.91
 955 1036 64.775
 958 1036 58.2975
 769 1037 12.75
 770 1037 10.455
 771 1037 11.22
 773 1037 9.69
 774 1037 10.455
 775 1037 10.2
 776 1037 11.73
 778 1037 8.925
 780 1037 7.395
 781 1037 8.16
 783 1037 8.16
 784 1037 8.925
 786 1037 7.395
 787 1037 7.905
 788 1037 8.67
 790 1037 7.14
 791 1037 7.905
 792 1037 9.435
 793 1037 10.2
 795 1037 8.67
 796 1037 9.435
 797 1037 9.18
 807 1037 5.865
 809 1037 6.63
 811 1037 5.1
 812 1037 5.865
 814 1037 6.375
 816 1037 4.845
 817 1037 5.61
 819 1037 5.61
 820 1037 6.375
 822 1037 4.845
 823 1037 7.905
 825 1037 6.375
 826 1037 7.14
 828 1037 7.14
 829 1037 7.905
 831 1037 6.375
 832 1037 6.885
 833 1037 7.65
 835 1037 6.12
 836 1037 6.885
 867 1037 3.57
 870 1037 3.315
 872 1037 4.08
 874 1037 2.55
 875 1037 3.315
 878 1037 4.845
 880 1037 5.61
 882 1037 4.08
 883 1037 4.845
 885 1037 5.355
 887 1037 3.825
 888 1037 4.59
 890 1037 4.59
 891 1037 5.355
 893 1037 3.825
 951 1037 1.02
 956 1037 2.55
 959 1037 2.295
 961 1037 3.06
 963 1037 1.53
 964 1037 2.295
 769 1038 129.33
 770 1038 107.775
 772 1038 105.38
 773 1038 100.59
 774 1038 107.775
 775 1038 105.38
 776 1038 119.75
 779 1038 83.825
 780 1038 79.035
 782 1038 76.64
 783 1038 86.22
 785 1038 83.825
 786 1038 79.035
 787 1038 83.825
 789 1038 81.43
 790 1038 76.64
 791 1038 83.825
 792 1038 98.195
 794 1038 95.8
 795 1038 91.01
 796 1038 98.195
 797 1038 95.8
 808 1038 55.085
 810 1038 62.27
 811 1038 57.48
 813 1038 55.085
 815 1038 59.875
 816 1038 55.085
 818 1038 52.69
 819 1038 62.27
 821 1038 59.875
 822 1038 55.085
 824 1038 74.245
 825 1038 69.455
 827 1038 67.06
 828 1038 76.64
 830 1038 74.245
 831 1038 69.455
 832 1038 74.245
 834 1038 71.85
 835 1038 67.06
 836 1038 74.245
 868 1038 33.53
 871 1038 31.135
 873 1038 38.32
 874 1038 33.53
 876 1038 31.135
 879 1038 45.505
 881 1038 52.69
 882 1038 47.9
 884 1038 45.505
 886 1038 50.295
 887 1038 45.505
 889 1038 43.11
 890 1038 52.69
 892 1038 50.295
 893 1038 45.505
 952 1038 9.58
 957 1038 23.95
 960 1038 21.555
 962 1038 28.74
 963 1038 23.95
 965 1038 21.555
 769 1039 0
 770 1039 0
 771 1039 0
 772 1039 0
 773 1039 0
 777 1039 0
 778 1039 0
 779 1039 0
 780 1039 0
 781 1039 0
 782 1039 0
 798 1039 0
 799 1039 0
 800 1039 0
 801 1039 0
 806 1039 0
 807 1039 0
 808 1039 0
 837 1039 0
 838 1039 0
 839 1039 0
 840 1039 0
 841 1039 0
 864 1039 0
 865 1039 0
 894 1039 0
 895 1039 0
 896 1039 0
 945 1039 0
 966 1039 0
 967 1039 0
 769 1040 0.22
 770 1040 0.175
 771 1040 0.19
 772 1040 0.17
 774 1040 0.175
 777 1040 0.18
 778 1040 0.145
 779 1040 0.125
 783 1040 0.13
 784 1040 0.145
 785 1040 0.125
 798 1040 0.135
 799 1040 0.15
 800 1040 0.13
 802 1040 0.135
 806 1040 0.13
 809 1040 0.1
 810 1040 0.08
 837 1040 0.105
 838 1040 0.085
 842 1040 0.09
 843 1040 0.105
 844 1040 0.085
 864 1040 0.085
 866 1040 0.085
 894 1040 0.09
 897 1040 0.06
 898 1040 0.04
 946 1040 0.04
 966 1040 0.045
 968 1040 0.045
 769 1041 0.8225
 771 1041 0.7175
 772 1041 0.6475
 773 1041 0.6125
 774 1041 0.665
 777 1041 0.6825
 781 1041 0.5075
 782 1041 0.4375
 784 1041 0.56
 785 1041 0.49
 786 1041 0.455
 799 1041 0.5775
 800 1041 0.5075
 801 1041 0.4725
 802 1041 0.525
 806 1041 0.5075
 812 1041 0.35
 813 1041 0.28
 840 1041 0.3675
 841 1041 0.2975
 843 1041 0.42
 844 1041 0.35
 845 1041 0.315
 865 1041 0.2975
 866 1041 0.35
 894 1041 0.3675
 900 1041 0.21
 901 1041 0.14
 947 1041 0.14
 967 1041 0.1575
 968 1041 0.21
 769 1042 0.7875
 770 1042 0.63
 771 1042 0.6825
 772 1042 0.6125
 775 1042 0.6125
 777 1042 0.6475
 778 1042 0.525
 779 1042 0.455
 787 1042 0.455
 788 1042 0.5075
 789 1042 0.4375
 798 1042 0.49
 799 1042 0.5425
 800 1042 0.4725
 803 1042 0.4725
 806 1042 0.4725
 814 1042 0.35
 815 1042 0.28
 837 1042 0.385
 838 1042 0.315
 846 1042 0.315
 847 1042 0.3675
 848 1042 0.2975
 864 1042 0.315
 869 1042 0.2975
 894 1042 0.3325
 902 1042 0.21
 903 1042 0.14
 948 1042 0.14
 966 1042 0.175
 971 1042 0.1575
 769 1043 2.64
 771 1043 2.31
 772 1043 2.09
 773 1043 1.98
 775 1043 2.09
 777 1043 2.2
 781 1043 1.65
 782 1043 1.43
 788 1043 1.76
 789 1043 1.54
 790 1043 1.43
 799 1043 1.87
 800 1043 1.65
 801 1043 1.54
 803 1043 1.65
 806 1043 1.65
 817 1043 1.1
 818 1043 0.88
 840 1043 1.21
 841 1043 0.99
 847 1043 1.32
 848 1043 1.1
 849 1043 0.99
 865 1043 0.99
 869 1043 1.1
 894 1043 1.21
 905 1043 0.66
 906 1043 0.44
 949 1043 0.44
 967 1043 0.55
 971 1043 0.66
 769 1044 26.6625
 771 1044 23.1075
 772 1044 20.7375
 774 1044 21.33
 775 1044 20.7375
 777 1044 21.9225
 784 1044 17.775
 785 1044 15.405
 788 1044 17.1825
 789 1044 14.8125
 791 1044 15.405
 799 1044 18.3675
 800 1044 15.9975
 802 1044 16.59
 803 1044 15.9975
 806 1044 15.9975
 820 1044 11.85
 821 1044 9.48
 843 1044 13.035
 844 1044 10.665
 847 1044 12.4425
 848 1044 10.0725
 850 1044 10.665
 866 1044 10.665
 869 1044 10.0725
 894 1044 11.2575
 908 1044 7.11
 909 1044 4.74
 950 1044 4.74
 968 1044 5.925
 971 1044 5.3325
 769 1045 1.215
 770 1045 1.0125
 771 1045 1.08
 773 1045 0.945
 774 1045 1.0125
 775 1045 0.99
 777 1045 1.035
 778 1045 0.8775
 780 1045 0.7425
 781 1045 0.81
 783 1045 0.81
 784 1045 0.8775
 786 1045 0.7425
 787 1045 0.7875
 788 1045 0.855
 790 1045 0.72
 791 1045 0.7875
 798 1045 0.8325
 799 1045 0.9
 801 1045 0.765
 802 1045 0.8325
 803 1045 0.81
 807 1045 0.6075
 809 1045 0.675
 811 1045 0.54
 812 1045 0.6075
 814 1045 0.6525
 816 1045 0.5175
 817 1045 0.585
 819 1045 0.585
 820 1045 0.6525
 822 1045 0.5175
 837 1045 0.6975
 839 1045 0.5625
 840 1045 0.63
 842 1045 0.63
 843 1045 0.6975
 845 1045 0.5625
 846 1045 0.6075
 847 1045 0.675
 849 1045 0.54
 850 1045 0.6075
 867 1045 0.405
 870 1045 0.3825
 872 1045 0.45
 874 1045 0.315
 875 1045 0.3825
 895 1045 0.4275
 897 1045 0.495
 899 1045 0.36
 900 1045 0.4275
 902 1045 0.4725
 904 1045 0.3375
 905 1045 0.405
 907 1045 0.405
 908 1045 0.4725
 910 1045 0.3375
 951 1045 0.18
 969 1045 0.225
 972 1045 0.2025
 974 1045 0.27
 976 1045 0.135
 977 1045 0.2025
 769 1046 12.76
 770 1046 10.78
 772 1046 10.56
 773 1046 10.12
 774 1046 10.78
 775 1046 10.56
 777 1046 11
 779 1046 8.58
 780 1046 8.14
 782 1046 7.92
 783 1046 8.8
 785 1046 8.58
 786 1046 8.14
 787 1046 8.58
 789 1046 8.36
 790 1046 7.92
 791 1046 8.58
 798 1046 9.02
 800 1046 8.8
 801 1046 8.36
 802 1046 9.02
 803 1046 8.8
 808 1046 5.94
 810 1046 6.6
 811 1046 6.16
 813 1046 5.94
 815 1046 6.38
 816 1046 5.94
 818 1046 5.72
 819 1046 6.6
 821 1046 6.38
 822 1046 5.94
 838 1046 6.82
 839 1046 6.38
 841 1046 6.16
 842 1046 7.04
 844 1046 6.82
 845 1046 6.38
 846 1046 6.82
 848 1046 6.6
 849 1046 6.16
 850 1046 6.82
 868 1046 3.96
 871 1046 3.74
 873 1046 4.4
 874 1046 3.96
 876 1046 3.74
 896 1046 4.18
 898 1046 4.84
 899 1046 4.4
 901 1046 4.18
 903 1046 4.62
 904 1046 4.18
 906 1046 3.96
 907 1046 4.84
 909 1046 4.62
 910 1046 4.18
 952 1046 1.76
 970 1046 2.2
 973 1046 1.98
 975 1046 2.64
 976 1046 2.2
 978 1046 1.98
 769 1047 0.0975
 770 1047 0.075
 771 1047 0.0825
 772 1047 0.0725
 776 1047 0.0875
 777 1047 0.0775
 778 1047 0.06
 779 1047 0.05
 792 1047 0.065
 793 1047 0.0725
 794 1047 0.0625
 798 1047 0.055
 799 1047 0.0625
 800 1047 0.0525
 804 1047 0.0675
 806 1047 0.0525
 823 1047 0.05
 824 1047 0.04
 837 1047 0.04
 838 1047 0.03
 851 1047 0.045
 852 1047 0.0525
 853 1047 0.0425
 864 1047 0.03
 877 1047 0.0425
 894 1047 0.0325
 911 1047 0.03
 912 1047 0.02
 953 1047 0.02
 966 1047 0.01
 979 1047 0.0225
 769 1048 0.42
 771 1048 0.36
 772 1048 0.32
 773 1048 0.3
 776 1048 0.38
 777 1048 0.34
 781 1048 0.24
 782 1048 0.2
 793 1048 0.32
 794 1048 0.28
 795 1048 0.26
 799 1048 0.28
 800 1048 0.24
 801 1048 0.22
 804 1048 0.3
 806 1048 0.24
 826 1048 0.2
 827 1048 0.16
 840 1048 0.16
 841 1048 0.12
 852 1048 0.24
 853 1048 0.2
 854 1048 0.18
 865 1048 0.12
 877 1048 0.2
 894 1048 0.16
 914 1048 0.12
 915 1048 0.08
 954 1048 0.08
 967 1048 0.04
 979 1048 0.12
 769 1049 4.095
 771 1049 3.465
 772 1049 3.045
 774 1049 3.15
 776 1049 3.675
 777 1049 3.255
 784 1049 2.52
 785 1049 2.1
 793 1049 3.045
 794 1049 2.625
 796 1049 2.73
 799 1049 2.625
 800 1049 2.205
 802 1049 2.31
 804 1049 2.835
 806 1049 2.205
 829 1049 2.1
 830 1049 1.68
 843 1049 1.68
 844 1049 1.26
 852 1049 2.205
 853 1049 1.785
 855 1049 1.89
 866 1049 1.26
 877 1049 1.785
 894 1049 1.365
 917 1049 1.26
 918 1049 0.84
 955 1049 0.84
 968 1049 0.42
 979 1049 0.945
 769 1050 0.24
 770 1050 0.195
 771 1050 0.21
 773 1050 0.18
 774 1050 0.195
 776 1050 0.22
 777 1050 0.2
 778 1050 0.165
 780 1050 0.135
 781 1050 0.15
 783 1050 0.15
 784 1050 0.165
 786 1050 0.135
 792 1050 0.175
 793 1050 0.19
 795 1050 0.16
 796 1050 0.175
 798 1050 0.155
 799 1050 0.17
 801 1050 0.14
 802 1050 0.155
 804 1050 0.18
 807 1050 0.105
 809 1050 0.12
 811 1050 0.09
 812 1050 0.105
 823 1050 0.145
 825 1050 0.115
 826 1050 0.13
 828 1050 0.13
 829 1050 0.145
 831 1050 0.115
 837 1050 0.125
 839 1050 0.095
 840 1050 0.11
 842 1050 0.11
 843 1050 0.125
 845 1050 0.095
 851 1050 0.135
 852 1050 0.15
 854 1050 0.12
 855 1050 0.135
 867 1050 0.06
 878 1050 0.085
 880 1050 0.1
 882 1050 0.07
 883 1050 0.085
 895 1050 0.065
 897 1050 0.08
 899 1050 0.05
 900 1050 0.065
 911 1050 0.105
 913 1050 0.075
 914 1050 0.09
 916 1050 0.09
 917 1050 0.105
 919 1050 0.075
 956 1050 0.04
 969 1050 0.02
 980 1050 0.045
 982 1050 0.06
 984 1050 0.03
 985 1050 0.045
 769 1051 1.95
 770 1051 1.6125
 772 1051 1.575
 773 1051 1.5
 774 1051 1.6125
 776 1051 1.8
 777 1051 1.65
 779 1051 1.2375
 780 1051 1.1625
 782 1051 1.125
 783 1051 1.275
 785 1051 1.2375
 786 1051 1.1625
 792 1051 1.4625
 794 1051 1.425
 795 1051 1.35
 796 1051 1.4625
 798 1051 1.3125
 800 1051 1.275
 801 1051 1.2
 802 1051 1.3125
 804 1051 1.5
 808 1051 0.7875
 810 1051 0.9
 811 1051 0.825
 813 1051 0.7875
 824 1051 1.0875
 825 1051 1.0125
 827 1051 0.975
 828 1051 1.125
 830 1051 1.0875
 831 1051 1.0125
 838 1051 0.9375
 839 1051 0.8625
 841 1051 0.825
 842 1051 0.975
 844 1051 0.9375
 845 1051 0.8625
 851 1051 1.1625
 853 1051 1.125
 854 1051 1.05
 855 1051 1.1625
 868 1051 0.45
 879 1051 0.6375
 881 1051 0.75
 882 1051 0.675
 884 1051 0.6375
 896 1051 0.4875
 898 1051 0.6
 899 1051 0.525
 901 1051 0.4875
 912 1051 0.7875
 913 1051 0.7125
 915 1051 0.675
 916 1051 0.825
 918 1051 0.7875
 919 1051 0.7125
 957 1051 0.3
 970 1051 0.15
 981 1051 0.3375
 983 1051 0.45
 984 1051 0.375
 986 1051 0.3375
 769 1052 13.8
 771 1052 11.73
 772 1052 10.35
 775 1052 10.35
 776 1052 12.42
 777 1052 11.04
 788 1052 8.28
 789 1052 6.9
 793 1052 10.35
 794 1052 8.97
 797 1052 8.97
 799 1052 8.97
 800 1052 7.59
 803 1052 7.59
 804 1052 9.66
 806 1052 7.59
 833 1052 6.9
 834 1052 5.52
 847 1052 5.52
 848 1052 4.14
 852 1052 7.59
 853 1052 6.21
 856 1052 6.21
 869 1052 4.14
 877 1052 6.21
 894 1052 4.83
 921 1052 4.14
 922 1052 2.76
 958 1052 2.76
 971 1052 1.38
 979 1052 3.45
 769 1053 0.6125
 770 1053 0.5
 771 1053 0.5375
 773 1053 0.4625
 775 1053 0.4875
 776 1053 0.5625
 777 1053 0.5125
 778 1053 0.425
 780 1053 0.35
 781 1053 0.3875
 787 1053 0.375
 788 1053 0.4125
 790 1053 0.3375
 792 1053 0.45
 793 1053 0.4875
 795 1053 0.4125
 797 1053 0.4375
 798 1053 0.4
 799 1053 0.4375
 801 1053 0.3625
 803 1053 0.3875
 804 1053 0.4625
 807 1053 0.275
 814 1053 0.3
 816 1053 0.225
 817 1053 0.2625
 823 1053 0.375
 825 1053 0.3
 826 1053 0.3375
 832 1053 0.325
 833 1053 0.3625
 835 1053 0.2875
 837 1053 0.325
 839 1053 0.25
 840 1053 0.2875
 846 1053 0.275
 847 1053 0.3125
 849 1053 0.2375
 851 1053 0.35
 852 1053 0.3875
 854 1053 0.3125
 856 1053 0.3375
 870 1053 0.15
 878 1053 0.225
 885 1053 0.25
 887 1053 0.175
 888 1053 0.2125
 895 1053 0.175
 902 1053 0.2
 904 1053 0.125
 905 1053 0.1625
 911 1053 0.275
 913 1053 0.2
 914 1053 0.2375
 920 1053 0.225
 921 1053 0.2625
 923 1053 0.1875
 959 1053 0.1
 972 1053 0.05
 980 1053 0.125
 987 1053 0.15
 989 1053 0.075
 990 1053 0.1125
 769 1054 6.7575
 770 1054 5.61
 772 1054 5.4825
 773 1054 5.2275
 775 1054 5.4825
 776 1054 6.2475
 777 1054 5.7375
 779 1054 4.335
 780 1054 4.08
 782 1054 3.9525
 787 1054 4.335
 789 1054 4.2075
 790 1054 3.9525
 792 1054 5.1
 794 1054 4.9725
 795 1054 4.7175
 797 1054 4.9725
 798 1054 4.59
 800 1054 4.4625
 801 1054 4.2075
 803 1054 4.4625
 804 1054 5.2275
 808 1054 2.805
 815 1054 3.06
 816 1054 2.805
 818 1054 2.6775
 824 1054 3.825
 825 1054 3.57
 827 1054 3.4425
 832 1054 3.825
 834 1054 3.6975
 835 1054 3.4425
 838 1054 3.315
 839 1054 3.06
 841 1054 2.9325
 846 1054 3.315
 848 1054 3.1875
 849 1054 2.9325
 851 1054 4.08
 853 1054 3.9525
 854 1054 3.6975
 856 1054 3.9525
 871 1054 1.53
 879 1054 2.295
 886 1054 2.55
 887 1054 2.295
 889 1054 2.1675
 896 1054 1.785
 903 1054 2.04
 904 1054 1.785
 906 1054 1.6575
 912 1054 2.805
 913 1054 2.55
 915 1054 2.4225
 920 1054 2.805
 922 1054 2.6775
 923 1054 2.4225
 960 1054 1.02
 973 1054 0.51
 981 1054 1.275
 988 1054 1.53
 989 1054 1.275
 991 1054 1.1475
 769 1055 6.785
 770 1055 5.4575
 771 1055 5.9
 774 1055 5.4575
 775 1055 5.31
 776 1055 6.195
 777 1055 5.605
 778 1055 4.5725
 783 1055 4.13
 784 1055 4.5725
 787 1055 3.9825
 788 1055 4.425
 791 1055 3.9825
 792 1055 4.8675
 793 1055 5.31
 796 1055 4.8675
 797 1055 4.72
 798 1055 4.2775
 799 1055 4.72
 802 1055 4.2775
 803 1055 4.13
 804 1055 5.015
 809 1055 3.245
 814 1055 3.0975
 819 1055 2.655
 820 1055 3.0975
 823 1055 3.9825
 828 1055 3.54
 829 1055 3.9825
 832 1055 3.3925
 833 1055 3.835
 836 1055 3.3925
 837 1055 3.3925
 842 1055 2.95
 843 1055 3.3925
 846 1055 2.8025
 847 1055 3.245
 850 1055 2.8025
 851 1055 3.6875
 852 1055 4.13
 855 1055 3.6875
 856 1055 3.54
 872 1055 1.77
 880 1055 2.655
 885 1055 2.5075
 890 1055 2.065
 891 1055 2.5075
 897 1055 2.065
 902 1055 1.9175
 907 1055 1.475
 908 1055 1.9175
 911 1055 2.8025
 916 1055 2.36
 917 1055 2.8025
 920 1055 2.2125
 921 1055 2.655
 924 1055 2.2125
 961 1055 1.18
 974 1055 0.59
 982 1055 1.475
 987 1055 1.3275
 992 1055 0.885
 993 1055 1.3275
 769 1056 69.125
 770 1056 56.6825
 772 1056 55.3
 774 1056 56.6825
 775 1056 55.3
 776 1056 63.595
 777 1056 58.065
 779 1056 42.8575
 783 1056 44.24
 785 1056 42.8575
 787 1056 42.8575
 789 1056 41.475
 791 1056 42.8575
 792 1056 51.1525
 794 1056 49.77
 796 1056 51.1525
 797 1056 49.77
 798 1056 45.6225
 800 1056 44.24
 802 1056 45.6225
 803 1056 44.24
 804 1056 52.535
 810 1056 30.415
 815 1056 29.0325
 819 1056 30.415
 821 1056 29.0325
 824 1056 37.3275
 828 1056 38.71
 830 1056 37.3275
 832 1056 37.3275
 834 1056 35.945
 836 1056 37.3275
 838 1056 31.7975
 842 1056 33.18
 844 1056 31.7975
 846 1056 31.7975
 848 1056 30.415
 850 1056 31.7975
 851 1056 40.0925
 853 1056 38.71
 855 1056 40.0925
 856 1056 38.71
 873 1056 16.59
 881 1056 24.885
 886 1056 23.5025
 890 1056 24.885
